UF;Codigo_Infracao;Quantidade
PARAIBA;7242;9
PARAIBA;7269;16
PARAIBA;7366;82
PARAIBA;7455;3676
PARAIBA;7463;677
PARAIBA;7471;51
PARAIBA;7587;113
PARAIBA;7625;45
PARAIBA;7633;221
PARANA;5002;1
PARANA;5010;1
PARANA;5037;1
PARANA;5185;100
PARANA;5207;3
PARANA;5215;2
PARANA;5223;1
PARANA;5380;8
PARANA;5398;2
PARANA;5401;1
PARANA;5428;1
PARANA;5444;4
PARANA;5452;54
PARANA;5460;8
PARANA;5487;5
PARANA;5509;1
PARANA;5525;18
PARANA;5541;104
PARANA;5550;81
PARANA;5568;80
PARANA;5576;1
PARANA;5592;2
PARANA;5622;4
PARANA;5665;4
PARANA;5673;34
PARANA;5681;20
PARANA;5690;1
PARANA;5711;1
PARANA;5720;4
PARANA;5738;12
PARANA;5746;450
PARANA;5797;1
PARANA;5800;1
PARANA;5819;4
PARANA;5827;1
PARANA;5835;4
PARANA;5843;1
PARANA;5878;1
PARANA;5967;1
PARANA;5991;3
PARANA;6041;60
PARANA;6050;220
PARANA;6068;3
PARANA;6122;3
PARANA;6394;1
PARANA;6530;12
PARANA;6564;2
PARANA;6599;1
PARANA;6602;2
PARANA;6637;2
PARANA;6645;7
PARANA;6688;1
PARANA;6700;1
PARANA;6726;1
PARANA;6750;3
PARANA;6769;3
PARANA;6823;10
PARANA;6858;1
PARANA;6912;2
PARANA;7056;1
PARANA;7234;2
PARANA;7242;12
PARANA;7285;1
PARANA;7340;1
PARANA;7366;19
PARANA;7455;710
PARANA;7463;113
PARANA;7471;10
PARANA;7587;1
PARANA;7625;5
PARANA;7633;59
PERNAMBUCO;5010;6
PERNAMBUCO;5053;1
PERNAMBUCO;5100;1
PERNAMBUCO;5169;1
PERNAMBUCO;5185;81
PERNAMBUCO;5193;8
PERNAMBUCO;5207;3
PERNAMBUCO;5380;2
PERNAMBUCO;5401;3
PERNAMBUCO;5410;1
PERNAMBUCO;5428;10
PERNAMBUCO;5444;1
PERNAMBUCO;5452;39
PERNAMBUCO;5460;2
PERNAMBUCO;5479;5
PERNAMBUCO;5487;15
PERNAMBUCO;5509;3
PERNAMBUCO;5525;2
PERNAMBUCO;5541;41
PERNAMBUCO;5550;59
PERNAMBUCO;5568;13
PERNAMBUCO;5622;1
PERNAMBUCO;5673;31
PERNAMBUCO;5681;3
PERNAMBUCO;5711;1
PERNAMBUCO;5720;1
PERNAMBUCO;5738;13
PERNAMBUCO;5746;44
PERNAMBUCO;5762;3
PERNAMBUCO;5819;9
PERNAMBUCO;5835;23
PERNAMBUCO;5843;1
PERNAMBUCO;5908;1
PERNAMBUCO;5924;1
PERNAMBUCO;5940;1
PERNAMBUCO;5959;1
PERNAMBUCO;5967;8
PERNAMBUCO;5991;4
PERNAMBUCO;6017;2
PERNAMBUCO;6025;1
PERNAMBUCO;6033;8
PERNAMBUCO;6041;9
PERNAMBUCO;6050;125
PERNAMBUCO;6068;4
PERNAMBUCO;6122;1
PERNAMBUCO;6270;2
PERNAMBUCO;6530;2
PERNAMBUCO;6556;3
PERNAMBUCO;6564;1
PERNAMBUCO;6599;5
PERNAMBUCO;6610;1
PERNAMBUCO;6637;2
PERNAMBUCO;6645;5
PERNAMBUCO;6688;1
PERNAMBUCO;6700;4
PERNAMBUCO;6726;4
PERNAMBUCO;6750;4
PERNAMBUCO;6769;10
PERNAMBUCO;6785;1
PERNAMBUCO;6823;9
PERNAMBUCO;6858;3
PERNAMBUCO;7030;17
PERNAMBUCO;7048;10
PERNAMBUCO;7056;2
PERNAMBUCO;7064;2
PERNAMBUCO;7099;1
PERNAMBUCO;7242;26
PERNAMBUCO;7340;2
PERNAMBUCO;7366;22
PERNAMBUCO;7455;595
PERNAMBUCO;7463;155
PERNAMBUCO;7471;23
PERNAMBUCO;7579;1
PERNAMBUCO;7587;11
PERNAMBUCO;7625;8
PERNAMBUCO;7633;49
PIAUI;5010;1
PIAUI;5029;1
PIAUI;5169;1
PIAUI;5185;195
PIAUI;5193;2
PIAUI;5207;1
PIAUI;5215;2
PIAUI;5380;6
PIAUI;5398;1
PIAUI;5401;8
PIAUI;5410;7
PIAUI;5428;2
PIAUI;5452;127
PIAUI;5460;4
PIAUI;5479;72
PIAUI;5487;88
PIAUI;5495;3
PIAUI;5509;93
PIAUI;5525;6
PIAUI;5541;228
PIAUI;5550;417
PIAUI;5568;7
PIAUI;5592;1
PIAUI;5622;5
PIAUI;5630;2
PIAUI;5665;4
PIAUI;5673;4
PIAUI;5681;1
PIAUI;5720;4
PIAUI;5738;111
PIAUI;5746;21
PIAUI;5800;2
PIAUI;5819;12
PIAUI;5835;9
PIAUI;5843;1
PIAUI;5878;3
PIAUI;5916;1
PIAUI;5959;1
PIAUI;5967;3
PIAUI;6017;25
PIAUI;6041;18
PIAUI;6050;208
PIAUI;6068;4
PIAUI;6084;2
PIAUI;6122;6
PIAUI;6181;1
PIAUI;6491;1
PIAUI;6530;2
PIAUI;6602;1
PIAUI;6645;1
PIAUI;6769;2
PIAUI;6858;13
PIAUI;7030;627
PIAUI;7048;379
PIAUI;7056;2
PIAUI;7099;2
PIAUI;7234;1
PIAUI;7242;2
PIAUI;7293;5
PIAUI;7366;49
PIAUI;7455;168
PIAUI;7463;27
PIAUI;7471;2
PIAUI;7587;37
PIAUI;7617;1
PIAUI;7625;46
PIAUI;7633;111
RIO DE JANEIRO;5002;3
RIO DE JANEIRO;5010;4
RIO DE JANEIRO;5185;75
RIO DE JANEIRO;5193;2
RIO DE JANEIRO;5215;1
RIO DE JANEIRO;5371;1
RIO DE JANEIRO;5380;10
RIO DE JANEIRO;5401;4
RIO DE JANEIRO;5444;1
RIO DE JANEIRO;5452;26
RIO DE JANEIRO;5460;2
RIO DE JANEIRO;5479;4
RIO DE JANEIRO;5487;8
RIO DE JANEIRO;5509;9
RIO DE JANEIRO;5517;1
RIO DE JANEIRO;5525;8
RIO DE JANEIRO;5541;61
RIO DE JANEIRO;5550;33
RIO DE JANEIRO;5568;31
RIO DE JANEIRO;5592;2
RIO DE JANEIRO;5622;3
RIO DE JANEIRO;5665;1
RIO DE JANEIRO;5673;14
RIO DE JANEIRO;5681;8
RIO DE JANEIRO;5720;4
RIO DE JANEIRO;5738;7
RIO DE JANEIRO;5746;154
RIO DE JANEIRO;5819;3
RIO DE JANEIRO;5827;3
RIO DE JANEIRO;5835;5
RIO DE JANEIRO;5843;3
RIO DE JANEIRO;5878;1
RIO DE JANEIRO;5967;1
RIO DE JANEIRO;5991;2
RIO DE JANEIRO;6041;16
RIO DE JANEIRO;6050;105
RIO DE JANEIRO;6068;2
RIO DE JANEIRO;6076;1
RIO DE JANEIRO;6530;6
RIO DE JANEIRO;6564;2
RIO DE JANEIRO;6599;3
RIO DE JANEIRO;6637;1
RIO DE JANEIRO;6645;2
RIO DE JANEIRO;6700;1
RIO DE JANEIRO;6726;1
RIO DE JANEIRO;6769;2
RIO DE JANEIRO;6858;2
RIO DE JANEIRO;6866;1
RIO DE JANEIRO;6912;1
RIO DE JANEIRO;7030;2
RIO DE JANEIRO;7048;7
RIO DE JANEIRO;7056;1
RIO DE JANEIRO;7153;1
RIO DE JANEIRO;7218;2
RIO DE JANEIRO;7234;3
RIO DE JANEIRO;7242;23
RIO DE JANEIRO;7340;1
RIO DE JANEIRO;7366;14
RIO DE JANEIRO;7455;515
RIO DE JANEIRO;7463;76
RIO DE JANEIRO;7471;10
RIO DE JANEIRO;7579;2
RIO DE JANEIRO;7587;2
RIO DE JANEIRO;7625;3
RIO DE JANEIRO;7633;54
RIO GRANDE DO NORTE;5010;1
RIO GRANDE DO NORTE;5185;63
RIO GRANDE DO NORTE;5193;4
RIO GRANDE DO NORTE;5207;5
RIO GRANDE DO NORTE;5380;1
RIO GRANDE DO NORTE;5410;2
RIO GRANDE DO NORTE;5444;2
RIO GRANDE DO NORTE;5452;25
RIO GRANDE DO NORTE;5460;3
RIO GRANDE DO NORTE;5479;25
RIO GRANDE DO NORTE;5487;18
RIO GRANDE DO NORTE;5495;1
RIO GRANDE DO NORTE;5509;6
RIO GRANDE DO NORTE;5525;1
RIO GRANDE DO NORTE;5541;45
RIO GRANDE DO NORTE;5550;19
RIO GRANDE DO NORTE;5568;5
RIO GRANDE DO NORTE;5622;1
RIO GRANDE DO NORTE;5673;40
RIO GRANDE DO NORTE;5681;2
RIO GRANDE DO NORTE;5738;6
RIO GRANDE DO NORTE;5746;20
RIO GRANDE DO NORTE;5819;1
RIO GRANDE DO NORTE;5835;8
RIO GRANDE DO NORTE;5924;1
RIO GRANDE DO NORTE;5991;6
RIO GRANDE DO NORTE;6017;1
RIO GRANDE DO NORTE;6033;1
RIO GRANDE DO NORTE;6041;39
RIO GRANDE DO NORTE;6050;128
RIO GRANDE DO NORTE;6122;4
RIO GRANDE DO NORTE;6130;1
RIO GRANDE DO NORTE;6491;1
RIO GRANDE DO NORTE;6530;1
RIO GRANDE DO NORTE;6564;1
RIO GRANDE DO NORTE;6637;1
RIO GRANDE DO NORTE;6645;2
RIO GRANDE DO NORTE;6700;1
RIO GRANDE DO NORTE;6769;3
RIO GRANDE DO NORTE;6823;2
RIO GRANDE DO NORTE;6980;1
RIO GRANDE DO NORTE;7030;4
RIO GRANDE DO NORTE;7048;4
RIO GRANDE DO NORTE;7064;1
RIO GRANDE DO NORTE;7218;1
RIO GRANDE DO NORTE;7242;1
RIO GRANDE DO NORTE;7366;14
RIO GRANDE DO NORTE;7455;231
RIO GRANDE DO NORTE;7463;46
RIO GRANDE DO NORTE;7471;3
RIO GRANDE DO NORTE;7552;1
RIO GRANDE DO NORTE;7587;2
RIO GRANDE DO NORTE;7625;5
RIO GRANDE DO NORTE;7633;30
RIO GRANDE DO SUL;5010;1
RIO GRANDE DO SUL;5185;22
RIO GRANDE DO SUL;5207;2
RIO GRANDE DO SUL;5380;2
RIO GRANDE DO SUL;5401;1
RIO GRANDE DO SUL;5444;10
RIO GRANDE DO SUL;5452;10
RIO GRANDE DO SUL;5460;1
RIO GRANDE DO SUL;5487;3
RIO GRANDE DO SUL;5509;2
RIO GRANDE DO SUL;5525;4
RIO GRANDE DO SUL;5541;14
RIO GRANDE DO SUL;5550;22
RIO GRANDE DO SUL;5568;26
RIO GRANDE DO SUL;5592;2
RIO GRANDE DO SUL;5665;1
RIO GRANDE DO SUL;5673;11
RIO GRANDE DO SUL;5681;5
RIO GRANDE DO SUL;5720;1
RIO GRANDE DO SUL;5738;2
RIO GRANDE DO SUL;5746;160
RIO GRANDE DO SUL;5819;1
RIO GRANDE DO SUL;5835;1
RIO GRANDE DO SUL;5878;1
RIO GRANDE DO SUL;6041;11
RIO GRANDE DO SUL;6050;59
RIO GRANDE DO SUL;6122;2
RIO GRANDE DO SUL;6580;1
RIO GRANDE DO SUL;6599;1
RIO GRANDE DO SUL;6637;1
RIO GRANDE DO SUL;6645;7
RIO GRANDE DO SUL;6700;3
RIO GRANDE DO SUL;6726;2
RIO GRANDE DO SUL;6750;5
RIO GRANDE DO SUL;6769;2
RIO GRANDE DO SUL;6823;3
RIO GRANDE DO SUL;6840;2
RIO GRANDE DO SUL;6980;1
RIO GRANDE DO SUL;7242;8
RIO GRANDE DO SUL;7366;4
RIO GRANDE DO SUL;7455;161
RIO GRANDE DO SUL;7463;26
RIO GRANDE DO SUL;7471;2
RIO GRANDE DO SUL;7625;2
RIO GRANDE DO SUL;7633;8
RONDONIA;5002;1
RONDONIA;5169;1
RONDONIA;5185;30
RONDONIA;5380;2
RONDONIA;5401;1
RONDONIA;5452;2
RONDONIA;5487;3
RONDONIA;5495;1
RONDONIA;5509;1
RONDONIA;5517;1
RONDONIA;5525;1
RONDONIA;5541;1
RONDONIA;5550;7
RONDONIA;5568;4
RONDONIA;5622;1
RONDONIA;5657;1
RONDONIA;5673;2
RONDONIA;5681;2
RONDONIA;5746;6
RONDONIA;5819;1
RONDONIA;6025;1
RONDONIA;6041;3
RONDONIA;6050;27
RONDONIA;6122;1
RONDONIA;6556;1
RONDONIA;6602;1
RONDONIA;6610;1
RONDONIA;6637;1
RONDONIA;6912;1
RONDONIA;7242;1
RONDONIA;7366;9
RONDONIA;7455;38
RONDONIA;7463;11
RONDONIA;7471;1
RONDONIA;7633;14
RORAIMA;5010;188
RORAIMA;5029;1
RORAIMA;5037;4
RORAIMA;5045;23
RORAIMA;5061;3
RORAIMA;5118;17
RORAIMA;5126;1
RORAIMA;5169;29
RORAIMA;5185;1128
RORAIMA;5193;38
RORAIMA;5207;183
RORAIMA;5215;11
RORAIMA;5223;1
RORAIMA;5274;20
RORAIMA;5282;4
RORAIMA;5304;1
RORAIMA;5380;5
RORAIMA;5398;2
RORAIMA;5410;4
RORAIMA;5428;1
RORAIMA;5452;9
RORAIMA;5460;1
RORAIMA;5479;1
RORAIMA;5487;10
RORAIMA;5525;4
RORAIMA;5541;5
RORAIMA;5550;5
RORAIMA;5568;5
RORAIMA;5592;2
RORAIMA;5622;2
RORAIMA;5665;1
RORAIMA;5673;3
RORAIMA;5720;26
RORAIMA;5738;42
RORAIMA;5746;1
RORAIMA;5819;29
RORAIMA;5835;15
RORAIMA;5843;3
RORAIMA;5878;1
RORAIMA;5916;1
RORAIMA;5959;1
RORAIMA;5967;1
RORAIMA;5991;2
RORAIMA;6017;2
RORAIMA;6033;1
RORAIMA;6041;5
RORAIMA;6050;148
RORAIMA;6076;1
RORAIMA;6084;6
RORAIMA;6122;13
RORAIMA;6130;14
RORAIMA;6173;1
RORAIMA;6408;1
RORAIMA;6432;1
RORAIMA;6440;3
RORAIMA;6556;10
RORAIMA;6564;4
RORAIMA;6580;4
RORAIMA;6599;136
RORAIMA;6602;6
RORAIMA;6610;13
RORAIMA;6637;20
RORAIMA;6645;36
RORAIMA;6653;6
RORAIMA;6661;1
RORAIMA;6670;25
RORAIMA;6700;7
RORAIMA;6726;1
RORAIMA;6769;15
RORAIMA;6858;16
RORAIMA;6912;13
RORAIMA;7030;18
RORAIMA;7048;44
RORAIMA;7056;6
RORAIMA;7234;3
RORAIMA;7285;4
RORAIMA;7323;1
RORAIMA;7340;18
RORAIMA;7366;42
RORAIMA;7455;259
RORAIMA;7463;57
RORAIMA;7471;4
RORAIMA;7579;7
RORAIMA;7625;12
RORAIMA;7633;204
SANTA CATARINA;5002;2
SANTA CATARINA;5010;1
SANTA CATARINA;5185;31
SANTA CATARINA;5193;1
SANTA CATARINA;5380;4
SANTA CATARINA;5401;4
SANTA CATARINA;5444;1
SANTA CATARINA;5452;23
SANTA CATARINA;5460;2
SANTA CATARINA;5487;1
SANTA CATARINA;5509;12
SANTA CATARINA;5525;5
SANTA CATARINA;5541;40
SANTA CATARINA;5550;34
SANTA CATARINA;5568;46
SANTA CATARINA;5592;1
SANTA CATARINA;5622;2
SANTA CATARINA;5630;1
SANTA CATARINA;5665;1
SANTA CATARINA;5673;9
SANTA CATARINA;5681;18
SANTA CATARINA;5738;5
SANTA CATARINA;5746;412
SANTA CATARINA;5819;2
SANTA CATARINA;5835;2
SANTA CATARINA;5967;3
SANTA CATARINA;5991;1
SANTA CATARINA;6041;18
SANTA CATARINA;6050;114
SANTA CATARINA;6068;1
SANTA CATARINA;6122;2
SANTA CATARINA;6270;1
SANTA CATARINA;6530;1
SANTA CATARINA;6564;1
SANTA CATARINA;6599;1
SANTA CATARINA;6602;1
SANTA CATARINA;6637;7
SANTA CATARINA;6645;9
SANTA CATARINA;6726;1
SANTA CATARINA;6750;3
SANTA CATARINA;6769;4
SANTA CATARINA;6823;8
SANTA CATARINA;6912;1
SANTA CATARINA;7030;1
SANTA CATARINA;7048;1
SANTA CATARINA;7234;1
SANTA CATARINA;7242;10
SANTA CATARINA;7366;5
SANTA CATARINA;7455;390
SANTA CATARINA;7463;61
SANTA CATARINA;7471;6
SANTA CATARINA;7625;4
SANTA CATARINA;7633;33
SAO PAULO;5002;2048
SAO PAULO;5010;16
SAO PAULO;5037;2
SAO PAULO;5045;4
SAO PAULO;5053;3
SAO PAULO;5061;1
SAO PAULO;5169;1
SAO PAULO;5185;9872
SAO PAULO;5193;391
SAO PAULO;5207;1667
SAO PAULO;5215;105
SAO PAULO;5223;4
SAO PAULO;5231;48
SAO PAULO;5240;3
SAO PAULO;5258;56
SAO PAULO;5266;18
SAO PAULO;5274;4
SAO PAULO;5347;1
SAO PAULO;5363;2
SAO PAULO;5371;16
SAO PAULO;5380;959
SAO PAULO;5398;65
SAO PAULO;5401;95
SAO PAULO;5410;102
SAO PAULO;5428;11
SAO PAULO;5436;9
SAO PAULO;5444;21
SAO PAULO;5452;4739
SAO PAULO;5460;464
SAO PAULO;5479;65
SAO PAULO;5487;451
SAO PAULO;5495;43
SAO PAULO;5509;486
SAO PAULO;5517;2
SAO PAULO;5525;808
SAO PAULO;5541;9247
SAO PAULO;5550;7340
SAO PAULO;5568;4131
SAO PAULO;5576;64
SAO PAULO;5584;25
SAO PAULO;5592;113
SAO PAULO;5606;11
SAO PAULO;5614;5
SAO PAULO;5622;443
SAO PAULO;5630;16
SAO PAULO;5657;14
SAO PAULO;5665;332
SAO PAULO;5673;2476
SAO PAULO;5681;85
SAO PAULO;5690;58
SAO PAULO;5703;25
SAO PAULO;5711;8
SAO PAULO;5720;140
SAO PAULO;5738;1439
SAO PAULO;5746;5224
SAO PAULO;5762;2
SAO PAULO;5770;4
SAO PAULO;5789;1
SAO PAULO;5797;22
SAO PAULO;5800;22
SAO PAULO;5819;664
SAO PAULO;5827;40
SAO PAULO;5835;138
SAO PAULO;5843;175
SAO PAULO;5851;29
SAO PAULO;5860;1
SAO PAULO;5878;45
SAO PAULO;5894;2
SAO PAULO;5908;6
SAO PAULO;5916;3
SAO PAULO;5924;5
SAO PAULO;5932;6
SAO PAULO;5940;4
SAO PAULO;5959;12
SAO PAULO;5967;194
SAO PAULO;5975;1
SAO PAULO;5983;2
SAO PAULO;5991;184
SAO PAULO;6009;3
SAO PAULO;6017;116
SAO PAULO;6025;22
SAO PAULO;6033;7
SAO PAULO;6041;5570
SAO PAULO;6050;16795
SAO PAULO;6068;135
SAO PAULO;6076;10
SAO PAULO;6084;113
SAO PAULO;6122;331
SAO PAULO;6130;10
SAO PAULO;6149;1
SAO PAULO;6157;5
SAO PAULO;6165;2
SAO PAULO;6173;5
SAO PAULO;6181;14
SAO PAULO;6190;20
SAO PAULO;6262;2
SAO PAULO;6270;9
SAO PAULO;6289;1
SAO PAULO;6297;1
SAO PAULO;6319;3
SAO PAULO;6394;15
SAO PAULO;6440;1
SAO PAULO;6483;13
SAO PAULO;6491;20
SAO PAULO;6505;1
SAO PAULO;6521;2
SAO PAULO;6530;1269
SAO PAULO;6556;1
SAO PAULO;6564;109
SAO PAULO;6580;1
SAO PAULO;6599;12
SAO PAULO;6602;3
SAO PAULO;6610;1
SAO PAULO;6637;8
SAO PAULO;6645;14
SAO PAULO;6688;1
SAO PAULO;6700;21
SAO PAULO;6726;12
SAO PAULO;6750;9
SAO PAULO;6769;37
SAO PAULO;6777;3
SAO PAULO;6785;17
SAO PAULO;6793;1
SAO PAULO;6807;2
SAO PAULO;6815;1
SAO PAULO;6823;20
SAO PAULO;6831;8
SAO PAULO;6840;1
SAO PAULO;6858;50
SAO PAULO;6866;15
SAO PAULO;6912;7
SAO PAULO;6947;16
SAO PAULO;6955;4
SAO PAULO;6980;2
SAO PAULO;7030;158
SAO PAULO;7048;114
SAO PAULO;7056;170
SAO PAULO;7064;53
SAO PAULO;7072;7
SAO PAULO;7080;2
SAO PAULO;7099;26
SAO PAULO;7102;2
SAO PAULO;7145;3
SAO PAULO;7153;1
SAO PAULO;7188;1
SAO PAULO;7218;4
SAO PAULO;7234;536
SAO PAULO;7242;262
SAO PAULO;7277;1
SAO PAULO;7285;2
SAO PAULO;7293;15
SAO PAULO;7315;29
SAO PAULO;7323;1
SAO PAULO;7340;15
SAO PAULO;7358;1
SAO PAULO;7366;1670
SAO PAULO;7374;28
SAO PAULO;7455;48645
SAO PAULO;7463;7905
SAO PAULO;7471;862
SAO PAULO;7552;1
SAO PAULO;7579;1
SAO PAULO;7587;412
SAO PAULO;7609;3
SAO PAULO;7617;50
SAO PAULO;7625;760
SAO PAULO;7633;5939
SERGIPE;5010;2
SERGIPE;5045;2
SERGIPE;5053;3
SERGIPE;5150;1
SERGIPE;5169;4
SERGIPE;5185;16
SERGIPE;5193;1
SERGIPE;5207;4
SERGIPE;5274;1
SERGIPE;5380;2
SERGIPE;5428;1
SERGIPE;5444;4
SERGIPE;5452;6
SERGIPE;5487;11
SERGIPE;5525;11
SERGIPE;5541;16
SERGIPE;5550;13
SERGIPE;5568;2
SERGIPE;5630;1
SERGIPE;5681;2
SERGIPE;5720;1
SERGIPE;5738;18
SERGIPE;5746;11
SERGIPE;5819;1
SERGIPE;5835;2
SERGIPE;5843;1
SERGIPE;5967;4
SERGIPE;5991;1
SERGIPE;6025;1
SERGIPE;6033;1
SERGIPE;6041;5
SERGIPE;6050;19
SERGIPE;6068;6
SERGIPE;6270;2
SERGIPE;6530;2
SERGIPE;6556;2
SERGIPE;6599;2
SERGIPE;6637;5
SERGIPE;6645;8
SERGIPE;6653;1
SERGIPE;6700;6
SERGIPE;6726;6
SERGIPE;6750;1
SERGIPE;6769;4
SERGIPE;6823;2
SERGIPE;6858;2
SERGIPE;6912;3
SERGIPE;6920;1
SERGIPE;7030;56
SERGIPE;7048;55
SERGIPE;7056;2
SERGIPE;7242;28
SERGIPE;7340;4
SERGIPE;7366;4
SERGIPE;7455;131
SERGIPE;7463;20
SERGIPE;7471;1
SERGIPE;7579;25
SERGIPE;7625;3
SERGIPE;7633;1
TOCANTINS;5185;5
TOCANTINS;5380;1
TOCANTINS;5452;5
TOCANTINS;5487;2
TOCANTINS;5541;6
TOCANTINS;5550;4
TOCANTINS;5568;3
TOCANTINS;5681;4
TOCANTINS;5738;2
TOCANTINS;5746;7
TOCANTINS;5967;1
TOCANTINS;6050;6
TOCANTINS;6270;3
TOCANTINS;6530;2
TOCANTINS;6637;1
TOCANTINS;6645;2
TOCANTINS;7242;6
TOCANTINS;7455;41
TOCANTINS;7463;4
TOCANTINS;7633;2
