UF;Codigo da Infracao;Quantidade
RIO GRANDE DO NORTE;5509;52
RIO GRANDE DO SUL;5509;28
RONDONIA;5509;262
RORAIMA;5509;10
SANTA CATARINA;5509;122
SAO PAULO;5509;2011
SERGIPE;5509;7
TOCANTINS;5509;19
ALAGOAS;5517;1
AMAZONAS;5517;8
BAHIA;5517;15
CEARA;5517;1
DISTRITO FEDERAL;5517;1
ESPIRITO SANTO;5517;1
GOIAS;5517;2
MINAS GERAIS;5517;40
PARA;5517;1
PERNAMBUCO;5517;2
RIO DE JANEIRO;5517;106
RONDONIA;5517;1
SANTA CATARINA;5517;5
SAO PAULO;5517;68
SERGIPE;5517;2
ACRE;5525;7
ALAGOAS;5525;29
AMAZONAS;5525;17
AMAPA;5525;3
BAHIA;5525;135
CEARA;5525;145
DISTRITO FEDERAL;5525;196
ESPIRITO SANTO;5525;121
GOIAS;5525;228
MARANHAO;5525;71
MATO GROSSO;5525;74
MATO GROSSO DO SUL;5525;55
MINAS GERAIS;5525;834
PARA;5525;67
PARAIBA;5525;66
PARANA;5525;435
PERNAMBUCO;5525;350
PIAUI;5525;28
RIO DE JANEIRO;5525;202
RIO GRANDE DO NORTE;5525;81
RIO GRANDE DO SUL;5525;219
RONDONIA;5525;68
RORAIMA;5525;14
SANTA CATARINA;5525;592
SAO PAULO;5525;2646
SERGIPE;5525;38
TOCANTINS;5525;8
PARA;5533;1
SAO PAULO;5533;1
ACRE;5541;1078
ALAGOAS;5541;231
AMAZONAS;5541;497
AMAPA;5541;120
BAHIA;5541;4561
CEARA;5541;1878
DISTRITO FEDERAL;5541;416
ESPIRITO SANTO;5541;1137
GOIAS;5541;1938
MARANHAO;5541;2968
MATO GROSSO;5541;434
MATO GROSSO DO SUL;5541;1033
MINAS GERAIS;5541;12753
PARA;5541;703
PARAIBA;5541;940
PARANA;5541;16290
PERNAMBUCO;5541;8359
PIAUI;5541;276
RIO DE JANEIRO;5541;3505
RIO GRANDE DO NORTE;5541;505
RIO GRANDE DO SUL;5541;896
RONDONIA;5541;241
RORAIMA;5541;38
SANTA CATARINA;5541;8380
SAO PAULO;5541;53137
SERGIPE;5541;119
TOCANTINS;5541;301
ACRE;5550;458
ALAGOAS;5550;436
AMAZONAS;5550;924
AMAPA;5550;66
BAHIA;5550;1432
CEARA;5550;7892
DISTRITO FEDERAL;5550;971
ESPIRITO SANTO;5550;1061
GOIAS;5550;1587
MARANHAO;5550;2970
MATO GROSSO;5550;403
MATO GROSSO DO SUL;5550;295
MINAS GERAIS;5550;5323
PARA;5550;1540
PARAIBA;5550;1419
PARANA;5550;5931
PERNAMBUCO;5550;6666
PIAUI;5550;729
RIO DE JANEIRO;5550;2618
RIO GRANDE DO NORTE;5550;638
RIO GRANDE DO SUL;5550;641
RONDONIA;5550;198
RORAIMA;5550;60
SANTA CATARINA;5550;2643
SAO PAULO;5550;38319
SERGIPE;5550;125
TOCANTINS;5550;251
ACRE;5568;38
ALAGOAS;5568;93
AMAZONAS;5568;162
AMAPA;5568;152
BAHIA;5568;427
CEARA;5568;296
DISTRITO FEDERAL;5568;538
ESPIRITO SANTO;5568;180
GOIAS;5568;1659
MARANHAO;5568;224
MATO GROSSO;5568;122
MATO GROSSO DO SUL;5568;160
MINAS GERAIS;5568;3198
PARA;5568;513
PARAIBA;5568;270
PARANA;5568;2616
PERNAMBUCO;5568;916
PIAUI;5568;77
RIO DE JANEIRO;5568;1305
RIO GRANDE DO NORTE;5568;115
RIO GRANDE DO SUL;5568;490
RONDONIA;5568;210
RORAIMA;5568;4
SANTA CATARINA;5568;1520
SAO PAULO;5568;11597
SERGIPE;5568;24
TOCANTINS;5568;47
AMAZONAS;5576;3
BAHIA;5576;27
CEARA;5576;5
DISTRITO FEDERAL;5576;5
ESPIRITO SANTO;5576;1
GOIAS;5576;47
MARANHAO;5576;12
MATO GROSSO;5576;8
MATO GROSSO DO SUL;5576;2
MINAS GERAIS;5576;40
PARA;5576;13
PARAIBA;5576;8
PARANA;5576;8
PERNAMBUCO;5576;13
PIAUI;5576;1
RIO DE JANEIRO;5576;53
RIO GRANDE DO NORTE;5576;1
RONDONIA;5576;2
SANTA CATARINA;5576;2
SAO PAULO;5576;107
SERGIPE;5576;1
AMAZONAS;5584;2
BAHIA;5584;4
ESPIRITO SANTO;5584;3
GOIAS;5584;7
MARANHAO;5584;9
MATO GROSSO;5584;1
MINAS GERAIS;5584;37
PARA;5584;3
PARANA;5584;5
PERNAMBUCO;5584;3
RIO DE JANEIRO;5584;12
RIO GRANDE DO SUL;5584;2
RONDONIA;5584;3
SANTA CATARINA;5584;2
SAO PAULO;5584;113
SERGIPE;5584;1
ACRE;5592;7
ALAGOAS;5592;5
AMAZONAS;5592;50
AMAPA;5592;1
BAHIA;5592;36
CEARA;5592;54
DISTRITO FEDERAL;5592;11
ESPIRITO SANTO;5592;20
GOIAS;5592;74
MARANHAO;5592;265
MATO GROSSO;5592;6
MATO GROSSO DO SUL;5592;24
MINAS GERAIS;5592;523
PARA;5592;89
PARAIBA;5592;12
PARANA;5592;156
PERNAMBUCO;5592;135
PIAUI;5592;37
RIO DE JANEIRO;5592;74
RIO GRANDE DO NORTE;5592;11
RIO GRANDE DO SUL;5592;29
RONDONIA;5592;14
RORAIMA;5592;17
SANTA CATARINA;5592;34
SAO PAULO;5592;2337
SERGIPE;5592;3
TOCANTINS;5592;2
AMAZONAS;5606;1
BAHIA;5606;4
DISTRITO FEDERAL;5606;3
ESPIRITO SANTO;5606;3
GOIAS;5606;13
MATO GROSSO;5606;1
MINAS GERAIS;5606;57
PARA;5606;5
PARAIBA;5606;3
PARANA;5606;23
PERNAMBUCO;5606;12
RIO DE JANEIRO;5606;194
RIO GRANDE DO SUL;5606;2
RONDONIA;5606;14
RORAIMA;5606;1
SANTA CATARINA;5606;6
SAO PAULO;5606;44
ALAGOAS;5614;1
AMAPA;5614;4
BAHIA;5614;50
CEARA;5614;9
DISTRITO FEDERAL;5614;18
ESPIRITO SANTO;5614;6
GOIAS;5614;25
MARANHAO;5614;4
MATO GROSSO;5614;10
MATO GROSSO DO SUL;5614;9
MINAS GERAIS;5614;90
PARA;5614;91
PARAIBA;5614;21
PARANA;5614;81
PERNAMBUCO;5614;21
PIAUI;5614;8
RIO DE JANEIRO;5614;107
RIO GRANDE DO NORTE;5614;7
RIO GRANDE DO SUL;5614;14
RONDONIA;5614;5
SANTA CATARINA;5614;69
SAO PAULO;5614;118
ACRE;5622;14
ALAGOAS;5622;57
AMAZONAS;5622;22
AMAPA;5622;12
BAHIA;5622;242
CEARA;5622;491
DISTRITO FEDERAL;5622;18
ESPIRITO SANTO;5622;29
GOIAS;5622;72
MARANHAO;5622;68
MATO GROSSO;5622;26
MATO GROSSO DO SUL;5622;11
MINAS GERAIS;5622;342
PARA;5622;35
PARAIBA;5622;18
PARANA;5622;198
PERNAMBUCO;5622;345
PIAUI;5622;43
RIO DE JANEIRO;5622;193
RIO GRANDE DO NORTE;5622;16
RIO GRANDE DO SUL;5622;34
RONDONIA;5622;24
RORAIMA;5622;2
SANTA CATARINA;5622;138
SAO PAULO;5622;1519
SERGIPE;5622;3
TOCANTINS;5622;6
ALAGOAS;5630;9
AMAZONAS;5630;8
BAHIA;5630;12
CEARA;5630;1067
DISTRITO FEDERAL;5630;12
ESPIRITO SANTO;5630;12
GOIAS;5630;14
MARANHAO;5630;7
MATO GROSSO;5630;5
MATO GROSSO DO SUL;5630;4
MINAS GERAIS;5630;110
PARA;5630;11
PARAIBA;5630;8
PARANA;5630;179
PERNAMBUCO;5630;277
PIAUI;5630;10
RIO DE JANEIRO;5630;25
RIO GRANDE DO NORTE;5630;7
RIO GRANDE DO SUL;5630;6
RONDONIA;5630;1
SANTA CATARINA;5630;35
SAO PAULO;5630;839
SERGIPE;5630;2
TOCANTINS;5630;1
BAHIA;5649;46
DISTRITO FEDERAL;5649;2
MINAS GERAIS;5649;5
PERNAMBUCO;5649;2
RIO DE JANEIRO;5649;5
SANTA CATARINA;5649;1
SAO PAULO;5649;4
ALAGOAS;5657;1
AMAZONAS;5657;1
BAHIA;5657;4
CEARA;5657;5
DISTRITO FEDERAL;5657;4
GOIAS;5657;17
MARANHAO;5657;1
MATO GROSSO;5657;3
MATO GROSSO DO SUL;5657;1
MINAS GERAIS;5657;70
PARA;5657;2
PARAIBA;5657;3
PARANA;5657;7
PERNAMBUCO;5657;8
RIO DE JANEIRO;5657;6
RIO GRANDE DO SUL;5657;3
RONDONIA;5657;2
SANTA CATARINA;5657;26
SAO PAULO;5657;76
ACRE;5665;1
ALAGOAS;5665;3
AMAZONAS;5665;7
AMAPA;5665;8
BAHIA;5665;98
CEARA;5665;953
DISTRITO FEDERAL;5665;33
ESPIRITO SANTO;5665;40
GOIAS;5665;66
MARANHAO;5665;81
MATO GROSSO;5665;4
MATO GROSSO DO SUL;5665;8
MINAS GERAIS;5665;553
PARA;5665;15
PARAIBA;5665;14
PARANA;5665;181
PERNAMBUCO;5665;100
PIAUI;5665;16
RIO DE JANEIRO;5665;812
RIO GRANDE DO NORTE;5665;8
RIO GRANDE DO SUL;5665;38
RONDONIA;5665;28
RORAIMA;5665;3
SANTA CATARINA;5665;120
SAO PAULO;5665;2195
TOCANTINS;5665;1
ACRE;5673;7
ALAGOAS;5673;33
AMAZONAS;5673;30
AMAPA;5673;6
BAHIA;5673;62
CEARA;5673;2814
DISTRITO FEDERAL;5673;115
ESPIRITO SANTO;5673;22
GOIAS;5673;1662
MARANHAO;5673;94
MATO GROSSO;5673;858
MATO GROSSO DO SUL;5673;112
MINAS GERAIS;5673;1403
PARA;5673;495
PARAIBA;5673;539
PARANA;5673;2518
PERNAMBUCO;5673;465
PIAUI;5673;1395
RIO DE JANEIRO;5673;449
RIO GRANDE DO NORTE;5673;97
RIO GRANDE DO SUL;5673;295
RONDONIA;5673;32
RORAIMA;5673;42
SANTA CATARINA;5673;1501
SAO PAULO;5673;10348
SERGIPE;5673;12
TOCANTINS;5673;70
ACRE;5681;7
ALAGOAS;5681;466
AMAZONAS;5681;7
AMAPA;5681;11
BAHIA;5681;176
CEARA;5681;23
DISTRITO FEDERAL;5681;5814
ESPIRITO SANTO;5681;29
GOIAS;5681;1265
MARANHAO;5681;405
MATO GROSSO;5681;73
MATO GROSSO DO SUL;5681;66
MINAS GERAIS;5681;929
PARA;5681;2633
PARAIBA;5681;56
PARANA;5681;224
PERNAMBUCO;5681;61
PIAUI;5681;21
RIO DE JANEIRO;5681;970
RIO GRANDE DO NORTE;5681;693
RIO GRANDE DO SUL;5681;55
RONDONIA;5681;37
RORAIMA;5681;7
SANTA CATARINA;5681;144
SAO PAULO;5681;2425
SERGIPE;5681;13
TOCANTINS;5681;54
AMAZONAS;5690;5
BAHIA;5690;4
DISTRITO FEDERAL;5690;1492
ESPIRITO SANTO;5690;41
GOIAS;5690;139
MARANHAO;5690;4
MATO GROSSO;5690;6
MATO GROSSO DO SUL;5690;6
MINAS GERAIS;5690;767
PARA;5690;14
PARAIBA;5690;7
PARANA;5690;10
PERNAMBUCO;5690;44
RIO DE JANEIRO;5690;38
RIO GRANDE DO NORTE;5690;1
RIO GRANDE DO SUL;5690;2
RONDONIA;5690;2
SANTA CATARINA;5690;4
SAO PAULO;5690;406
TOCANTINS;5690;3
ACRE;5703;5
ALAGOAS;5703;6
AMAZONAS;5703;705
AMAPA;5703;1
BAHIA;5703;104
CEARA;5703;20
DISTRITO FEDERAL;5703;45
ESPIRITO SANTO;5703;86
GOIAS;5703;172
MARANHAO;5703;13
MATO GROSSO;5703;57
MATO GROSSO DO SUL;5703;100
MINAS GERAIS;5703;663
PARA;5703;46
PARAIBA;5703;8
PARANA;5703;1922
PERNAMBUCO;5703;100
PIAUI;5703;23
RIO DE JANEIRO;5703;325
RIO GRANDE DO NORTE;5703;14
RIO GRANDE DO SUL;5703;281
RONDONIA;5703;12
RORAIMA;5703;5
SANTA CATARINA;5703;898
SAO PAULO;5703;7973
SERGIPE;5703;17
TOCANTINS;5703;22
ACRE;5711;3
ALAGOAS;5711;3
AMAZONAS;5711;2
AMAPA;5711;1
BAHIA;5711;29
CEARA;5711;7
DISTRITO FEDERAL;5711;81
ESPIRITO SANTO;5711;30
GOIAS;5711;103
MARANHAO;5711;3
MATO GROSSO;5711;33
MATO GROSSO DO SUL;5711;36
MINAS GERAIS;5711;220
PARA;5711;4
PARAIBA;5711;2
PARANA;5711;305
PERNAMBUCO;5711;15
PIAUI;5711;4
RIO DE JANEIRO;5711;50
RIO GRANDE DO NORTE;5711;3
RIO GRANDE DO SUL;5711;116
RONDONIA;5711;7
SANTA CATARINA;5711;312
SAO PAULO;5711;950
SERGIPE;5711;3
TOCANTINS;5711;5
ACRE;5720;5
ALAGOAS;5720;502
AMAZONAS;5720;52
AMAPA;5720;1
BAHIA;5720;60
CEARA;5720;427
DISTRITO FEDERAL;5720;44
ESPIRITO SANTO;5720;23
GOIAS;5720;121
MARANHAO;5720;58
MATO GROSSO;5720;29
MATO GROSSO DO SUL;5720;31
MINAS GERAIS;5720;268
PARA;5720;37
PARAIBA;5720;24
PARANA;5720;148
PERNAMBUCO;5720;136
PIAUI;5720;15
RIO DE JANEIRO;5720;56
RIO GRANDE DO NORTE;5720;21
RIO GRANDE DO SUL;5720;22
RONDONIA;5720;50
RORAIMA;5720;8
SANTA CATARINA;5720;228
SAO PAULO;5720;882
SERGIPE;5720;4
TOCANTINS;5720;4
ACRE;5738;40
ALAGOAS;5738;82
AMAZONAS;5738;154
AMAPA;5738;16
BAHIA;5738;918
CEARA;5738;793
DISTRITO FEDERAL;5738;243
ESPIRITO SANTO;5738;164
GOIAS;5738;1275
MARANHAO;5738;999
MATO GROSSO;5738;150
MATO GROSSO DO SUL;5738;80
MINAS GERAIS;5738;1271
PARA;5738;556
PARAIBA;5738;200
PARANA;5738;668
PERNAMBUCO;5738;612
PIAUI;5738;187
RIO DE JANEIRO;5738;673
RIO GRANDE DO NORTE;5738;317
RIO GRANDE DO SUL;5738;58
RONDONIA;5738;213
RORAIMA;5738;75
SANTA CATARINA;5738;410
SAO PAULO;5738;5866
SERGIPE;5738;86
TOCANTINS;5738;43
ACRE;5746;15
ALAGOAS;5746;88
AMAZONAS;5746;67
AMAPA;5746;7
BAHIA;5746;1239
CEARA;5746;917
DISTRITO FEDERAL;5746;443
ESPIRITO SANTO;5746;473
GOIAS;5746;719
MARANHAO;5746;110
MATO GROSSO;5746;365
MATO GROSSO DO SUL;5746;550
MINAS GERAIS;5746;13637
PARA;5746;435
PARAIBA;5746;140
PARANA;5746;3498
PERNAMBUCO;5746;996
PIAUI;5746;118
RIO DE JANEIRO;5746;2314
RIO GRANDE DO NORTE;5746;302
RIO GRANDE DO SUL;5746;783
RONDONIA;5746;95
RORAIMA;5746;14
SANTA CATARINA;5746;2044
SAO PAULO;5746;157606
SERGIPE;5746;83
TOCANTINS;5746;95
ALAGOAS;5762;1
BAHIA;5762;1
DISTRITO FEDERAL;5762;1
GOIAS;5762;3
MATO GROSSO DO SUL;5762;1
MINAS GERAIS;5762;3
PARAIBA;5762;50
PERNAMBUCO;5762;10
RIO DE JANEIRO;5762;2
RIO GRANDE DO SUL;5762;2
SANTA CATARINA;5762;15
SAO PAULO;5762;16
ALAGOAS;5770;2
BAHIA;5770;9
DISTRITO FEDERAL;5770;18
ESPIRITO SANTO;5770;2
GOIAS;5770;14
MARANHAO;5770;5
MATO GROSSO;5770;3
MATO GROSSO DO SUL;5770;1
MINAS GERAIS;5770;18
PARA;5770;2
PARANA;5770;9
PERNAMBUCO;5770;15
PIAUI;5770;1
RIO DE JANEIRO;5770;14
RIO GRANDE DO SUL;5770;2
RONDONIA;5770;3
SANTA CATARINA;5770;7
SAO PAULO;5770;79
SERGIPE;5770;2
TOCANTINS;5770;1
BAHIA;5789;3
DISTRITO FEDERAL;5789;1
ESPIRITO SANTO;5789;1
GOIAS;5789;1
MATO GROSSO;5789;1
MINAS GERAIS;5789;1
PARA;5789;1
PARANA;5789;1
PERNAMBUCO;5789;3
RIO DE JANEIRO;5789;1
RIO GRANDE DO SUL;5789;1
SANTA CATARINA;5789;2
SAO PAULO;5789;3
ACRE;5797;1
ALAGOAS;5797;3
AMAZONAS;5797;1
AMAPA;5797;2
BAHIA;5797;25
CEARA;5797;5
DISTRITO FEDERAL;5797;21
ESPIRITO SANTO;5797;8
GOIAS;5797;20
MARANHAO;5797;11
MATO GROSSO;5797;6
MATO GROSSO DO SUL;5797;6
MINAS GERAIS;5797;56
PARA;5797;10
PARAIBA;5797;4
PARANA;5797;21
PERNAMBUCO;5797;13
PIAUI;5797;2
RIO DE JANEIRO;5797;12
RIO GRANDE DO NORTE;5797;2
RIO GRANDE DO SUL;5797;9
RORAIMA;5797;2
SANTA CATARINA;5797;104
SAO PAULO;5797;131
SERGIPE;5797;3
ALAGOAS;5800;4
AMAZONAS;5800;2
BAHIA;5800;8
CEARA;5800;7
DISTRITO FEDERAL;5800;33
ESPIRITO SANTO;5800;7
GOIAS;5800;43
MARANHAO;5800;3
MATO GROSSO;5800;12
MATO GROSSO DO SUL;5800;15
MINAS GERAIS;5800;170
PARA;5800;2
PARAIBA;5800;3
PARANA;5800;60
PERNAMBUCO;5800;8
PIAUI;5800;4
RIO DE JANEIRO;5800;15
RIO GRANDE DO NORTE;5800;3
RIO GRANDE DO SUL;5800;26
RONDONIA;5800;4
SANTA CATARINA;5800;140
SAO PAULO;5800;2823
SERGIPE;5800;2
ACRE;5819;69
ALAGOAS;5819;97
AMAZONAS;5819;188
AMAPA;5819;12
BAHIA;5819;265
CEARA;5819;593
DISTRITO FEDERAL;5819;704
ESPIRITO SANTO;5819;68
GOIAS;5819;349
MARANHAO;5819;375
MATO GROSSO;5819;113
MATO GROSSO DO SUL;5819;57
MINAS GERAIS;5819;721
PARA;5819;905
PARAIBA;5819;46
PARANA;5819;348
PERNAMBUCO;5819;268
PIAUI;5819;59
RIO DE JANEIRO;5819;427
RIO GRANDE DO NORTE;5819;72
RIO GRANDE DO SUL;5819;70
RONDONIA;5819;72
RORAIMA;5819;37
SANTA CATARINA;5819;453
SAO PAULO;5819;4650
SERGIPE;5819;13
TOCANTINS;5819;20
ACRE;5827;2
ALAGOAS;5827;2
AMAZONAS;5827;1
BAHIA;5827;10
CEARA;5827;6
DISTRITO FEDERAL;5827;12
ESPIRITO SANTO;5827;3
GOIAS;5827;17
MARANHAO;5827;8
MATO GROSSO;5827;3
MATO GROSSO DO SUL;5827;6
MINAS GERAIS;5827;66
PARA;5827;6
PARAIBA;5827;1
PARANA;5827;30
PERNAMBUCO;5827;17
RIO DE JANEIRO;5827;17
RIO GRANDE DO NORTE;5827;1
RIO GRANDE DO SUL;5827;6
SANTA CATARINA;5827;18
SAO PAULO;5827;293
ACRE;5835;6
ALAGOAS;5835;63
AMAZONAS;5835;29
AMAPA;5835;29
BAHIA;5835;185
CEARA;5835;225
DISTRITO FEDERAL;5835;68
ESPIRITO SANTO;5835;58
GOIAS;5835;194
MARANHAO;5835;214
MATO GROSSO;5835;85
MATO GROSSO DO SUL;5835;61
MINAS GERAIS;5835;693
PARA;5835;526
PARAIBA;5835;118
PARANA;5835;299
PERNAMBUCO;5835;302
PIAUI;5835;36
RIO DE JANEIRO;5835;308
RIO GRANDE DO NORTE;5835;61
RIO GRANDE DO SUL;5835;90
RONDONIA;5835;65
RORAIMA;5835;18
SANTA CATARINA;5835;504
SAO PAULO;5835;2309
SERGIPE;5835;71
TOCANTINS;5835;34
ACRE;5843;2
ALAGOAS;5843;93
AMAZONAS;5843;61
BAHIA;5843;81
CEARA;5843;69
DISTRITO FEDERAL;5843;679
ESPIRITO SANTO;5843;20
GOIAS;5843;190
MARANHAO;5843;45
MATO GROSSO;5843;21
MATO GROSSO DO SUL;5843;11
MINAS GERAIS;5843;705
PARA;5843;15
PARAIBA;5843;9
PARANA;5843;213
PERNAMBUCO;5843;530
PIAUI;5843;11
RIO DE JANEIRO;5843;82
RIO GRANDE DO NORTE;5843;8
RIO GRANDE DO SUL;5843;56
RONDONIA;5843;9
RORAIMA;5843;8
SANTA CATARINA;5843;142
SAO PAULO;5843;7437
SERGIPE;5843;7
TOCANTINS;5843;10
ALAGOAS;5851;4
AMAZONAS;5851;148
BAHIA;5851;3
CEARA;5851;534
DISTRITO FEDERAL;5851;61
ESPIRITO SANTO;5851;14
GOIAS;5851;11
MARANHAO;5851;5
MATO GROSSO;5851;3
MATO GROSSO DO SUL;5851;3
MINAS GERAIS;5851;155
PARA;5851;19
PARAIBA;5851;4
PARANA;5851;119
PERNAMBUCO;5851;520
PIAUI;5851;9
RIO DE JANEIRO;5851;18
RIO GRANDE DO NORTE;5851;15
RIO GRANDE DO SUL;5851;14
RONDONIA;5851;4
SANTA CATARINA;5851;6
SAO PAULO;5851;1262
SERGIPE;5851;2
TOCANTINS;5851;2
AMAZONAS;5860;2
BAHIA;5860;1
CEARA;5860;4
DISTRITO FEDERAL;5860;23
GOIAS;5860;11
MARANHAO;5860;2
MATO GROSSO DO SUL;5860;1
MINAS GERAIS;5860;29
PARAIBA;5860;2
PARANA;5860;7
PERNAMBUCO;5860;7
PIAUI;5860;1
RIO DE JANEIRO;5860;5
RIO GRANDE DO SUL;5860;2
SANTA CATARINA;5860;4
SAO PAULO;5860;78
ALAGOAS;5878;2
AMAPA;5878;1
BAHIA;5878;17
CEARA;5878;3
DISTRITO FEDERAL;5878;17
ESPIRITO SANTO;5878;11
GOIAS;5878;35
MARANHAO;5878;8
MATO GROSSO;5878;8
MATO GROSSO DO SUL;5878;5
MINAS GERAIS;5878;111
PARA;5878;5
PARAIBA;5878;2
PARANA;5878;53
PERNAMBUCO;5878;10
RIO DE JANEIRO;5878;6
RIO GRANDE DO SUL;5878;4
RONDONIA;5878;6
SANTA CATARINA;5878;55
SAO PAULO;5878;334
SERGIPE;5878;2
TOCANTINS;5878;3
PARA;5886;4
SAO PAULO;5886;1
BAHIA;5894;4
DISTRITO FEDERAL;5894;1
MINAS GERAIS;5894;1
SAO PAULO;5894;8
ALAGOAS;5908;6
AMAZONAS;5908;1
AMAPA;5908;3
BAHIA;5908;19
CEARA;5908;6
DISTRITO FEDERAL;5908;72
ESPIRITO SANTO;5908;3
GOIAS;5908;28
MARANHAO;5908;3
MATO GROSSO;5908;5
MATO GROSSO DO SUL;5908;2
MINAS GERAIS;5908;50
PARA;5908;7
PARAIBA;5908;3
PARANA;5908;17
PERNAMBUCO;5908;12
RIO DE JANEIRO;5908;45
RIO GRANDE DO NORTE;5908;6
RIO GRANDE DO SUL;5908;3
RONDONIA;5908;2
RORAIMA;5908;1
SANTA CATARINA;5908;19
SAO PAULO;5908;144
TOCANTINS;5908;3
BAHIA;5916;1
DISTRITO FEDERAL;5916;1
GOIAS;5916;5
MATO GROSSO;5916;1
MINAS GERAIS;5916;10
PARANA;5916;9
RIO DE JANEIRO;5916;1
RIO GRANDE DO NORTE;5916;1
RONDONIA;5916;3
SANTA CATARINA;5916;8
SAO PAULO;5916;15
SERGIPE;5916;1
ACRE;5924;1
BAHIA;5924;4
CEARA;5924;1
ESPIRITO SANTO;5924;2
GOIAS;5924;2
MATO GROSSO DO SUL;5924;1
MINAS GERAIS;5924;10
PARAIBA;5924;3
PARANA;5924;11
PERNAMBUCO;5924;4
RIO GRANDE DO NORTE;5924;1
RIO GRANDE DO SUL;5924;2
RONDONIA;5924;1
SANTA CATARINA;5924;13
SAO PAULO;5924;43
DISTRITO FEDERAL;5932;1
ESPIRITO SANTO;5932;2
GOIAS;5932;2
MINAS GERAIS;5932;9
PARA;5932;2
PARAIBA;5932;1
PARANA;5932;2
RIO DE JANEIRO;5932;7
RIO GRANDE DO NORTE;5932;1
RIO GRANDE DO SUL;5932;1
SANTA CATARINA;5932;11
SAO PAULO;5932;32
ALAGOAS;5940;1
BAHIA;5940;12
CEARA;5940;2
DISTRITO FEDERAL;5940;2
ESPIRITO SANTO;5940;4
GOIAS;5940;13
MARANHAO;5940;1
MATO GROSSO;5940;3
MATO GROSSO DO SUL;5940;3
MINAS GERAIS;5940;24
PARA;5940;5
PARAIBA;5940;1
PARANA;5940;3
PERNAMBUCO;5940;7
PIAUI;5940;1
RIO DE JANEIRO;5940;1
RIO GRANDE DO NORTE;5940;1
RIO GRANDE DO SUL;5940;1
SANTA CATARINA;5940;10
SAO PAULO;5940;17
ACRE;5959;7
ALAGOAS;5959;2
AMAZONAS;5959;2
BAHIA;5959;10
CEARA;5959;8
DISTRITO FEDERAL;5959;6
ESPIRITO SANTO;5959;2
GOIAS;5959;11
MARANHAO;5959;8
MATO GROSSO;5959;6
MATO GROSSO DO SUL;5959;3
MINAS GERAIS;5959;27
PARA;5959;17
PARANA;5959;25
PERNAMBUCO;5959;16
RIO DE JANEIRO;5959;29
RIO GRANDE DO NORTE;5959;10
RIO GRANDE DO SUL;5959;1
RONDONIA;5959;2
SANTA CATARINA;5959;17
SAO PAULO;5959;85
ACRE;5967;10
ALAGOAS;5967;137
AMAZONAS;5967;28
AMAPA;5967;7
BAHIA;5967;379
CEARA;5967;119
DISTRITO FEDERAL;5967;754
ESPIRITO SANTO;5967;116
GOIAS;5967;1036
MARANHAO;5967;47
MATO GROSSO;5967;220
MATO GROSSO DO SUL;5967;205
MINAS GERAIS;5967;1817
PARA;5967;154
PARAIBA;5967;60
PARANA;5967;947
PERNAMBUCO;5967;140
PIAUI;5967;45
RIO DE JANEIRO;5967;217
RIO GRANDE DO NORTE;5967;57
RIO GRANDE DO SUL;5967;252
RONDONIA;5967;111
RORAIMA;5967;3
SANTA CATARINA;5967;933
SAO PAULO;5967;3603
SERGIPE;5967;41
TOCANTINS;5967;49
ALAGOAS;5975;4
BAHIA;5975;7
CEARA;5975;3
DISTRITO FEDERAL;5975;14
ESPIRITO SANTO;5975;1
GOIAS;5975;18
MARANHAO;5975;1
MATO GROSSO;5975;12
MATO GROSSO DO SUL;5975;11
MINAS GERAIS;5975;47
PARAIBA;5975;1
PARANA;5975;77
PERNAMBUCO;5975;13
PIAUI;5975;2
RIO DE JANEIRO;5975;13
RIO GRANDE DO NORTE;5975;2
RIO GRANDE DO SUL;5975;26
RONDONIA;5975;1
SANTA CATARINA;5975;66
SAO PAULO;5975;121
TOCANTINS;5975;2
MARANHAO;5983;6
ACRE;5991;12
ALAGOAS;5991;22
AMAZONAS;5991;171
AMAPA;5991;6
BAHIA;5991;127
CEARA;5991;245
DISTRITO FEDERAL;5991;47
ESPIRITO SANTO;5991;73
GOIAS;5991;233
MARANHAO;5991;155
MATO GROSSO;5991;13
MATO GROSSO DO SUL;5991;23
MINAS GERAIS;5991;252
PARA;5991;86
PARAIBA;5991;32
PARANA;5991;341
PERNAMBUCO;5991;143
PIAUI;5991;21
RIO DE JANEIRO;5991;149
RIO GRANDE DO NORTE;5991;336
RIO GRANDE DO SUL;5991;35
RONDONIA;5991;23
RORAIMA;5991;5
SANTA CATARINA;5991;110
SAO PAULO;5991;1263
SERGIPE;5991;8
TOCANTINS;5991;10
ALAGOAS;6009;1
BAHIA;6009;5
CEARA;6009;4
DISTRITO FEDERAL;6009;2
GOIAS;6009;2
MINAS GERAIS;6009;9
PARANA;6009;1
PERNAMBUCO;6009;5
RIO DE JANEIRO;6009;3
SANTA CATARINA;6009;8
SAO PAULO;6009;39
ACRE;6017;10
ALAGOAS;6017;37
AMAZONAS;6017;105
AMAPA;6017;1
BAHIA;6017;53
CEARA;6017;94
DISTRITO FEDERAL;6017;21
ESPIRITO SANTO;6017;14
GOIAS;6017;94
MARANHAO;6017;37
MATO GROSSO;6017;22
MATO GROSSO DO SUL;6017;10
MINAS GERAIS;6017;96
PARA;6017;180
PARAIBA;6017;13
PARANA;6017;49
PERNAMBUCO;6017;176
PIAUI;6017;37
