UF;Codigo da Infracao;Quantidade
PARAIBA;5800;5
PARANA;5800;26
PERNAMBUCO;5800;3
RIO DE JANEIRO;5800;6
RIO GRANDE DO NORTE;5800;2
RIO GRANDE DO SUL;5800;9
SANTA CATARINA;5800;14
SAO PAULO;5800;1261
SERGIPE;5800;3
AMAPA;5819;1
BAHIA;5819;33
CEARA;5819;22
DISTRITO FEDERAL;5819;90
ESPIRITO SANTO;5819;7
GOIAS;5819;20
MARANHAO;5819;4
MATO GROSSO;5819;7
MATO GROSSO DO SUL;5819;3
MINAS GERAIS;5819;438
PARA;5819;683
PARAIBA;5819;10
PARANA;5819;42
PERNAMBUCO;5819;11
PIAUI;5819;3
RIO DE JANEIRO;5819;26
RIO GRANDE DO NORTE;5819;24
RIO GRANDE DO SUL;5819;14
RONDONIA;5819;25
RORAIMA;5819;2
SANTA CATARINA;5819;20
SAO PAULO;5819;1040
SERGIPE;5819;4
TOCANTINS;5819;24
BAHIA;5827;3
GOIAS;5827;1
MARANHAO;5827;1
MATO GROSSO;5827;1
MINAS GERAIS;5827;37
PARA;5827;8
PARAIBA;5827;2
PARANA;5827;2
PERNAMBUCO;5827;1
RIO DE JANEIRO;5827;4
RIO GRANDE DO NORTE;5827;1
RIO GRANDE DO SUL;5827;1
SAO PAULO;5827;61
ALAGOAS;5835;1
AMAZONAS;5835;2
AMAPA;5835;1
BAHIA;5835;74
CEARA;5835;15
DISTRITO FEDERAL;5835;12
ESPIRITO SANTO;5835;8
GOIAS;5835;17
MARANHAO;5835;2
MATO GROSSO;5835;11
MATO GROSSO DO SUL;5835;8
MINAS GERAIS;5835;325
PARA;5835;82
PARAIBA;5835;3
PARANA;5835;39
PERNAMBUCO;5835;2
PIAUI;5835;2
RIO DE JANEIRO;5835;12
RIO GRANDE DO NORTE;5835;7
RIO GRANDE DO SUL;5835;8
RONDONIA;5835;10
SANTA CATARINA;5835;20
SAO PAULO;5835;466
SERGIPE;5835;7
TOCANTINS;5835;17
ACRE;5843;1
AMAZONAS;5843;1
BAHIA;5843;2
CEARA;5843;2
DISTRITO FEDERAL;5843;58
GOIAS;5843;9
MARANHAO;5843;1
MATO GROSSO;5843;2
MATO GROSSO DO SUL;5843;5
MINAS GERAIS;5843;283
PARA;5843;4
PARAIBA;5843;1
PARANA;5843;18
PERNAMBUCO;5843;4
PIAUI;5843;1
RIO DE JANEIRO;5843;9
RIO GRANDE DO NORTE;5843;8
RIO GRANDE DO SUL;5843;5
RORAIMA;5843;1
SANTA CATARINA;5843;21
SAO PAULO;5843;564
TOCANTINS;5843;47
CEARA;5851;11
DISTRITO FEDERAL;5851;4
MINAS GERAIS;5851;43
PARA;5851;15
PARANA;5851;3
RIO DE JANEIRO;5851;1
RIO GRANDE DO NORTE;5851;10
RIO GRANDE DO SUL;5851;1
SAO PAULO;5851;15
CEARA;5860;2
DISTRITO FEDERAL;5860;1
GOIAS;5860;1
MATO GROSSO DO SUL;5860;1
MINAS GERAIS;5860;8
PARA;5860;1
PARANA;5860;3
PERNAMBUCO;5860;1
RIO DE JANEIRO;5860;1
RIO GRANDE DO SUL;5860;1
SANTA CATARINA;5860;1
SAO PAULO;5860;30
ALAGOAS;5878;1
BAHIA;5878;2
DISTRITO FEDERAL;5878;7
GOIAS;5878;2
MINAS GERAIS;5878;60
PARA;5878;1
PARANA;5878;3
PIAUI;5878;1
RIO DE JANEIRO;5878;1
RIO GRANDE DO SUL;5878;1
RONDONIA;5878;2
SANTA CATARINA;5878;1
SAO PAULO;5878;133
TOCANTINS;5878;1
PARA;5886;1
SAO PAULO;5894;4
ALAGOAS;5908;2
BAHIA;5908;6
CEARA;5908;1
DISTRITO FEDERAL;5908;11
ESPIRITO SANTO;5908;1
GOIAS;5908;1
MINAS GERAIS;5908;26
PARAIBA;5908;2
PARANA;5908;1
PERNAMBUCO;5908;1
RIO DE JANEIRO;5908;5
RIO GRANDE DO NORTE;5908;1
SANTA CATARINA;5908;3
SAO PAULO;5908;51
BAHIA;5916;1
MINAS GERAIS;5916;3
SAO PAULO;5916;2
BAHIA;5924;3
CEARA;5924;1
DISTRITO FEDERAL;5924;1
MINAS GERAIS;5924;4
PERNAMBUCO;5924;1
SAO PAULO;5924;3
MINAS GERAIS;5932;9
SAO PAULO;5932;7
TOCANTINS;5932;1
BAHIA;5940;3
CEARA;5940;1
GOIAS;5940;1
MINAS GERAIS;5940;10
PERNAMBUCO;5940;1
RIO DE JANEIRO;5940;1
RIO GRANDE DO SUL;5940;1
SANTA CATARINA;5940;2
SAO PAULO;5940;3
BAHIA;5959;2
DISTRITO FEDERAL;5959;1
GOIAS;5959;1
MATO GROSSO;5959;2
MATO GROSSO DO SUL;5959;1
MINAS GERAIS;5959;12
PARA;5959;16
PARANA;5959;1
RIO GRANDE DO NORTE;5959;25
RONDONIA;5959;1
RORAIMA;5959;1
SAO PAULO;5959;9
SERGIPE;5959;1
ACRE;5967;1
ALAGOAS;5967;9
AMAZONAS;5967;4
BAHIA;5967;377
CEARA;5967;30
DISTRITO FEDERAL;5967;111
ESPIRITO SANTO;5967;37
GOIAS;5967;66
MARANHAO;5967;8
MATO GROSSO;5967;30
MATO GROSSO DO SUL;5967;58
MINAS GERAIS;5967;631
PARA;5967;19
PARAIBA;5967;12
PARANA;5967;286
PERNAMBUCO;5967;27
PIAUI;5967;13
RIO DE JANEIRO;5967;51
RIO GRANDE DO NORTE;5967;88
RIO GRANDE DO SUL;5967;49
RONDONIA;5967;27
RORAIMA;5967;1
SANTA CATARINA;5967;77
SAO PAULO;5967;1629
SERGIPE;5967;19
TOCANTINS;5967;4
BAHIA;5975;11
DISTRITO FEDERAL;5975;1
MATO GROSSO;5975;2
MATO GROSSO DO SUL;5975;1
MINAS GERAIS;5975;12
PARAIBA;5975;1
PARANA;5975;7
RIO DE JANEIRO;5975;1
RIO GRANDE DO SUL;5975;1
RONDONIA;5975;1
SANTA CATARINA;5975;2
SAO PAULO;5975;139
SERGIPE;5975;2
MINAS GERAIS;5983;1
ACRE;5991;1
ALAGOAS;5991;1
AMAZONAS;5991;4
AMAPA;5991;1
BAHIA;5991;11
CEARA;5991;12
DISTRITO FEDERAL;5991;7
GOIAS;5991;2
MARANHAO;5991;2
MATO GROSSO;5991;2
MINAS GERAIS;5991;137
PARA;5991;18
PARAIBA;5991;17
PARANA;5991;4
PERNAMBUCO;5991;15
PIAUI;5991;1
RIO DE JANEIRO;5991;4
RIO GRANDE DO NORTE;5991;596
RIO GRANDE DO SUL;5991;4
RONDONIA;5991;8
SANTA CATARINA;5991;3
SAO PAULO;5991;246
SERGIPE;5991;10
TOCANTINS;5991;1
BAHIA;6009;3
MINAS GERAIS;6009;3
PARANA;6009;1
SAO PAULO;6009;3
TOCANTINS;6009;1
BAHIA;6017;12
CEARA;6017;2
DISTRITO FEDERAL;6017;3
GOIAS;6017;2
MARANHAO;6017;1
MATO GROSSO;6017;1
MINAS GERAIS;6017;39
PARA;6017;122
PARAIBA;6017;1
PARANA;6017;1
PERNAMBUCO;6017;3
PIAUI;6017;1
RIO GRANDE DO NORTE;6017;27
RONDONIA;6017;11
SANTA CATARINA;6017;1
SAO PAULO;6017;123
SERGIPE;6017;3
TOCANTINS;6017;2
BAHIA;6025;3
MINAS GERAIS;6025;8
PARA;6025;4
RIO GRANDE DO NORTE;6025;1
RONDONIA;6025;6
SAO PAULO;6025;13
TOCANTINS;6025;1
AMAPA;6033;1
BAHIA;6033;34
CEARA;6033;1
DISTRITO FEDERAL;6033;1
MINAS GERAIS;6033;9
PARA;6033;15
PARANA;6033;2
PERNAMBUCO;6033;17
PIAUI;6033;1
RIO GRANDE DO SUL;6033;1
RONDONIA;6033;1
SAO PAULO;6033;19
SERGIPE;6033;1
AMAZONAS;6041;1
AMAPA;6041;4
BAHIA;6041;40
CEARA;6041;17
DISTRITO FEDERAL;6041;26
ESPIRITO SANTO;6041;3
GOIAS;6041;5
MARANHAO;6041;3
MATO GROSSO;6041;2
MATO GROSSO DO SUL;6041;6
MINAS GERAIS;6041;439
PARA;6041;658
PARAIBA;6041;9
PARANA;6041;29
PERNAMBUCO;6041;7
PIAUI;6041;3
RIO DE JANEIRO;6041;14
RIO GRANDE DO NORTE;6041;53
RIO GRANDE DO SUL;6041;7
RONDONIA;6041;9
SANTA CATARINA;6041;11
SAO PAULO;6041;1875
SERGIPE;6041;11
TOCANTINS;6041;1
ACRE;6050;4
ALAGOAS;6050;13
AMAZONAS;6050;73
AMAPA;6050;97
BAHIA;6050;177
CEARA;6050;403
DISTRITO FEDERAL;6050;173
ESPIRITO SANTO;6050;47
GOIAS;6050;219
MARANHAO;6050;154
MATO GROSSO;6050;126
MATO GROSSO DO SUL;6050;42
MINAS GERAIS;6050;4339
PARA;6050;18455
PARAIBA;6050;42
PARANA;6050;832
PERNAMBUCO;6050;77
PIAUI;6050;59
RIO DE JANEIRO;6050;114
RIO GRANDE DO NORTE;6050;264
RIO GRANDE DO SUL;6050;106
RONDONIA;6050;300
RORAIMA;6050;71
SANTA CATARINA;6050;221
SAO PAULO;6050;20072
SERGIPE;6050;47
TOCANTINS;6050;1726
ACRE;6068;5
ALAGOAS;6068;7
AMAZONAS;6068;14
BAHIA;6068;712
CEARA;6068;22
DISTRITO FEDERAL;6068;42
ESPIRITO SANTO;6068;68
GOIAS;6068;406
MARANHAO;6068;15
MATO GROSSO;6068;236
MATO GROSSO DO SUL;6068;225
MINAS GERAIS;6068;1075
PARA;6068;84
PARAIBA;6068;10
PARANA;6068;1010
PERNAMBUCO;6068;45
PIAUI;6068;5
RIO DE JANEIRO;6068;83
RIO GRANDE DO NORTE;6068;13
RIO GRANDE DO SUL;6068;278
RONDONIA;6068;59
RORAIMA;6068;7
SANTA CATARINA;6068;699
SAO PAULO;6068;2912
SERGIPE;6068;35
TOCANTINS;6068;56
BAHIA;6076;10
CEARA;6076;1
DISTRITO FEDERAL;6076;1
MATO GROSSO DO SUL;6076;1
MINAS GERAIS;6076;7
PARA;6076;2
PARAIBA;6076;1
PERNAMBUCO;6076;1
RONDONIA;6076;3
SAO PAULO;6076;32
DISTRITO FEDERAL;6084;3
ESPIRITO SANTO;6084;2
MATO GROSSO;6084;1
MINAS GERAIS;6084;8
PARA;6084;2
SAO PAULO;6084;36
SAO PAULO;6106;2
AMAPA;6122;1
BAHIA;6122;2
CEARA;6122;4
DISTRITO FEDERAL;6122;8
GOIAS;6122;4
MARANHAO;6122;1
MATO GROSSO;6122;1
MATO GROSSO DO SUL;6122;2
MINAS GERAIS;6122;137
PARA;6122;15
PARAIBA;6122;5
PARANA;6122;2
PERNAMBUCO;6122;2
RIO DE JANEIRO;6122;3
RIO GRANDE DO NORTE;6122;97
RONDONIA;6122;17
RORAIMA;6122;1
SANTA CATARINA;6122;2
SAO PAULO;6122;227
SERGIPE;6122;2
TOCANTINS;6122;9
DISTRITO FEDERAL;6130;1
MINAS GERAIS;6130;28
PARA;6130;4
SAO PAULO;6130;9
TOCANTINS;6130;10
DISTRITO FEDERAL;6149;1
SAO PAULO;6149;4
MINAS GERAIS;6157;5
PARA;6157;1
SAO PAULO;6157;4
MINAS GERAIS;6165;1
PARA;6165;1
SAO PAULO;6165;6
BAHIA;6173;1
MINAS GERAIS;6173;10
PARA;6173;5
PARAIBA;6173;1
RIO DE JANEIRO;6173;1
RIO GRANDE DO NORTE;6173;2
RONDONIA;6173;2
SAO PAULO;6173;11
GOIAS;6181;1
MINAS GERAIS;6181;19
PARA;6181;1
PARANA;6181;2
RIO GRANDE DO NORTE;6181;3
RIO GRANDE DO SUL;6181;2
SAO PAULO;6181;50
TOCANTINS;6181;1
BAHIA;6190;1
MATO GROSSO;6190;1
SAO PAULO;6190;9
PARA;6211;2
PARANA;6211;2
MINAS GERAIS;6262;2
BAHIA;6270;27
DISTRITO FEDERAL;6270;5
GOIAS;6270;2
MATO GROSSO;6270;1
MATO GROSSO DO SUL;6270;1
MINAS GERAIS;6270;54
PARA;6270;2
PARAIBA;6270;1
PARANA;6270;13
PIAUI;6270;1
RIO DE JANEIRO;6270;4
RIO GRANDE DO SUL;6270;1
RONDONIA;6270;1
SANTA CATARINA;6270;1
SAO PAULO;6270;54
SERGIPE;6270;2
MINAS GERAIS;6289;4
SAO PAULO;6289;2
MINAS GERAIS;6297;5
MATO GROSSO DO SUL;6319;1
MINAS GERAIS;6319;3
PARA;6319;1
PARAIBA;6319;1
SANTA CATARINA;6319;1
SAO PAULO;6319;5
MINAS GERAIS;6327;5
SAO PAULO;6335;1
MINAS GERAIS;6351;1
MINAS GERAIS;6378;1
MINAS GERAIS;6386;1
RIO GRANDE DO NORTE;6386;1
MATO GROSSO;6394;1
MINAS GERAIS;6394;14
RONDONIA;6394;1
SAO PAULO;6394;26
BAHIA;6408;28
CEARA;6408;1
DISTRITO FEDERAL;6408;2
ESPIRITO SANTO;6408;5
GOIAS;6408;6
MATO GROSSO;6408;4
MATO GROSSO DO SUL;6408;6
MINAS GERAIS;6408;128
PARA;6408;1
PARANA;6408;22
PERNAMBUCO;6408;2
RIO DE JANEIRO;6408;4
RIO GRANDE DO SUL;6408;2
RONDONIA;6408;2
RORAIMA;6408;2
SANTA CATARINA;6408;5
SAO PAULO;6408;122
MINAS GERAIS;6416;1
SAO PAULO;6416;1
DISTRITO FEDERAL;6432;2
MINAS GERAIS;6432;1
PARANA;6432;2
RIO GRANDE DO SUL;6432;1
SAO PAULO;6432;6
MINAS GERAIS;6440;1
PARANA;6440;1
SANTA CATARINA;6440;1
SAO PAULO;6440;9
TOCANTINS;6440;1
BAHIA;6459;1
DISTRITO FEDERAL;6459;1
PARA;6459;1
RIO GRANDE DO SUL;6459;1
SAO PAULO;6459;3
SAO PAULO;6467;1
CEARA;6483;1
DISTRITO FEDERAL;6483;1
MINAS GERAIS;6483;15
PARA;6483;7
RIO GRANDE DO SUL;6483;1
RONDONIA;6483;1
SAO PAULO;6483;10
SERGIPE;6483;1
DISTRITO FEDERAL;6491;1
MINAS GERAIS;6491;14
PARA;6491;8
PARAIBA;6491;2
PARANA;6491;1
RIO GRANDE DO NORTE;6491;2
SANTA CATARINA;6491;1
SAO PAULO;6491;69
MINAS GERAIS;6521;1
BAHIA;6530;6
DISTRITO FEDERAL;6530;9
ESPIRITO SANTO;6530;2
GOIAS;6530;3
MATO GROSSO DO SUL;6530;6
MINAS GERAIS;6530;743
PARANA;6530;11
PERNAMBUCO;6530;1
RIO DE JANEIRO;6530;3
RIO GRANDE DO SUL;6530;1
RONDONIA;6530;6
SANTA CATARINA;6530;1
SAO PAULO;6530;743
TOCANTINS;6530;17
MINAS GERAIS;6548;31
PARANA;6548;1
RONDONIA;6548;1
SAO PAULO;6548;1
ALAGOAS;6556;1
BAHIA;6556;46
CEARA;6556;1
DISTRITO FEDERAL;6556;1
ESPIRITO SANTO;6556;2
GOIAS;6556;4
MINAS GERAIS;6556;281
PARA;6556;14
PARANA;6556;1
PERNAMBUCO;6556;1
RIO DE JANEIRO;6556;2
RIO GRANDE DO SUL;6556;1
SANTA CATARINA;6556;1
SAO PAULO;6556;8
ALAGOAS;6564;2
BAHIA;6564;35
DISTRITO FEDERAL;6564;1
MATO GROSSO;6564;1
MINAS GERAIS;6564;47
PARA;6564;3
PARAIBA;6564;2
PARANA;6564;3
PERNAMBUCO;6564;1
RIO DE JANEIRO;6564;2
RIO GRANDE DO NORTE;6564;6
RIO GRANDE DO SUL;6564;2
RONDONIA;6564;1
RORAIMA;6564;1
SAO PAULO;6564;88
SERGIPE;6564;6
TOCANTINS;6564;8
BAHIA;6580;29
CEARA;6580;1
DISTRITO FEDERAL;6580;2
ESPIRITO SANTO;6580;1
GOIAS;6580;2
MARANHAO;6580;1
MATO GROSSO DO SUL;6580;1
MINAS GERAIS;6580;120
PARA;6580;4
PARAIBA;6580;1
PARANA;6580;7
PIAUI;6580;1
RIO DE JANEIRO;6580;1
RONDONIA;6580;1
SAO PAULO;6580;69
TOCANTINS;6580;16
ACRE;6599;1
ALAGOAS;6599;4
AMAZONAS;6599;2
AMAPA;6599;2
BAHIA;6599;340
CEARA;6599;16
DISTRITO FEDERAL;6599;68
ESPIRITO SANTO;6599;29
GOIAS;6599;72
MARANHAO;6599;6
MATO GROSSO;6599;13
MATO GROSSO DO SUL;6599;31
MINAS GERAIS;6599;3403
PARA;6599;330
PARAIBA;6599;6
PARANA;6599;107
PERNAMBUCO;6599;10
PIAUI;6599;5
RIO DE JANEIRO;6599;54
RIO GRANDE DO NORTE;6599;3
RIO GRANDE DO SUL;6599;6
RONDONIA;6599;8
RORAIMA;6599;3
SANTA CATARINA;6599;17
SAO PAULO;6599;934
SERGIPE;6599;5
TOCANTINS;6599;52
AMAZONAS;6602;1
BAHIA;6602;69
CEARA;6602;6
DISTRITO FEDERAL;6602;10
ESPIRITO SANTO;6602;16
GOIAS;6602;25
MARANHAO;6602;4
MATO GROSSO;6602;9
MATO GROSSO DO SUL;6602;16
MINAS GERAIS;6602;213
PARA;6602;38
PARAIBA;6602;1
PARANA;6602;33
PERNAMBUCO;6602;2
PIAUI;6602;4
RIO DE JANEIRO;6602;10
RIO GRANDE DO SUL;6602;17
RONDONIA;6602;1
SANTA CATARINA;6602;22
SAO PAULO;6602;274
SERGIPE;6602;1
TOCANTINS;6602;21
BAHIA;6610;50
CEARA;6610;1
DISTRITO FEDERAL;6610;9
ESPIRITO SANTO;6610;5
GOIAS;6610;3
MATO GROSSO;6610;1
MATO GROSSO DO SUL;6610;1
MINAS GERAIS;6610;161
PARANA;6610;11
PERNAMBUCO;6610;3
PIAUI;6610;4
RIO DE JANEIRO;6610;3
RIO GRANDE DO SUL;6610;2
RONDONIA;6610;1
SANTA CATARINA;6610;2
SAO PAULO;6610;66
TOCANTINS;6610;3
BAHIA;6629;8
SAO PAULO;6629;2
SERGIPE;6629;2
ALAGOAS;6637;4
BAHIA;6637;165
CEARA;6637;10
DISTRITO FEDERAL;6637;19
ESPIRITO SANTO;6637;14
GOIAS;6637;14
MARANHAO;6637;5
MATO GROSSO;6637;6
MATO GROSSO DO SUL;6637;18
MINAS GERAIS;6637;647
PARA;6637;6
PARAIBA;6637;4
PARANA;6637;59
PERNAMBUCO;6637;8
PIAUI;6637;5
RIO DE JANEIRO;6637;15
RIO GRANDE DO NORTE;6637;5
RIO GRANDE DO SUL;6637;12
RONDONIA;6637;3
RORAIMA;6637;1
SANTA CATARINA;6637;16
SAO PAULO;6637;299
SERGIPE;6637;7
TOCANTINS;6637;39
ALAGOAS;6645;4
AMAZONAS;6645;1
BAHIA;6645;265
CEARA;6645;9
DISTRITO FEDERAL;6645;9
ESPIRITO SANTO;6645;21
GOIAS;6645;28
MARANHAO;6645;3
MATO GROSSO;6645;18
MATO GROSSO DO SUL;6645;23
MINAS GERAIS;6645;170
PARA;6645;6
PARAIBA;6645;1
PARANA;6645;150
PERNAMBUCO;6645;10
PIAUI;6645;4
RIO DE JANEIRO;6645;18
RIO GRANDE DO NORTE;6645;5
RIO GRANDE DO SUL;6645;49
RONDONIA;6645;7
RORAIMA;6645;1
SANTA CATARINA;6645;72
SAO PAULO;6645;311
SERGIPE;6645;22
TOCANTINS;6645;6
BAHIA;6653;3
CEARA;6653;1
DISTRITO FEDERAL;6653;4
GOIAS;6653;1
MATO GROSSO;6653;1
MATO GROSSO DO SUL;6653;2
MINAS GERAIS;6653;210
PARANA;6653;10
PIAUI;6653;1
RIO DE JANEIRO;6653;1
RONDONIA;6653;1
SAO PAULO;6653;32
SERGIPE;6653;1
ACRE;6661;1
ALAGOAS;6661;1
BAHIA;6661;7
CEARA;6661;1
GOIAS;6661;3
MATO GROSSO;6661;1
MATO GROSSO DO SUL;6661;4
MINAS GERAIS;6661;7
PARA;6661;2
PARAIBA;6661;2
PARANA;6661;7
PIAUI;6661;2
RONDONIA;6661;1
RORAIMA;6661;1
SAO PAULO;6661;25
SERGIPE;6661;2
TOCANTINS;6661;63
ALAGOAS;6670;3
BAHIA;6670;23
CEARA;6670;8
DISTRITO FEDERAL;6670;18
ESPIRITO SANTO;6670;2
GOIAS;6670;14
MARANHAO;6670;1
MATO GROSSO;6670;2
MATO GROSSO DO SUL;6670;2
MINAS GERAIS;6670;182
PARA;6670;1
PARAIBA;6670;5
PARANA;6670;19
PERNAMBUCO;6670;4
PIAUI;6670;5
RIO DE JANEIRO;6670;1
RIO GRANDE DO NORTE;6670;4
RIO GRANDE DO SUL;6670;12
RONDONIA;6670;5
SANTA CATARINA;6670;8
SAO PAULO;6670;61
SERGIPE;6670;5
TOCANTINS;6670;118
BAHIA;6688;16
CEARA;6688;1
GOIAS;6688;2
MARANHAO;6688;1
MATO GROSSO;6688;3
MATO GROSSO DO SUL;6688;3
MINAS GERAIS;6688;10
PARA;6688;2
PARANA;6688;11
PERNAMBUCO;6688;1
PIAUI;6688;1
SAO PAULO;6688;23
SERGIPE;6688;1
BAHIA;6696;1
PARA;6696;1
PARANA;6696;1
ACRE;6700;1
ALAGOAS;6700;9
AMAZONAS;6700;1
BAHIA;6700;218
CEARA;6700;9
DISTRITO FEDERAL;6700;20
ESPIRITO SANTO;6700;14
GOIAS;6700;8
MARANHAO;6700;1
MATO GROSSO;6700;6
MATO GROSSO DO SUL;6700;3
MINAS GERAIS;6700;181
PARA;6700;2
PARAIBA;6700;3
PARANA;6700;21
PERNAMBUCO;6700;8
PIAUI;6700;3
RIO DE JANEIRO;6700;18
RIO GRANDE DO NORTE;6700;6
RIO GRANDE DO SUL;6700;13
RONDONIA;6700;6
RORAIMA;6700;1
SANTA CATARINA;6700;16
SAO PAULO;6700;138
SERGIPE;6700;5
ALAGOAS;6726;6
AMAZONAS;6726;2
BAHIA;6726;209
CEARA;6726;9
DISTRITO FEDERAL;6726;15
ESPIRITO SANTO;6726;17
GOIAS;6726;22
MARANHAO;6726;1
MATO GROSSO;6726;11
MATO GROSSO DO SUL;6726;43
MINAS GERAIS;6726;734
PARA;6726;53
PARAIBA;6726;8
PARANA;6726;127
PERNAMBUCO;6726;15
PIAUI;6726;4
RIO DE JANEIRO;6726;16
RIO GRANDE DO NORTE;6726;7
RIO GRANDE DO SUL;6726;33
RONDONIA;6726;8
RORAIMA;6726;3
SANTA CATARINA;6726;37
SAO PAULO;6726;951
SERGIPE;6726;7
TOCANTINS;6726;1
MINAS GERAIS;6742;2
BAHIA;6750;65
CEARA;6750;3
DISTRITO FEDERAL;6750;5
ESPIRITO SANTO;6750;6
GOIAS;6750;3
MATO GROSSO;6750;4
MATO GROSSO DO SUL;6750;2
MINAS GERAIS;6750;29
PARANA;6750;20
PERNAMBUCO;6750;7
RIO DE JANEIRO;6750;4
RIO GRANDE DO NORTE;6750;2
RIO GRANDE DO SUL;6750;13
RONDONIA;6750;2
SANTA CATARINA;6750;21
SAO PAULO;6750;41
SERGIPE;6750;4
ALAGOAS;6769;5
AMAZONAS;6769;3
BAHIA;6769;522
CEARA;6769;7
DISTRITO FEDERAL;6769;281
ESPIRITO SANTO;6769;25
GOIAS;6769;67
MARANHAO;6769;4
MATO GROSSO;6769;17
MATO GROSSO DO SUL;6769;31
MINAS GERAIS;6769;603
PARA;6769;4
PARAIBA;6769;1
PARANA;6769;140
PERNAMBUCO;6769;19
PIAUI;6769;4
RIO DE JANEIRO;6769;26
RIO GRANDE DO NORTE;6769;4
RIO GRANDE DO SUL;6769;29
RONDONIA;6769;8
RORAIMA;6769;3
SANTA CATARINA;6769;58
SAO PAULO;6769;1808
SERGIPE;6769;13
TOCANTINS;6769;50
MINAS GERAIS;6777;3
SAO PAULO;6777;2
BAHIA;6785;1
MINAS GERAIS;6785;6
PIAUI;6785;1
SAO PAULO;6785;7
BAHIA;6793;1
MINAS GERAIS;6793;1
PARA;6793;1
SAO PAULO;6793;1
PARA;6807;1
PARANA;6807;1
SAO PAULO;6807;2
MINAS GERAIS;6815;1
PARANA;6815;1
RIO GRANDE DO SUL;6815;1
SAO PAULO;6815;4
ACRE;6823;1
ALAGOAS;6823;1
AMAZONAS;6823;1
AMAPA;6823;1
BAHIA;6823;30
CEARA;6823;1
DISTRITO FEDERAL;6823;3
GOIAS;6823;37
MARANHAO;6823;2
MATO GROSSO;6823;15
MATO GROSSO DO SUL;6823;20
MINAS GERAIS;6823;37
PARA;6823;17
PARAIBA;6823;1
PARANA;6823;47
PERNAMBUCO;6823;1
PIAUI;6823;2
RIO DE JANEIRO;6823;2
RIO GRANDE DO SUL;6823;17
RONDONIA;6823;2
SANTA CATARINA;6823;37
SAO PAULO;6823;58
SERGIPE;6823;2
TOCANTINS;6823;13
ACRE;6831;5
AMAZONAS;6831;2
BAHIA;6831;7
CEARA;6831;1
DISTRITO FEDERAL;6831;1
ESPIRITO SANTO;6831;8
GOIAS;6831;14
MARANHAO;6831;2
MATO GROSSO;6831;4
MATO GROSSO DO SUL;6831;7
MINAS GERAIS;6831;15
PARA;6831;5
PARANA;6831;47
PERNAMBUCO;6831;2
RIO DE JANEIRO;6831;1
RIO GRANDE DO SUL;6831;10
RONDONIA;6831;3
RORAIMA;6831;2
SANTA CATARINA;6831;25
SAO PAULO;6831;102
TOCANTINS;6831;3
BAHIA;6840;4
CEARA;6840;2
DISTRITO FEDERAL;6840;1
GOIAS;6840;10
MATO GROSSO;6840;5
MATO GROSSO DO SUL;6840;4
MINAS GERAIS;6840;13
PARANA;6840;30
RIO GRANDE DO SUL;6840;10
RONDONIA;6840;3
SANTA CATARINA;6840;21
SAO PAULO;6840;30
TOCANTINS;6840;1
ALAGOAS;6858;1
BAHIA;6858;108
CEARA;6858;1
DISTRITO FEDERAL;6858;10
ESPIRITO SANTO;6858;7
GOIAS;6858;3
MARANHAO;6858;1
MINAS GERAIS;6858;85
PARA;6858;39
PARAIBA;6858;4
PARANA;6858;5
PERNAMBUCO;6858;6
PIAUI;6858;2
RIO GRANDE DO NORTE;6858;6
RIO GRANDE DO SUL;6858;1
RONDONIA;6858;34
SANTA CATARINA;6858;1
SAO PAULO;6858;121
SERGIPE;6858;9
TOCANTINS;6858;46
AMAPA;6866;1
BAHIA;6866;32
DISTRITO FEDERAL;6866;5
GOIAS;6866;3
MINAS GERAIS;6866;52
PARA;6866;196
PARANA;6866;1
PIAUI;6866;1
RIO GRANDE DO NORTE;6866;1
RONDONIA;6866;1
SAO PAULO;6866;30
SERGIPE;6866;4
TOCANTINS;6866;5
MINAS GERAIS;6874;1
SAO PAULO;6882;1
PARANA;6904;2
SANTA CATARINA;6904;1
SAO PAULO;6904;1
ACRE;6912;1
ALAGOAS;6912;2
AMAZONAS;6912;1
BAHIA;6912;208
CEARA;6912;6
DISTRITO FEDERAL;6912;21
ESPIRITO SANTO;6912;12
GOIAS;6912;13
MARANHAO;6912;1
MATO GROSSO;6912;6
MATO GROSSO DO SUL;6912;11
MINAS GERAIS;6912;451
PARA;6912;96
PARAIBA;6912;1
PARANA;6912;21
PERNAMBUCO;6912;8
PIAUI;6912;3
RIO DE JANEIRO;6912;13
RIO GRANDE DO SUL;6912;5
RONDONIA;6912;1
RORAIMA;6912;1
SANTA CATARINA;6912;7
SAO PAULO;6912;373
SERGIPE;6912;6
TOCANTINS;6912;6
AMAZONAS;6920;1
BAHIA;6920;2
CEARA;6920;1
DISTRITO FEDERAL;6920;6
ESPIRITO SANTO;6920;5
GOIAS;6920;4
MARANHAO;6920;1
MATO GROSSO;6920;2
MATO GROSSO DO SUL;6920;2
MINAS GERAIS;6920;5631
PARANA;6920;2
RIO DE JANEIRO;6920;1
RIO GRANDE DO SUL;6920;1
SANTA CATARINA;6920;4
SAO PAULO;6920;10
TOCANTINS;6920;1
MINAS GERAIS;6939;2
SAO PAULO;6939;1
BAHIA;6947;8
DISTRITO FEDERAL;6947;2
ESPIRITO SANTO;6947;1
MATO GROSSO DO SUL;6947;1
MINAS GERAIS;6947;23
