 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Dez/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Tracoma";1;1;24051,23;18248,66;5802,57;24051,23;24051,23;46;46,0;-;-
".. Raiva";8;8;18658,18;16168,28;2489,90;2332,27;2332,27;69;8,6;-;-
".. Encefalite viral";183;183;393309,80;351919,35;41390,45;2149,23;2149,23;1883;10,3;8;4,37
".. Febre amarela";2;2;607,34;501,30;106,04;303,67;303,67;7;3,5;-;-
".. Outras febre p/arbovírus e febr hemorr p/vírus";1781;1781;598362,49;491362,88;106923,81;335,97;335,97;5582;3,1;13;0,73
".... Dengue [dengue clásssico]";1497;1497;494296,05;402320,64;91899,61;330,19;330,19;4520;3,0;11;0,73
".... Febre hemorrágica devida ao vírus da dengue";101;101;56390,88;48580,56;7810,32;558,33;558,33;499;4,9;2;1,98
".... Restante outr febr arbovírus febr hemor vírus";183;183;47675,56;40461,68;7213,88;260,52;260,52;563;3,1;-;-
".. Infecções pelo vírus do herpes";123;123;40991,59;32233,43;8758,16;333,26;333,26;495;4,0;-;-
".. Varicela e herpes zoster";444;444;384456,07;336079,33;48376,74;865,89;865,89;2971;6,7;40;9,01
".. Sarampo";69;69;28295,12;23942,06;4353,06;410,07;410,07;264;3,8;-;-
".. Hepatite aguda B";87;87;79485,81;70839,77;8498,40;913,63;913,63;643;7,4;9;10,34
".. Outras hepatites virais";253;253;150592,19;130773,68;19818,51;595,23;595,23;1488;5,9;18;7,11
".. Doença pelo vírus da imunodefic humana [HIV]";1862;1879;3090549,28;2736245,90;354303,38;1644,78;1659,80;29077;15,6;244;13,10
".. Caxumba [parotidite epidêmica]";53;53;11471,46;9820,58;1650,88;216,44;216,44;219;4,1;-;-
".. Outras doenças virais";1405;1405;914446,34;781523,16;132923,18;650,85;650,85;7342;5,2;15;1,07
".... Meningite viral";212;212;201214,77;183505,01;17709,76;949,13;949,13;1281;6,0;3;1,42
".... Restante de outras doenças virais";1193;1193;713231,57;598018,15;115213,42;597,85;597,85;6061;5,1;12;1,01
".. Micoses";244;244;300505,33;265710,48;34794,85;1231,58;1231,58;2744;11,2;13;5,33
".. Malária";144;144;47008,89;40093,10;6915,79;326,45;326,45;582;4,0;2;1,39
".... Malária por Plasmodium falciparum";26;26;8360,49;7178,32;1182,17;321,56;321,56;120;4,6;1;3,85
".... Malária por Plasmodium vivax";74;74;23746,29;20313,79;3432,50;320,90;320,90;311;4,2;1;1,35
".... Malária por Plasmodium malariae";4;4;1001,51;831,91;169,60;250,38;250,38;15;3,8;-;-
".... Outras formas malária conf exames parasitológ";2;2;482,42;397,62;84,80;241,21;241,21;6;3,0;-;-
".... Malária não especificada";38;38;13418,18;11371,46;2046,72;353,11;353,11;130;3,4;-;-
".. Leishmaniose";256;256;140474,90;123018,91;17455,99;548,73;548,73;3290;12,9;8;3,13
".... Leishmaniose visceral";143;143;88652,40;77979,64;10672,76;619,95;619,95;1747;12,2;8;5,59
".... Leishmaniose cutânea";46;46;18019,54;15668,91;2350,63;391,73;391,73;661;14,4;-;-
".... Leishmaniose cutâneo-mucosa";22;22;10616,52;9135,24;1481,28;482,57;482,57;350;15,9;-;-
".... Leishmaniose não especificada";45;45;23186,44;20235,12;2951,32;515,25;515,25;532;11,8;-;-
".. Tripanossomíase";29;29;59672,43;52280,19;7392,24;2057,67;2057,67;194;6,7;7;24,14
".. Esquistossomose";11;11;5322,92;4655,91;667,01;483,90;483,90;99;9,0;-;-
".. Equinococose";1;1;607,69;564,51;43,18;607,69;607,69;7;7,0;-;-
".. Filariose";2;2;1338,99;1071,20;267,79;669,50;669,50;4;2,0;-;-
".. Ancilostomíase";1;1;466,21;388,20;78,01;466,21;466,21;17;17,0;-;-
".. Outras helmintíases";70;70;38684,73;31970,10;6714,63;552,64;552,64;378;5,4;1;1,43
".. Seqüelas de tuberculose";8;9;35226,79;29641,93;5584,86;3914,09;4403,35;133;16,6;-;-
".. Seqüelas de poliomielite";11;16;23935,66;20795,10;3140,56;1495,98;2175,97;250;22,7;-;-
".. Seqüelas de hanseníase [lepra]";16;22;24804,84;19951,45;4853,39;1127,49;1550,30;321;20,1;1;6,25
".. Outras doenças infecciosas e parasitárias";1706;1706;1117740,35;960617,33;157123,02;655,18;655,18;10419;6,1;44;2,58
"02 Neoplasias (tumores)";32907;32932;58376948,16;48198491,99;10174985,81;1772,65;1774,00;221442;6,7;4807;14,61
".. Neoplasia maligna do lábio cavid oral e faringe";1172;1178;1566952,62;1326423,88;240528,74;1330,18;1336,99;8022;6,8;217;18,52
".. Neoplasia maligna do esôfago";1207;1208;1572438,70;1339201,08;233237,62;1301,69;1302,77;7671;6,4;219;18,14
".. Neoplasia maligna do estômago";1679;1681;2566799,16;2202043,51;364755,65;1526,95;1528,77;10515;6,3;309;18,40
".. Neoplasia maligna do cólon";2591;2592;5088325,91;4320712,68;767613,23;1963,09;1963,85;15041;5,8;282;10,88
".. Neopl malig junção retoss reto ânus canal anal";1395;1397;2516368,36;2129190,11;387178,25;1801,27;1803,85;8134;5,8;166;11,90
".. Neopl malig fígado e vias biliares intra-hepát";572;573;750815,49;654328,28;96487,21;1310,32;1312,61;4191;7,3;174;30,42
".. Neoplasia maligna do pâncreas";832;833;1160486,95;991579,84;168907,11;1393,14;1394,82;6152;7,4;235;28,25
".. Outras neoplasias malignas de órgãos digestivos";686;686;1309322,68;1110997,77;197270,77;1908,63;1908,63;5492;8,0;170;24,78
".. Neoplasias malignas de laringe";523;524;616161,76;491502,30;124659,46;1175,88;1178,13;3104;5,9;63;12,05
".. Neoplasia maligna de traquéia brônquios e pulm";1593;1593;1826512,38;1552557,23;273955,15;1146,59;1146,59;12416;7,8;469;29,44
".. Outras neopl malig órg respirat e intratorác";220;220;445241,89;349931,93;95309,96;2023,83;2023,83;1620;7,4;33;15,00
".. Neoplasia maligna do osso e cartilagem articul";476;476;950059,86;800590,55;149469,31;1995,92;1995,92;3537;7,4;31;6,51
".. Neoplasia maligna da pele";237;237;269849,05;214571,64;55277,41;1138,60;1138,60;1044;4,4;34;14,35
".. Outras neoplasias malignas da pele";604;604;670868,54;517344,97;153523,57;1110,71;1110,71;1454;2,4;24;3,97
".. Neopl malig do tecido mesotelial e tec moles";625;625;1601655,59;1256049,12;345606,47;2562,65;2562,65;3648;5,8;62;9,92
".. Neoplasia maligna da mama";2054;2054;2407706,27;1841535,12;566171,15;1172,20;1172,20;10909;5,3;411;20,01
".. Neoplasia maligna do colo do útero";1059;1061;1291911,59;1108467,02;183165,99;1217,64;1219,94;7811;7,4;177;16,71
".. Neopl malig outr porções e porç não espec útero";388;389;548321,65;453545,67;94775,98;1409,57;1413,20;2831;7,3;70;18,04
".. Outras neopl malignas órgãos genitais femininos";617;618;1101310,86;889086,24;212224,62;1782,06;1784,94;3841;6,2;99;16,05
".. Neoplasia maligna da próstata";1184;1185;1590016,80;1290354,73;298883,12;1341,79;1342,92;7206;6,1;212;17,91
".. Outras neopl malignas órgãos genit masculinos";291;291;314525,20;263158,02;51367,18;1080,84;1080,84;1750;6,0;27;9,28
".. Neoplasia maligna da bexiga";638;639;1022704,15;854904,47;167799,68;1600,48;1602,98;4113;6,4;77;12,07
".. Outras neoplasias malignas do trato urinário";420;420;700884,24;584410,39;116195,27;1668,77;1668,77;3039;7,2;66;15,71
".. Neoplasia maligna dos olhos e anexos";96;96;85403,30;66647,38;18755,92;889,62;889,62;299;3,1;1;1,04
".. Neoplasia maligna do encéfalo";965;967;3427258,67;2535288,98;891580,75;3544,22;3551,56;9842;10,2;156;16,17
".. Neopl malig outras partes sistema nerv central";176;176;640905,46;490100,85;150804,61;3641,51;3641,51;1921;10,9;23;13,07
".. Neopl malig outr local mal def secun e não esp";1911;1911;3304033,41;2672329,00;631704,41;1728,96;1728,96;12526;6,6;353;18,47
".. Doença de Hodgkin";230;230;533253,38;464003,46;69249,92;2318,49;2318,49;1736;7,5;14;6,09
".. Linfoma não-Hodgkin";940;940;1784880,49;1601738,20;183142,29;1898,81;1898,81;7105;7,6;109;11,60
".. Leucemia";2190;2190;6725463,31;6096767,73;628695,58;3070,99;3070,99;20941;9,6;165;7,53
".. Outras neopl malig tecidos linfóid hemat e rel";492;492;1562714,97;1373148,61;189566,36;3176,25;3176,25;4914;10,0;67;13,62
".. Carcinoma in situ de colo do útero";95;95;103785,29;79117,43;24667,86;1092,48;1092,48;183;1,9;-;-
".. Neoplasia benigna da pele";158;159;71611,78;52077,82;19533,96;450,39;453,24;172;1,1;-;-
".. Neoplasia benigna da mama";65;65;89430,24;57610,70;31819,54;1375,85;1375,85;25;0,4;-;-
".. Leiomioma do útero";1265;1265;909916,76;623838,43;285387,16;719,30;719,30;3687;2,9;1;0,08
".. Neoplasia benigna do ovário";31;31;22982,31;17283,03;5699,28;741,36;741,36;97;3,1;-;-
".. Neoplasia benigna dos órgãos urinários";6;6;4833,33;3935,91;897,42;805,55;805,55;31;5,2;-;-
".. Neopl benig encéfalo e outr part sist nerv cent";154;154;763354,50;544490,74;218863,76;4956,85;4956,85;1988;12,9;12;7,79
".. Outr neopl in situ benigs e comport incert desc";3070;3071;6457881,26;4977627,17;1480254,09;2102,86;2103,54;22434;7,3;279;9,09
"03 Doenças sangue órgãos hemat e transt imunitár";8355;8355;5087133,14;4562474,18;524586,91;608,87;608,87;47587;5,7;415;4,97
".. Anemia por deficiência de ferro";910;910;320516,16;286089,54;34426,62;352,22;352,22;3933;4,3;34;3,74
".. Outras anemias";5866;5866;3432327,62;3090400,68;341926,94;585,12;585,12;33307;5,7;303;5,17
".. Afecç hemorrág e outr doenç sang e órg hematop";1541;1541;1186094,92;1059723,65;126299,22;769,69;769,69;10174;6,6;75;4,87
".. Alguns transtornos envolvendo mecanismo imunit";38;38;148194,44;126260,31;21934,13;3899,85;3899,85;173;4,6;3;7,89
"04 Doenças endócrinas nutricionais e metabólicas";17478;17480;12908102,86;10969136,04;1935375,93;738,45;738,53;106806;6,1;1042;5,96
".. Transtornos tireoidianos relac deficiência iodo";10;10;5558,30;4377,24;1181,06;555,83;555,83;42;4,2;-;-
".. Tireotoxicose";32;32;24385,64;20610,11;3775,53;762,05;762,05;319;10,0;2;6,25
".. Outros transtornos tireoidianos";92;92;90941,74;75456,90;15484,84;988,50;988,50;678;7,4;1;1,09
".. Diabetes mellitus";10538;10538;8257982,75;7073751,58;1180696,08;783,64;783,64;66699;6,3;476;4,52
".. Desnutrição";2586;2586;2087275,60;1765829,29;321446,31;807,14;807,14;19439;7,5;305;11,79
".. Deficiência de vitamina A";2;2;972,83;909,16;63,67;486,42;486,42;13;6,5;-;-
".. Outras deficiências vitamínicas";6;6;2296,33;2065,25;231,08;382,72;382,72;25;4,2;-;-
".. Seqüelas de desnutrição e de outras defic nutr";4;4;1921,87;1637,05;284,82;480,47;480,47;40;10,0;-;-
".. Obesidade";95;95;493441,58;341568,55;151873,03;5194,12;5194,12;389;4,1;1;1,05
".. Depleção de volume";1707;1709;345933,17;296976,61;48956,56;202,42;202,66;5197;3,0;97;5,68
".. Outros transt endócrinos nutricionais metabólic";2406;2406;1597393,05;1385954,30;211382,95;663,92;663,92;13965;5,8;160;6,65
"05 Transtornos mentais e comportamentais";17248;23946;21544498,55;18963109,71;2581377,28;899,71;1249,10;370883;21,5;83;0,48
".. Demência";164;232;291812,98;267656,36;24156,62;1257,81;1779,35;4113;25,1;12;7,32
".. Transt mentais e comportamentais dev uso álcool";2567;3254;2712214,59;2382390,07;329824,52;833,50;1056,57;44882;17,5;23;0,90
".. Transt ment comport dev uso outr subst psicoat";2902;3738;3066247,09;2692433,77;373813,32;820,29;1056,60;51914;17,9;14;0,48
".. Esquizofrenia transt esquizotípicos e delirant";5377;8953;9562201,31;8413915,70;1148274,05;1068,04;1778,35;165008;30,7;15;0,28
".. Transtornos de humor [afetivos]";4529;5367;3974755,63;3499247,14;475508,49;740,59;877,62;69003;15,2;9;0,20
".. Transt neurót e relacionados com stress somatof";213;226;86642,89;76948,27;9694,62;383,38;406,77;1603;7,5;1;0,47
".. Retardo mental";291;629;756737,99;666694,74;90043,25;1203,08;2600,47;14113;48,5;1;0,34
".. Outros transtornos mentais e comportamentais";1205;1547;1093886,07;963823,66;130062,41;707,10;907,79;20247;16,8;8;0,66
"06 Doenças do sistema nervoso";12162;12601;17540201,03;14780449,41;2759715,82;1391,97;1442,21;100579;8,3;656;5,39
".. Doenças inflamatórias do sistema nervoso centr";716;722;1783308,45;1528120,47;255187,98;2469,96;2490,65;9127;12,7;51;7,12
".... Meningite bacteriana não classif outra parte";338;338;886764,35;788776,93;97987,42;2623,56;2623,56;3470;10,3;26;7,69
".... Mening em doenç infec/parasit class outr part";3;3;8274,78;7737,50;537,28;2758,26;2758,26;119;39,7;-;-
".... Mening dev outras causas e causas não especif";19;19;29692,94;24823,74;4869,20;1562,79;1562,79;176;9,3;-;-
".... Restante doenças inflamat sist nervoso centr";356;362;858576,38;706782,30;151794,08;2371,76;2411,73;5362;15,1;25;7,02
".. Doença de Parkinson";49;53;126129,42;117807,37;8322,05;2379,80;2574,07;549;11,2;3;6,12
".. Doença de Alzheimer";112;129;116999,67;106100,32;10899,35;906,97;1044,64;1490;13,3;32;28,57
".. Esclerose múltiplas";176;176;138185,10;122947,11;15237,99;785,14;785,14;1053;6,0;3;1,70
".. Epilepsia";4267;4276;2724690,00;2334588,06;390101,94;637,21;638,55;21669;5,1;104;2,44
".. Enxaqueca e outras síndromes de algias cefálic";884;884;497730,32;437911,56;59818,76;563,04;563,04;3247;3,7;7;0,79
".. Acid vascular cerebr isquêm transit e síndr cor";1688;1688;1618015,31;1440059,52;177955,79;958,54;958,54;10656;6,3;146;8,65
".. Transtornos dos nervos raízes e plexos nervosos";577;577;410540,31;283823,50;126716,81;711,51;711,51;1648;2,9;9;1,56
".. Paralisia cerebral e outras síndromes paralít";131;179;429714,34;375300,68;54413,66;2400,64;3280,26;3267;24,9;4;3,05
".. Outras doenças do sistema nervoso";3562;3917;9694888,11;8033790,82;1661061,49;2475,08;2721,75;47873;13,4;297;8,34
"07 Doenças do olho e anexos";1447;1447;1993768,78;1392080,51;601688,27;1377,86;1377,86;2950;2,0;2;0,14
".. Inflamação da pálpebra";16;16;3542,48;2692,76;849,72;221,41;221,41;47;2,9;-;-
".. Conjuntivite e outros transtornos da conjuntiva";44;44;15470,29;10280,13;5190,16;351,60;351,60;89;2,0;-;-
".. Ceratite e outros transtornos esclerót e córnea";270;270;401209,47;182267,84;218941,63;1485,96;1485,96;506;1,9;-;-
".. Catarata e outros transtornos do cristalino";134;134;148979,60;114759,87;34219,73;1111,79;1111,79;58;0,4;-;-
".. Descolamentos e defeitos da retina";242;242;755273,45;576749,40;178524,05;3120,96;3120,96;64;0,3;-;-
".. Glaucoma";77;77;75066,13;56018,08;19048,05;974,88;974,88;77;1,0;-;-
".. Estrabismo";19;19;23064,90;16350,14;6714,76;1213,94;1213,94;16;0,8;-;-
".. Transtornos da refração e da acomodação";2;2;1005,83;762,64;243,19;502,92;502,92;-;-;-;-
".. Cegueira e visão subnormal";4;4;1004,08;774,95;229,13;251,02;251,02;5;1,3;-;-
".. Outras doenças do olho e anexos";639;639;569152,55;431424,70;137727,85;890,69;890,69;2088;3,3;2;0,31
"08 Doenças do ouvido e da apófise mastóide";981;981;668399,75;607758,56;60641,19;681,35;681,35;4299;4,4;3;0,31
".. Otite média e outr transt ouvid médio apóf mast";717;717;235334,44;192410,03;42924,41;328,22;328,22;3310;4,6;3;0,42
".. Perda de audição";13;13;366494,97;360657,74;5837,23;28191,92;28191,92;51;3,9;-;-
".. Outras doenças do ouvido e da apófise mastóide";251;251;66570,34;54690,79;11879,55;265,22;265,22;938;3,7;-;-
"09 Doenças do aparelho circulatório";79258;79479;194000179,62;163704410,54;30291725,54;2440,90;2447,70;551758;7,0;7453;9,40
".. Febre reumática aguda";131;131;179073,31;151035,28;28038,03;1366,97;1366,97;903;6,9;4;3,05
".. Doença reumática crônica do coração";322;322;3364996,88;2411585,51;953411,37;10450,30;10450,30;4252;13,2;25;7,76
".. Hipertensão essencial (primária)";3758;3780;1258644,63;1057521,60;201123,03;332,97;334,92;14102;3,8;55;1,46
".. Outras doenças hipertensivas";1455;1457;1186518,30;984979,29;201539,01;814,36;815,48;6378;4,4;38;2,61
".. Infarto agudo do miocárdio";10265;10265;37798343,37;31705345,63;6092046,97;3682,25;3682,25;74974;7,3;1038;10,11
".. Outras doenças isquêmicas do coração";9521;9522;38947513,11;30436812,06;8510629,45;4090,27;4090,70;53447;5,6;222;2,33
".. Embolia pulmonar";827;827;1510618,16;1352291,53;158326,63;1826,62;1826,62;7104;8,6;128;15,48
".. Transtornos de condução e arritmias cardíacas";4961;4961;17407522,40;15766030,40;1641492,00;3508,87;3508,87;24465;4,9;717;14,45
".. Insuficiência cardíaca";15551;15551;26556736,68;24037054,03;2519289,30;1707,72;1707,72;115570;7,4;1690;10,87
".. Outras doenças do coração";2462;2467;8196096,69;6647496,30;1548600,39;3322,29;3329,04;23047;9,4;232;9,42
".. Hemorragia intracraniana";2149;2151;9394969,31;7762746,22;1632223,09;4367,72;4371,79;21882;10,2;495;23,03
".. Infarto cerebral";1774;1774;3342654,92;2967782,00;374872,92;1884,25;1884,25;14471;8,2;250;14,09
".. Acid vascular cerebr não espec hemorrág ou isq";13195;13199;18961019,21;16639192,90;2321599,55;1436,55;1436,99;94318;7,1;1961;14,86
".. Outras doenças cerebrovasculares";930;1080;3988274,13;3436264,18;552009,95;3692,85;4288,47;13456;14,5;112;12,04
".. Arteroesclerose";1596;1596;3944211,10;3400446,30;543764,80;2471,31;2471,31;12951;8,1;67;4,20
".. Outras doenças vasculares periféricas";908;919;2015913,86;1673236,65;342397,81;2193,60;2220,17;7401;8,2;51;5,62
".. Embolia e trombose arteriais";1652;1652;3847943,02;3202756,23;645186,79;2329,26;2329,26;12740;7,7;149;9,02
".. Outras doenças das artérias arteríolas e capil";2262;2262;8302910,71;6898910,97;1403999,74;3670,61;3670,61;16970;7,5;135;5,97
".. Flebite tromboflebite embolia e trombose venosa";3596;3596;2444492,59;2127418,19;316923,50;679,78;679,78;23028;6,4;61;1,70
".. Veias varicosas das extremidades inferiores";828;851;631512,79;464879,23;165976,04;742,08;762,70;6002;7,2;15;1,81
".. Hemorróidas";388;388;131025,36;83149,91;46562,21;337,69;337,69;776;2,0;-;-
".. Outras doenças do aparelho circulatório";727;728;589189,09;497476,13;91712,96;809,33;810,44;3521;4,8;8;1,10
"10 Doenças do aparelho respiratório";76082;76113;89433694,57;77886236,34;11546006,19;1175,01;1175,49;461277;6,1;7109;9,34
".. Faringite aguda e amigdalite aguda";1149;1149;353017,47;307291,25;45612,12;307,24;307,24;3294;2,9;1;0,09
".. Laringite e traqueíte agudas";711;711;284813,71;248973,42;35840,29;400,58;400,58;2213;3,1;2;0,28
".. Outras infecções agudas das vias aéreas super";1632;1632;595973,69;518618,28;77355,41;365,18;365,18;5585;3,4;25;1,53
".. Influenza [gripe]";941;941;877279,72;765071,05;112208,67;932,28;932,28;4125;4,4;43;4,57
".. Pneumonia";43695;43697;47675640,25;41738781,27;5936523,44;1091,05;1091,10;274377;6,3;4325;9,90
".. Bronquite aguda e bronquiolite aguda";3496;3496;1559512,92;1356604,53;202908,39;446,08;446,08;14306;4,1;31;0,89
".. Sinusite crônica";31;31;27756,95;20263,28;7493,67;895,39;895,39;143;4,6;-;-
".. Outras doenças do nariz e dos seios paranasais";149;149;67508,36;42164,25;25344,11;453,08;453,08;236;1,6;-;-
".. Doenças crônicas das amígdalas e das adenóides";302;302;122440,39;63949,75;57696,69;405,43;405,43;412;1,4;1;0,33
".. Outras doenças do trato respiratório superior";887;887;369079,22;307297,87;61781,35;416,10;416,10;3211;3,6;8;0,90
".. Bronquite enfisema e outr doenç pulm obstr crôn";8039;8059;7594905,78;6949538,04;645367,74;942,41;944,76;48698;6,1;644;8,01
".. Asma";5497;5497;3372540,24;3150211,83;222328,41;613,52;613,52;17623;3,2;34;0,62
".. Bronquiectasia";81;81;231920,30;203194,83;28725,47;2863,21;2863,21;647;8,0;5;6,17
".. Pneumoconiose";40;40;52791,04;46855,53;5935,51;1319,78;1319,78;380;9,5;10;25,00
".. Outras doenças do aparelho respiratório";9432;9441;26248514,53;22167421,16;4080884,92;2780,27;2782,92;86027;9,1;1980;20,99
"11 Doenças do aparelho digestivo";59602;59602;65228180,43;54953824,49;10264984,91;1094,40;1094,40;298665;5,0;2942;4,94
".. Cárie dentária";6;6;2056,55;960,87;1095,68;342,76;342,76;3;0,5;-;-
".. Outros transtornos dentes e estruturas suporte";426;426;328222,43;242413,29;85809,14;770,48;770,48;1066;2,5;1;0,23
".. Outr doenç cavidade oral glând saliv e maxilar";477;477;312897,75;234520,71;78377,04;655,97;655,97;1844;3,9;7;1,47
".. Úlcera gástrica e duodenal";938;938;1192020,80;1035426,70;156446,46;1270,81;1270,81;5450;5,8;98;10,45
".. Gastrite e duodenite";2547;2547;608385,81;532474,57;75687,56;238,86;238,86;7433;2,9;28;1,10
".. Outras doenças do esôfago estômago e duodeno";1912;1912;2468233,45;2105571,44;362550,17;1290,92;1290,92;12502;6,5;107;5,60
".. Doenças do apêndice";10084;10084;7021375,80;5044523,06;1976232,59;696,29;696,29;33853;3,4;33;0,33
".. Hérnia inguinal";2165;2165;1483416,67;1096578,67;385915,52;685,18;685,18;5131;2,4;17;0,79
".. Outras hérnias";1951;1951;1853535,39;1455092,84;397763,90;950,04;950,04;5986;3,1;38;1,95
".. Doença de Crohn e colite ulcerativa";278;278;215102,22;190511,65;24590,57;773,75;773,75;2057;7,4;5;1,80
".. Ileo paralítico e obstrução intestinal s/hérnia";2979;2979;6746538,72;5815393,08;930703,78;2264,70;2264,70;21361;7,2;351;11,78
".. Doença diverticular do intestino";789;789;1133559,71;991943,47;141616,24;1436,70;1436,70;4483;5,7;47;5,96
".. Outras doenças dos intestinos e peritônio";6737;6737;8022049,69;6854992,63;1166543,10;1190,75;1190,75;33619;5,0;418;6,20
".. Doença alcoólica do fígado";1255;1255;3343740,90;3002310,21;341246,80;2664,34;2664,34;10714;8,5;255;20,32
".. Outras doenças do fígado";3170;3170;11937630,09;10688811,63;1248634,57;3765,81;3765,81;26667;8,4;536;16,91
".. Colelitíase e colecistite";9432;9432;7119185,56;5650520,00;1465176,61;754,79;754,79;49544;5,3;166;1,76
".. Pancreatite aguda e outras doenças do pâncreas";2757;2757;2005847,40;1777578,95;227263,40;727,55;727,55;18715;6,8;128;4,64
".. Outras doenças do aparelho digestivo";11699;11699;9434381,49;8234200,72;1199331,78;806,43;806,43;58237;5,0;707;6,04
