 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Mai/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Outr neopl in situ benigs e comport incert desc";3441;3442;7292983,83;5531992,75;1760861,68;2118,82;2119,44;25079;7,3;323;9,39
"03 Doenças sangue órgãos hemat e transt imunitár";8420;8420;5454001,58;4874534,46;579202,92;647,74;647,74;48489;5,8;422;5,01
".. Anemia por deficiência de ferro";920;920;364116,13;325898,45;38217,68;395,78;395,78;4633;5,0;46;5,00
".. Outras anemias";5887;5887;3746227,48;3351220,28;394887,10;636,36;636,36;33455;5,7;306;5,20
".. Afecç hemorrág e outr doenç sang e órg hematop";1535;1535;1309958,08;1167508,59;142305,39;853,39;853,39;10246;6,7;68;4,43
".. Alguns transtornos envolvendo mecanismo imunit";78;78;33699,89;29907,14;3792,75;432,05;432,05;155;2,0;2;2,56
"04 Doenças endócrinas nutricionais e metabólicas";17374;17375;12464347,21;10584876,92;1877091,96;717,37;717,41;105113;6,1;1136;6,54
".. Transtornos tireoidianos relac deficiência iodo";7;7;2916,77;2317,38;599,39;416,68;416,68;23;3,3;1;14,29
".. Tireotoxicose";24;24;9318,49;7367,68;1950,81;388,27;388,27;215;9,0;4;16,67
".. Outros transtornos tireoidianos";108;108;97525,81;77543,31;19926,70;903,02;903,02;602;5,6;6;5,56
".. Diabetes mellitus";10487;10487;8101252,99;6949658,00;1149295,58;772,50;772,50;67054;6,4;470;4,48
".. Desnutrição";2617;2617;2087288,46;1765019,95;322268,51;797,59;797,59;18765;7,2;395;15,09
".. Deficiência de vitamina A";1;1;314,42;269,79;44,63;314,42;314,42;1;1,0;-;-
".. Outras deficiências vitamínicas";3;3;653,94;549,65;104,29;217,98;217,98;12;4,0;-;-
".. Seqüelas de desnutrição e de outras defic nutr";2;2;949,99;813,09;136,90;475,00;475,00;8;4,0;-;-
".. Obesidade";122;123;467184,20;318597,18;148587,02;3798,25;3829,38;577;4,7;-;-
".. Depleção de volume";1727;1727;329992,91;282095,04;47897,87;191,08;191,08;5812;3,4;85;4,92
".. Outros transt endócrinos nutricionais metabólic";2276;2276;1366949,23;1180645,85;186280,26;600,59;600,59;12044;5,3;175;7,69
"05 Transtornos mentais e comportamentais";17645;24426;22293671,81;19630536,30;2663135,51;912,70;1263,46;387047;21,9;76;0,43
".. Demência";180;245;277065,21;253620,89;23444,32;1130,88;1539,25;4002;22,2;10;5,56
".. Transt mentais e comportamentais dev uso álcool";2504;3187;2837237,42;2494834,37;342403,05;890,25;1133,08;46766;18,7;23;0,92
".. Transt ment comport dev uso outr subst psicoat";2995;3810;3241344,68;2848185,03;393159,65;850,75;1082,25;53819;18,0;11;0,37
".. Esquizofrenia transt esquizotípicos e delirant";5712;9417;10055899,49;8852717,99;1203181,50;1067,85;1760,49;175244;30,7;12;0,21
".. Transtornos de humor [afetivos]";4588;5413;4019778,91;3542317,62;477461,29;742,62;876,15;71458;15,6;7;0,15
".. Transt neurót e relacionados com stress somatof";221;229;78749,81;69467,65;9282,16;343,89;356,33;1564;7,1;1;0,45
".. Retardo mental";297;618;697169,57;613411,77;83757,80;1128,11;2347,37;13788;46,4;2;0,67
".. Outros transtornos mentais e comportamentais";1148;1507;1086426,72;955980,98;130445,74;720,92;946,36;20406;17,8;10;0,87
"06 Doenças do sistema nervoso";12561;12955;18547305,75;15588413,30;2958773,04;1431,67;1476,58;107008;8,5;701;5,58
".. Doenças inflamatórias do sistema nervoso centr";697;703;1570606,76;1346520,94;223977,97;2234,15;2253,38;9498;13,6;59;8,46
".... Meningite bacteriana não classif outra parte";323;323;737964,98;661240,44;76616,69;2284,72;2284,72;3222;10,0;26;8,05
".... Meningite em doenças bacters class outr parte";1;1;239,10;228,22;10,88;239,10;239,10;10;10,0;-;-
".... Mening em doenç infec/parasit class outr part";1;1;594,50;544,16;50,34;594,50;594,50;4;4,0;1;100,00
".... Mening dev outras causas e causas não especif";23;23;37724,41;31284,83;6439,58;1640,19;1640,19;128;5,6;1;4,35
".... Restante doenças inflamat sist nervoso centr";349;355;794083,77;653223,29;140860,48;2236,86;2275,31;6134;17,6;31;8,88
".. Doença de Parkinson";46;51;81321,27;73105,40;8215,87;1594,53;1767,85;613;13,3;4;8,70
".. Doença de Alzheimer";116;125;155194,34;140963,82;14230,52;1241,55;1337,88;1422;12,3;26;22,41
".. Esclerose múltiplas";185;185;144452,38;128738,57;15713,81;780,82;780,82;1020;5,5;5;2,70
".. Epilepsia";4398;4410;2874282,35;2459650,22;414632,13;651,76;653,54;22184;5,0;101;2,30
".. Enxaqueca e outras síndromes de algias cefálic";958;958;396219,10;354593,94;41625,16;413,59;413,59;3218;3,4;7;0,73
".. Acid vascular cerebr isquêm transit e síndr cor";1738;1740;1734034,73;1542143,34;191891,39;996,57;997,72;11900;6,8;150;8,63
".. Transtornos dos nervos raízes e plexos nervosos";577;577;457555,31;332903,54;124651,77;792,99;792,99;1853;3,2;18;3,12
".. Paralisia cerebral e outras síndromes paralít";146;193;617001,60;534939,31;82062,29;3196,90;4226,04;3482;23,8;5;3,42
".. Outras doenças do sistema nervoso";3700;4013;10516637,91;8674854,22;1841772,13;2620,64;2842,33;51818;14,0;326;8,81
"07 Doenças do olho e anexos";1493;1493;2144251,54;1558153,12;586098,42;1436,20;1436,20;3238;2,2;1;0,07
".. Inflamação da pálpebra";13;13;5505,89;3775,46;1730,43;423,53;423,53;109;8,4;-;-
".. Conjuntivite e outros transtornos da conjuntiva";31;31;10346,76;7198,78;3147,98;333,77;333,77;80;2,6;-;-
".. Ceratite e outros transtornos esclerót e córnea";172;172;231474,92;107613,56;123861,36;1345,78;1345,78;398;2,3;-;-
".. Catarata e outros transtornos do cristalino";219;219;202372,84;156274,20;46098,64;924,08;924,08;218;1,0;-;-
".. Descolamentos e defeitos da retina";320;320;1034605,25;789840,93;244764,32;3233,14;3233,14;112;0,4;-;-
".. Glaucoma";112;112;106554,30;77777,68;28776,62;951,38;951,38;118;1,1;-;-
".. Estrabismo";13;13;12109,13;8834,48;3274,65;931,47;931,47;20;1,5;-;-
".. Transtornos da refração e da acomodação";1;1;965,44;732,17;233,27;965,44;965,44;1;1,0;-;-
".. Cegueira e visão subnormal";1;1;293,90;249,91;43,99;293,90;293,90;8;8,0;-;-
".. Outras doenças do olho e anexos";611;611;540023,11;405855,95;134167,16;883,83;883,83;2174;3,6;1;0,16
"08 Doenças do ouvido e da apófise mastóide";981;982;344113,95;287335,35;56778,60;350,42;350,78;4102;4,2;1;0,10
".. Otite média e outr transt ouvid médio apóf mast";728;728;236723,71;191663,83;45059,88;325,17;325,17;3230;4,4;1;0,14
".. Perda de audição";3;3;45699,93;44990,26;709,67;15233,31;15233,31;3;1,0;-;-
".. Outras doenças do ouvido e da apófise mastóide";250;251;61690,31;50681,26;11009,05;245,78;246,76;869;3,5;-;-
"09 Doenças do aparelho circulatório";79008;79212;191507673,06;161533741,72;29967705,28;2417,66;2423,90;549737;7,0;7697;9,74
".. Febre reumática aguda";178;178;232253,32;189036,77;43216,55;1304,79;1304,79;1235;6,9;8;4,49
".. Doença reumática crônica do coração";296;296;2879559,01;1997907,96;881651,05;9728,24;9728,24;3709;12,5;24;8,11
".. Hipertensão essencial (primária)";4073;4105;1402395,27;1182725,96;219669,31;341,63;344,32;15980;3,9;52;1,28
".. Outras doenças hipertensivas";1710;1710;1019052,65;850305,74;168746,91;595,94;595,94;7313;4,3;60;3,51
".. Infarto agudo do miocárdio";9934;9934;37654260,74;31578830,91;6075369,78;3790,44;3790,44;72429;7,3;1059;10,66
".. Outras doenças isquêmicas do coração";10067;10070;40418012,97;31548819,73;8869020,59;4013,71;4014,90;58035;5,8;271;2,69
".. Embolia pulmonar";810;810;1452834,95;1295211,61;157623,34;1793,62;1793,62;6769;8,4;160;19,75
".. Transtornos de condução e arritmias cardíacas";4636;4637;16860760,30;15288636,98;1572022,72;3636,14;3636,92;24055;5,2;639;13,78
".. Insuficiência cardíaca";15122;15122;25176805,57;22844775,99;2330950,07;1664,91;1664,91;112755;7,5;1753;11,59
".. Outras doenças do coração";2363;2368;8020648,00;6527468,89;1493018,46;3387,10;3394,26;22646;9,6;217;9,18
".. Hemorragia intracraniana";2244;2247;9567503,69;7875187,03;1692316,66;4257,90;4263,59;22355;10,0;550;24,51
".. Infarto cerebral";1744;1744;3126688,60;2772402,08;354286,52;1792,83;1792,83;14619;8,4;278;15,94
".. Acid vascular cerebr não espec hemorrág ou isq";13317;13324;18797172,77;16528816,59;2268145,85;1410,78;1411,52;97495;7,3;1999;15,01
".. Outras doenças cerebrovasculares";950;1061;4350052,54;3769882,92;580169,62;4099,96;4579,00;13036;13,7;96;10,11
".. Arteroesclerose";1448;1448;3269560,89;2817937,48;451623,41;2257,98;2257,98;10968;7,6;55;3,80
".. Outras doenças vasculares periféricas";811;823;1635869,64;1337782,84;298086,80;1987,69;2017,10;6411;7,9;44;5,43
".. Embolia e trombose arteriais";1673;1673;3904339,46;3236373,36;667891,00;2333,74;2333,74;13387;8,0;173;10,34
".. Outras doenças das artérias arteríolas e capil";2133;2133;8107499,83;6853698,55;1250351,28;3800,98;3800,98;14640;6,9;143;6,70
".. Flebite tromboflebite embolia e trombose venosa";3457;3457;2319156,37;2012790,65;306293,67;670,86;670,86;21584;6,2;78;2,26
".. Veias varicosas das extremidades inferiores";928;957;638761,90;475441,78;163320,12;667,46;688,32;5817;6,3;24;2,59
".. Hemorróidas";392;392;135226,69;87222,96;47158,61;344,97;344,97;868;2,2;-;-
".. Outras doenças do aparelho circulatório";722;723;539257,90;462484,94;76772,96;745,86;746,89;3631;5,0;14;1,94
"10 Doenças do aparelho respiratório";106934;106957;113336644,70;98824253,42;14511638,56;1059,65;1059,87;617529;5,8;8194;7,66
".. Faringite aguda e amigdalite aguda";1183;1183;363282,37;315520,74;47761,63;307,09;307,09;3189;2,7;-;-
".. Laringite e traqueíte agudas";1024;1024;340809,82;297698,79;43111,03;332,82;332,82;3196;3,1;2;0,20
".. Outras infecções agudas das vias aéreas super";2223;2223;665914,45;581639,18;84275,27;299,56;299,56;6709;3,0;21;0,94
".. Influenza [gripe]";2045;2045;1533780,69;1338588,52;195192,17;750,02;750,02;8210;4,0;67;3,28
".. Pneumonia";62381;62384;62430574,09;54597053,41;7833222,26;1000,75;1000,79;375060;6,0;5075;8,14
".. Bronquite aguda e bronquiolite aguda";9000;9000;4112215,64;3578907,65;533307,99;456,91;456,91;39159;4,4;34;0,38
".. Sinusite crônica";46;46;45124,66;33441,34;11582,04;980,97;980,97;293;6,4;-;-
".. Outras doenças do nariz e dos seios paranasais";181;181;108923,32;74395,95;34527,37;601,79;601,79;464;2,6;-;-
".. Doenças crônicas das amígdalas e das adenóides";256;256;116510,64;65234,22;51124,60;455,12;455,12;354;1,4;1;0,39
".. Outras doenças do trato respiratório superior";831;831;356696,65;292303,58;64393,07;429,24;429,24;2832;3,4;15;1,81
".. Bronquite enfisema e outr doenç pulm obstr crôn";9277;9292;8488926,71;7773199,05;715727,66;913,57;915,05;54473;5,9;710;7,65
".. Asma";7572;7572;4300478,23;4036442,60;264035,63;567,94;567,94;23894;3,2;39;0,52
".. Bronquiectasia";105;105;193570,60;177576,66;15993,94;1843,53;1843,53;771;7,3;2;1,90
".. Pneumoconiose";42;42;58509,07;50807,53;7701,54;1393,07;1393,07;444;10,6;7;16,67
".. Outras doenças do aparelho respiratório";10768;10773;30221327,76;25611444,20;4609682,36;2805,28;2806,59;98481;9,1;2221;20,63
"11 Doenças do aparelho digestivo";60152;60152;65018681,26;54525485,95;10474190,69;1080,91;1080,91;312065;5,2;3097;5,15
".. Cárie dentária";7;7;3181,49;1855,10;1326,39;454,50;454,50;21;3,0;-;-
".. Outros transtornos dentes e estruturas suporte";373;373;267865,47;188966,37;78899,10;718,14;718,14;1177;3,2;2;0,54
".. Outr doenç cavidade oral glând saliv e maxilar";479;479;279970,92;202259,71;77711,21;584,49;584,49;1497;3,1;-;-
".. Úlcera gástrica e duodenal";917;917;1215101,64;1055898,65;159202,99;1325,08;1325,08;5651;6,2;83;9,05
".. Gastrite e duodenite";2250;2250;579978,38;511062,75;68915,63;257,77;257,77;6941;3,1;22;0,98
".. Outras doenças do esôfago estômago e duodeno";1907;1907;2400457,44;2051921,77;348463,62;1258,76;1258,76;12690;6,7;116;6,08
".. Doenças do apêndice";10689;10689;7271904,94;5187970,45;2083225,99;680,32;680,32;36305;3,4;40;0,37
".. Hérnia inguinal";2224;2224;1413735,74;1033798,80;375781,42;635,67;635,67;5179;2,3;18;0,81
".. Outras hérnias";2040;2040;1749752,78;1363737,07;384443,79;857,72;857,72;6018;3,0;33;1,62
".. Doença de Crohn e colite ulcerativa";324;324;315612,96;276204,65;39408,31;974,11;974,11;2342;7,2;8;2,47
".. Ileo paralítico e obstrução intestinal s/hérnia";3081;3081;7558132,61;6495671,21;1062070,49;2453,14;2453,14;23650;7,7;404;13,11
".. Doença diverticular do intestino";729;729;1350134,82;1176478,48;173656,34;1852,04;1852,04;4784;6,6;59;8,09
".. Outras doenças dos intestinos e peritônio";6536;6536;8190628,65;7003452,35;1185419,90;1253,16;1253,16;35635;5,5;399;6,10
".. Doença alcoólica do fígado";1128;1128;2184155,80;1962128,89;221954,86;1936,31;1936,31;10061;8,9;212;18,79
".. Outras doenças do fígado";3303;3303;10977815,14;9827836,03;1148649,37;3323,59;3323,59;28151;8,5;611;18,50
".. Colelitíase e colecistite";9823;9823;7436279,35;5824185,05;1604287,63;757,03;757,03;51842;5,3;155;1,58
".. Pancreatite aguda e outras doenças do pâncreas";2723;2723;2328510,57;2061531,76;266410,82;855,13;855,13;19744;7,3;139;5,10
".. Outras doenças do aparelho digestivo";11619;11619;9495462,56;8300526,86;1194362,83;817,24;817,24;60377;5,2;796;6,85
