 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Ago/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".... Dengue [dengue clásssico]";3229;3229;1137297,64;935010,89;202214,70;352,21;352,21;10614;3,3;21;0,65
".... Febre hemorrágica devida ao vírus da dengue";262;262;175778,39;150551,30;25227,09;670,91;670,91;1150;4,4;21;8,02
".... Restante outr febr arbovírus febr hemor vírus";233;233;67640,57;57197,42;10443,15;290,30;290,30;1011;4,3;3;1,29
".. Infecções pelo vírus do herpes";135;135;51444,76;41918,23;9526,53;381,07;381,07;662;4,9;1;0,74
".. Varicela e herpes zoster";466;466;429018,72;374595,71;54239,36;920,64;920,64;3293;7,1;36;7,73
".. Sarampo";163;163;50943,15;42833,36;8109,79;312,53;312,53;567;3,5;-;-
".. Hepatite aguda B";74;74;70350,65;60891,67;9458,98;950,68;950,68;584;7,9;8;10,81
".. Outras hepatites virais";275;275;169555,13;145509,24;24045,89;616,56;616,56;1898;6,9;15;5,45
".. Doença pelo vírus da imunodefic humana [HIV]";2116;2160;3622869,80;3224532,19;398337,61;1677,25;1712,13;34649;16,4;243;11,48
".. Caxumba [parotidite epidêmica]";41;41;7785,46;6487,26;1298,20;189,89;189,89;161;3,9;1;2,44
".. Outras doenças virais";1607;1607;1074264,89;908552,49;165712,40;668,49;668,49;8530;5,3;24;1,49
".... Meningite viral";207;207;246635,16;223705,60;22929,56;1191,47;1191,47;1359;6,6;8;3,86
".... Restante de outras doenças virais";1400;1400;827629,73;684846,89;142782,84;591,16;591,16;7171;5,1;16;1,14
".. Micoses";248;248;345456,34;301190,47;44265,87;1392,97;1392,97;2775;11,2;21;8,47
".. Malária";159;159;48090,64;40694,39;7396,25;302,46;302,46;758;4,8;-;-
".... Malária por Plasmodium falciparum";24;24;12733,93;11110,95;1622,98;530,58;530,58;129;5,4;-;-
".... Malária por Plasmodium vivax";110;110;29412,60;24668,55;4744,05;267,39;267,39;427;3,9;-;-
".... Malária por Plasmodium malariae";4;4;1065,91;896,31;169,60;266,48;266,48;11;2,8;-;-
".... Outras formas malária conf exames parasitológ";1;1;55,27;43,65;11,62;55,27;55,27;1;1,0;-;-
".... Malária não especificada";20;20;4822,93;3974,93;848,00;241,15;241,15;190;9,5;-;-
".. Leishmaniose";281;281;135778,44;119472,99;16305,45;483,20;483,20;3376;12,0;8;2,85
".... Leishmaniose visceral";186;186;91564,92;80361,95;11202,97;492,28;492,28;2243;12,1;7;3,76
".... Leishmaniose cutânea";39;39;19058,63;17225,15;1833,48;488,68;488,68;475;12,2;-;-
".... Leishmaniose cutâneo-mucosa";20;20;13799,32;11950,80;1848,52;689,97;689,97;293;14,7;-;-
".... Leishmaniose não especificada";36;36;11355,57;9935,09;1420,48;315,43;315,43;365;10,1;1;2,78
".. Tripanossomíase";54;54;167130,71;148571,00;18559,71;3095,01;3095,01;445;8,2;8;14,81
".. Esquistossomose";17;17;10787,65;9844,75;942,90;634,57;634,57;148;8,7;-;-
".. Equinococose";2;2;927,49;737,85;189,64;463,75;463,75;5;2,5;-;-
".. Filariose";6;6;1889,45;1337,38;552,07;314,91;314,91;22;3,7;-;-
".. Outras helmintíases";56;56;43181,10;32803,08;10378,02;771,09;771,09;333;5,9;-;-
".. Seqüelas de tuberculose";10;11;65202,72;56307,09;8895,63;5927,52;6520,27;107;10,7;-;-
".. Seqüelas de poliomielite";10;14;21433,13;18747,72;2685,41;1530,94;2143,31;205;20,5;-;-
".. Seqüelas de hanseníase [lepra]";15;21;17753,33;14876,95;2876,38;845,40;1183,56;259;17,3;-;-
".. Outras doenças infecciosas e parasitárias";1864;1864;1066208,97;915301,31;150896,10;572,00;572,00;11456;6,1;37;1,98
"02 Neoplasias (tumores)";33971;33990;58191819,39;47921560,13;10269045,93;1712,03;1712,99;227489;6,7;5031;14,81
".. Neoplasia maligna do lábio cavid oral e faringe";1237;1238;1521010,15;1277784,96;243113,35;1228,60;1229,60;8250;6,7;219;17,70
".. Neoplasia maligna do esôfago";1154;1154;1521215,63;1302954,97;218260,66;1318,21;1318,21;7899;6,8;200;17,33
".. Neoplasia maligna do estômago";1857;1857;2926705,75;2492168,69;434537,06;1576,04;1576,04;12398;6,7;344;18,52
".. Neoplasia maligna do cólon";2678;2679;5062883,23;4297646,16;765237,07;1889,84;1890,55;14584;5,4;308;11,50
".. Neopl malig junção retoss reto ânus canal anal";1547;1549;3004154,86;2541500,19;462654,67;1939,42;1941,92;9517;6,2;172;11,12
".. Neopl malig fígado e vias biliares intra-hepát";600;601;926206,81;796759,50;129387,26;1541,11;1543,68;4016;6,7;200;33,33
".. Neoplasia maligna do pâncreas";777;777;1145377,93;976827,35;168550,58;1474,10;1474,10;6244;8,0;226;29,09
".. Outras neoplasias malignas de órgãos digestivos";642;643;1244606,62;1055419,58;188659,97;1935,62;1938,64;5487;8,5;160;24,92
".. Neoplasias malignas de laringe";540;541;564820,08;454751,06;110069,02;1044,03;1045,96;3271;6,1;112;20,74
".. Neoplasia maligna de traquéia brônquios e pulm";1727;1727;1893064,08;1595244,77;297819,31;1096,16;1096,16;12917;7,5;537;31,09
".. Outras neopl malig órg respirat e intratorác";223;223;470742,76;366299,95;104442,81;2110,95;2110,95;1889;8,5;31;13,90
".. Neoplasia maligna do osso e cartilagem articul";485;485;914603,33;759545,29;155058,04;1885,78;1885,78;3645;7,5;43;8,87
".. Neoplasia maligna da pele";213;213;255792,17;199080,53;56711,64;1200,90;1200,90;1085;5,1;32;15,02
".. Outras neoplasias malignas da pele";579;579;623261,50;477079,67;146181,83;1076,44;1076,44;1284;2,2;34;5,87
".. Neopl malig do tecido mesotelial e tec moles";671;671;1610381,29;1285645,42;324735,87;2399,97;2399,97;3606;5,4;58;8,64
".. Neoplasia maligna da mama";2064;2064;2430114,43;1882848,42;547266,01;1177,38;1177,38;10986;5,3;378;18,31
".. Neoplasia maligna do colo do útero";1022;1022;1172217,98;999165,13;173052,85;1146,98;1146,98;6912;6,8;158;15,46
".. Neopl malig outr porções e porç não espec útero";357;357;569663,04;473653,03;96010,01;1595,69;1595,69;2472;6,9;61;17,09
".. Outras neopl malignas órgãos genitais femininos";662;665;1257194,61;1018465,95;238728,66;1890,52;1899,09;4551;6,9;112;16,92
".. Neoplasia maligna da próstata";1240;1243;1702941,97;1369634,65;333307,32;1370,03;1373,34;7722;6,2;233;18,79
".. Outras neopl malignas órgãos genit masculinos";276;276;265772,62;225359,09;40413,53;962,94;962,94;1856;6,7;22;7,97
".. Neoplasia maligna da bexiga";646;646;1148263,90;970111,45;178152,45;1777,50;1777,50;4445;6,9;100;15,48
".. Outras neoplasias malignas do trato urinário";421;421;672570,85;558160,44;114410,41;1597,56;1597,56;2984;7,1;77;18,29
".. Neoplasia maligna dos olhos e anexos";96;96;70667,94;57803,24;12864,70;736,12;736,12;382;4,0;3;3,13
".. Neoplasia maligna do encéfalo";1071;1073;3392980,09;2523098,24;869881,85;3162,14;3168,05;10859;10,1;184;17,18
".. Neopl malig outras partes sistema nerv central";182;182;506148,01;378709,20;127427,25;2781,03;2781,03;1836;10,1;29;15,93
".. Neopl malig outr local mal def secun e não esp";1900;1902;2998712,17;2440887,70;557722,31;1576,61;1578,27;12358;6,5;343;18,05
".. Doença de Hodgkin";264;264;677856,62;589639,90;88216,72;2567,64;2567,64;1741;6,6;12;4,55
".. Linfoma não-Hodgkin";996;996;1949645,10;1754366,47;195278,63;1957,47;1957,47;8140;8,2;113;11,35
".. Leucemia";2070;2072;5626689,92;5111499,44;515190,48;2715,58;2718,21;18827;9,1;161;7,78
".. Outras neopl malig tecidos linfóid hemat e rel";523;523;1448802,62;1272614,21;176188,41;2770,18;2770,18;4864;9,3;79;15,11
".. Carcinoma in situ de colo do útero";110;110;114764,59;86728,23;28036,36;1043,31;1043,31;207;1,9;2;1,82
".. Neoplasia benigna da pele";193;193;80304,10;58364,26;21939,84;416,08;416,08;189;1,0;-;-
".. Neoplasia benigna da mama";59;59;79043,59;50974,50;28069,09;1339,72;1339,72;28;0,5;-;-
".. Leiomioma do útero";1306;1306;942239,42;646638,67;295200,10;721,47;721,47;3952;3,0;1;0,08
".. Neoplasia benigna do ovário";37;37;34533,15;26171,03;8362,12;933,33;933,33;115;3,1;-;-
".. Neoplasia benigna dos órgãos urinários";5;5;8635,44;7157,01;1478,43;1727,09;1727,09;38;7,6;-;-
".. Neopl benig encéfalo e outr part sist nerv cent";226;226;910849,33;636118,41;274730,92;4030,31;4030,31;2886;12,8;12;5,31
".. Outr neopl in situ benigs e comport incert desc";3315;3315;6446381,71;4904683,37;1541698,34;1944,61;1944,61;23047;7,0;275;8,30
"03 Doenças sangue órgãos hemat e transt imunitár";8353;8353;5249142,87;4695784,30;553113,08;628,41;628,41;48521;5,8;414;4,96
".. Anemia por deficiência de ferro";855;855;331743,01;295188,41;36554,60;388,00;388,00;4014;4,7;32;3,74
".. Outras anemias";6068;6068;3849786,33;3452234,28;397306,56;634,44;634,44;35225;5,8;314;5,17
".. Afecç hemorrág e outr doenç sang e órg hematop";1389;1389;968697,57;864219,42;104478,15;697,41;697,41;9127;6,6;68;4,90
".. Alguns transtornos envolvendo mecanismo imunit";41;41;98915,96;84142,19;14773,77;2412,58;2412,58;155;3,8;-;-
"04 Doenças endócrinas nutricionais e metabólicas";17830;17830;13421454,82;11331664,56;2086862,64;752,75;752,75;108198;6,1;1192;6,69
".. Transtornos tireoidianos relac deficiência iodo";12;12;7419,37;5710,70;1708,67;618,28;618,28;42;3,5;-;-
".. Tireotoxicose";33;33;18777,94;15741,18;3036,76;569,03;569,03;231;7,0;1;3,03
".. Outros transtornos tireoidianos";106;106;57631,37;45750,27;11881,10;543,69;543,69;542;5,1;-;-
".. Diabetes mellitus";11238;11238;8672361,57;7449733,26;1219812,53;771,70;771,70;70909;6,3;514;4,57
".. Desnutrição";2491;2491;2059154,79;1722634,94;336408,01;826,64;826,64;18109;7,3;377;15,13
".. Deficiência de vitamina A";2;2;1434,92;1354,58;80,34;717,46;717,46;6;3,0;-;-
".. Outras deficiências vitamínicas";6;6;3351,58;3167,14;184,44;558,60;558,60;30;5,0;-;-
".. Seqüelas de desnutrição e de outras defic nutr";1;1;4515,13;3976,15;538,98;4515,13;4515,13;9;9,0;-;-
".. Obesidade";167;167;792950,71;539072,83;253877,88;4748,21;4748,21;609;3,6;2;1,20
".. Depleção de volume";1570;1570;306213,53;262338,08;43875,45;195,04;195,04;4931;3,1;111;7,07
".. Outros transt endócrinos nutricionais metabólic";2204;2204;1497643,91;1282185,43;215458,48;679,51;679,51;12780;5,8;187;8,48
"05 Transtornos mentais e comportamentais";17393;24031;22255958,97;19589213,36;2666685,56;926,14;1279,59;382600;22,0;108;0,62
".. Demência";165;235;267559,10;245658,03;21901,07;1138,55;1621,57;3910;23,7;19;11,52
".. Transt mentais e comportamentais dev uso álcool";2673;3381;2919182,25;2563562,59;355619,66;863,41;1092,10;49064;18,4;33;1,23
".. Transt ment comport dev uso outr subst psicoat";2960;3836;3396416,12;2981768,10;414648,02;885,41;1147,44;55928;18,9;15;0,51
".. Esquizofrenia transt esquizotípicos e delirant";5563;9031;9816736,93;8639860,65;1176876,28;1087,00;1764,65;169019;30,4;18;0,32
".. Transtornos de humor [afetivos]";4403;5260;3997129,43;3520353,86;476715,52;759,91;907,82;69771;15,8;8;0,18
".. Transt neurót e relacionados com stress somatof";191;206;94816,49;83586,78;11229,71;460,27;496,42;1590;8,3;-;-
".. Retardo mental";269;597;720494,59;633671,50;86823,09;1206,86;2678,42;13521;50,3;4;1,49
".. Outros transtornos mentais e comportamentais";1169;1485;1043624,06;920751,85;122872,21;702,78;892,75;19797;16,9;11;0,94
"06 Doenças do sistema nervoso";12755;13191;19179307,58;16094208,03;3085015,94;1453,97;1503,67;108018;8,5;759;5,95
".. Doenças inflamatórias do sistema nervoso centr";740;747;1787815,59;1526056,87;261686,67;2393,33;2415,97;10566;14,3;72;9,73
".... Meningite bacteriana não classif outra parte";352;352;917967,15;815366,18;102528,92;2607,86;2607,86;4181;11,9;34;9,66
".... Mening em doenç infec/parasit class outr part";2;2;2392,94;2149,66;243,28;1196,47;1196,47;27;13,5;2;100,00
".... Mening dev outras causas e causas não especif";24;24;48528,93;38657,56;9871,37;2022,04;2022,04;271;11,3;3;12,50
".... Restante doenças inflamat sist nervoso centr";362;369;818926,57;669883,47;149043,10;2219,31;2262,23;6087;16,8;33;9,12
".. Doença de Parkinson";57;62;79277,92;73105,04;6172,88;1278,68;1390,84;499;8,8;7;12,28
".. Doença de Alzheimer";125;138;125645,41;115031,38;10614,03;910,47;1005,16;1422;11,4;33;26,40
".. Esclerose múltiplas";186;186;120066,92;107230,27;12836,65;645,52;645,52;969;5,2;6;3,23
".. Epilepsia";4460;4470;2721417,09;2320126,63;401278,90;608,82;610,18;22231;5,0;116;2,60
".. Enxaqueca e outras síndromes de algias cefálic";954;954;405780,48;364622,76;41157,72;425,35;425,35;3486;3,7;8;0,84
".. Acid vascular cerebr isquêm transit e síndr cor";1761;1761;1805610,14;1600655,67;204954,47;1025,33;1025,33;11697;6,6;168;9,54
".. Transtornos dos nervos raízes e plexos nervosos";614;614;471656,91;324461,13;147195,78;768,17;768,17;1763;2,9;7;1,14
".. Paralisia cerebral e outras síndromes paralít";152;201;718794,73;622679,59;96115,14;3576,09;4728,91;3778;24,9;9;5,92
".. Outras doenças do sistema nervoso";3706;4058;10943242,39;9040238,69;1903003,70;2696,71;2952,84;51607;13,9;333;8,99
"07 Doenças do olho e anexos";1656;1656;2179054,49;1581938,01;597116,48;1315,85;1315,85;3129;1,9;1;0,06
".. Inflamação da pálpebra";21;21;4024,56;3338,21;686,35;191,65;191,65;84;4,0;-;-
".. Conjuntivite e outros transtornos da conjuntiva";27;27;11259,26;8741,51;2517,75;417,01;417,01;53;2,0;-;-
".. Ceratite e outros transtornos esclerót e córnea";198;198;273584,38;127948,82;145635,56;1381,74;1381,74;547;2,8;-;-
".. Catarata e outros transtornos do cristalino";287;287;263981,11;206749,87;57231,24;919,79;919,79;55;0,2;-;-
".. Descolamentos e defeitos da retina";327;327;1013935,76;772859,58;241076,18;3100,72;3100,72;316;1,0;-;-
".. Glaucoma";115;115;86142,32;63687,55;22454,77;749,06;749,06;82;0,7;-;-
".. Estrabismo";20;20;19568,18;14345,60;5222,58;978,41;978,41;30;1,5;-;-
".. Transtornos da refração e da acomodação";1;1;40,38;30,47;9,91;40,38;40,38;-;-;-;-
".. Cegueira e visão subnormal";7;7;3163,94;1865,55;1298,39;451,99;451,99;14;2,0;-;-
".. Outras doenças do olho e anexos";653;653;503354,60;382370,85;120983,75;770,83;770,83;1948;3,0;1;0,15
"08 Doenças do ouvido e da apófise mastóide";987;987;517720,17;448496,15;69224,02;524,54;524,54;4797;4,9;5;0,51
".. Otite média e outr transt ouvid médio apóf mast";729;729;267232,38;211326,78;55905,60;366,57;366,57;3494;4,8;4;0,55
".. Perda de audição";8;8;182919,24;180076,86;2842,38;22864,90;22864,90;15;1,9;-;-
".. Outras doenças do ouvido e da apófise mastóide";250;250;67568,55;57092,51;10476,04;270,27;270,27;1288;5,2;1;0,40
"09 Doenças do aparelho circulatório";86777;87002;203133229,17;171645499,10;31484312,93;2334,81;2340,86;600232;6,9;8923;10,28
".. Febre reumática aguda";114;115;106855,12;86307,39;20547,73;929,17;937,33;816;7,2;7;6,14
".. Doença reumática crônica do coração";324;324;3185656,44;2262388,55;923267,89;9832,27;9832,27;3987;12,3;23;7,10
".. Hipertensão essencial (primária)";4549;4579;1546733,29;1305823,00;240910,29;337,79;340,02;17096;3,8;94;2,07
".. Outras doenças hipertensivas";1731;1732;1075183,98;897786,56;177321,62;620,78;621,13;6841;4,0;68;3,93
".. Infarto agudo do miocárdio";11145;11145;40061932,03;33789045,49;6272448,34;3594,61;3594,61;82905;7,4;1230;11,04
".. Outras doenças isquêmicas do coração";10425;10427;40422468,31;31374876,44;9047491,27;3876,71;3877,45;56878;5,5;326;3,13
".. Embolia pulmonar";832;832;1445727,38;1291181,45;154545,93;1737,65;1737,65;7412;8,9;115;13,82
".. Transtornos de condução e arritmias cardíacas";4966;4967;16995048,04;15432529,00;1562274,78;3421,59;3422,28;23805;4,8;860;17,32
".. Insuficiência cardíaca";17638;17638;28208583,01;25674955,46;2532377,65;1599,31;1599,31;135923;7,7;2154;12,21
".. Outras doenças do coração";2561;2565;8390892,75;6802566,03;1587941,63;3271,30;3276,41;23255;9,1;199;7,77
".. Hemorragia intracraniana";2498;2500;10487248,77;8661536,69;1825712,08;4194,90;4198,26;24684;9,9;584;23,38
".. Infarto cerebral";2084;2084;3822918,55;3409914,35;413004,20;1834,41;1834,41;17074;8,2;323;15,50
".. Acid vascular cerebr não espec hemorrág ou isq";14257;14260;19750871,50;17354638,31;2396036,67;1385,05;1385,35;101028;7,1;2220;15,57
".. Outras doenças cerebrovasculares";965;1097;3771437,16;3261650,08;509787,08;3437,96;3908,23;13183;13,7;105;10,88
".. Arteroesclerose";1662;1662;3617611,94;3125172,08;492439,86;2176,66;2176,66;13003;7,8;61;3,67
".. Outras doenças vasculares periféricas";1026;1037;2004712,11;1654672,46;350039,65;1933,18;1953,91;7933;7,7;60;5,85
".. Embolia e trombose arteriais";1898;1898;4693318,65;3910657,27;782661,38;2472,77;2472,77;15190;8,0;159;8,38
".. Outras doenças das artérias arteríolas e capil";2475;2475;9823823,36;8235069,42;1588753,94;3969,22;3969,22;16799;6,8;195;7,88
".. Flebite tromboflebite embolia e trombose venosa";3599;3599;2370233,32;2068256,42;301626,56;658,58;658,58;22151;6,2;99;2,75
".. Veias varicosas das extremidades inferiores";837;874;649821,79;481224,68;168597,11;743,50;776,37;5860;7,0;19;2,27
".. Hemorróidas";448;448;153782,95;100380,13;53138,23;343,27;343,27;880;2,0;2;0,45
".. Outras doenças do aparelho circulatório";743;744;548368,72;464867,84;83389,04;737,05;738,05;3529;4,7;20;2,69
"10 Doenças do aparelho respiratório";97488;97525;110503556,21;96388835,35;14113440,81;1133,08;1133,51;598516;6,1;8978;9,21
".. Faringite aguda e amigdalite aguda";1004;1004;302758,37;263168,15;39590,22;301,55;301,55;3118;3,1;-;-
".. Laringite e traqueíte agudas";748;748;169200,29;148127,90;21072,39;226,20;226,20;2108;2,8;2;0,27
".. Outras infecções agudas das vias aéreas super";1895;1895;530337,25;462413,13;67924,12;279,86;279,86;6115;3,2;25;1,32
".. Influenza [gripe]";1549;1549;1319817,18;1144314,73;175502,45;852,04;852,04;6628;4,3;68;4,39
".. Pneumonia";56676;56678;60688584,61;53126367,33;7561949,46;1070,76;1070,80;361418;6,4;5674;10,01
".. Bronquite aguda e bronquiolite aguda";5340;5340;2649172,95;2305188,51;343984,44;496,10;496,10;24215;4,5;33;0,62
".. Sinusite crônica";44;44;37671,20;25641,26;12029,94;856,16;856,16;175;4,0;-;-
".. Outras doenças do nariz e dos seios paranasais";233;233;129832,21;84095,87;45736,34;557,22;557,22;414;1,8;-;-
".. Doenças crônicas das amígdalas e das adenóides";273;273;101324,89;52521,82;48368,95;371,15;371,15;356;1,3;-;-
".. Outras doenças do trato respiratório superior";931;931;406461,74;329395,04;77066,70;436,59;436,59;3082;3,3;11;1,18
".. Bronquite enfisema e outr doenç pulm obstr crôn";10308;10331;9853389,38;9020582,26;832444,52;953,77;955,90;67275;6,5;854;8,28
".. Asma";7431;7431;4281193,69;4019416,20;261777,49;576,13;576,13;23689;3,2;49;0,66
".. Bronquiectasia";80;80;109846,59;97189,01;12657,58;1373,08;1373,08;836;10,4;1;1,25
".. Pneumoconiose";58;59;83836,88;73852,16;9984,72;1420,96;1445,46;400;6,9;15;25,86
".. Outras doenças do aparelho respiratório";10918;10929;29840128,98;25236561,98;4603351,49;2730,36;2733,11;98687;9,0;2246;20,57
"11 Doenças do aparelho digestivo";60972;60973;65915050,70;55353089,99;10542550,12;1081,05;1081,07;309386;5,1;3275;5,37
".. Cárie dentária";10;10;3401,88;1618,81;1783,07;340,19;340,19;14;1,4;-;-
".. Outros transtornos dentes e estruturas suporte";445;445;231459,72;165020,29;66439,43;520,13;520,13;1265;2,8;-;-
".. Outr doenç cavidade oral glând saliv e maxilar";541;541;318377,26;235471,20;82906,06;588,50;588,50;1796;3,3;2;0,37
".. Úlcera gástrica e duodenal";974;974;1417045,76;1222679,20;194366,56;1454,87;1454,87;5870;6,0;106;10,88
".. Gastrite e duodenite";2357;2357;576196,09;505443,24;70752,85;244,46;244,46;7347;3,1;23;0,98
".. Outras doenças do esôfago estômago e duodeno";1884;1884;2142828,83;1827818,02;313932,20;1137,38;1137,38;11563;6,1;113;6,00
".. Doenças do apêndice";10300;10300;6869270,32;4884520,97;1983357,44;666,92;666,92;33996;3,3;24;0,23
".. Hérnia inguinal";2411;2411;1599190,36;1179271,34;418103,08;663,29;663,29;5717;2,4;25;1,04
".. Outras hérnias";2272;2272;1999577,31;1556400,38;441995,88;880,10;880,10;6840;3,0;39;1,72
".. Doença de Crohn e colite ulcerativa";302;302;264667,79;234674,13;29993,66;876,38;876,38;2125;7,0;11;3,64
".. Ileo paralítico e obstrução intestinal s/hérnia";2991;2991;7134123,66;6140023,76;993849,90;2385,20;2385,20;22072;7,4;372;12,44
".. Doença diverticular do intestino";779;779;1458106,50;1274440,78;183296,54;1871,77;1871,77;4796;6,2;53;6,80
".. Outras doenças dos intestinos e peritônio";6657;6657;8626609,19;7354838,44;1269427,83;1295,87;1295,87;36030;5,4;444;6,67
".. Doença alcoólica do fígado";1191;1191;2190481,11;1967419,63;223061,48;1839,19;1839,19;9908;8,3;232;19,48
".. Outras doenças do fígado";3388;3389;11841448,73;10621027,01;1220361,67;3494,08;3495,11;29001;8,6;640;18,89
".. Colelitíase e colecistite";10054;10054;7660451,00;6032142,72;1618993,96;761,93;761,93;51257;5,1;168;1,67
".. Pancreatite aguda e outras doenças do pâncreas";2876;2876;2147183,61;1900265,92;246917,69;746,59;746,59;20350;7,1;168;5,84
".. Outras doenças do aparelho digestivo";11540;11540;9434631,58;8250014,15;1183010,82;817,56;817,56;59439;5,2;855;7,41
"12 Doenças da pele e do tecido subcutâneo";16528;16621;11085040,00;8919399,31;2153162,22;666,93;670,68;103997;6,3;353;2,14
".. Infecções da pele e do tecido subcutâneo";7731;7731;4080861,95;3427010,25;653851,70;527,86;527,86;45220;5,8;82;1,06
