 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Mar/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Raiva";4;4;19873,59;17219,90;2653,69;4968,40;4968,40;78;19,5;-;-
".. Encefalite viral";197;197;486329,28;434075,53;52253,75;2468,68;2468,68;2310;11,7;10;5,08
".. Febre amarela";8;8;16660,56;14525,81;2134,75;2082,57;2082,57;71;8,9;-;-
".. Outras febre p/arbovírus e febr hemorr p/vírus";5025;5025;1916743,48;1581810,50;334788,88;381,44;381,44;15638;3,1;39;0,78
".... Dengue [dengue clásssico]";4445;4445;1630563,20;1338574,88;291844,22;366,83;366,83;13565;3,1;23;0,52
".... Febre hemorrágica devida ao vírus da dengue";315;315;201694,00;171406,67;30287,33;640,30;640,30;1169;3,7;13;4,13
".... Restante outr febr arbovírus febr hemor vírus";265;265;84486,28;71828,95;12657,33;318,82;318,82;904;3,4;3;1,13
".. Infecções pelo vírus do herpes";117;117;46761,25;36911,79;9849,46;399,67;399,67;523;4,5;-;-
".. Varicela e herpes zoster";411;412;313847,12;272993,08;40854,04;761,76;763,62;2529;6,2;19;4,62
".. Sarampo";6;6;1453,76;1214,48;239,28;242,29;242,29;25;4,2;-;-
".. Hepatite aguda B";75;75;104454,92;93312,50;11142,42;1392,73;1392,73;732;9,8;17;22,67
".. Outras hepatites virais";243;243;225362,28;200679,86;24682,42;927,42;927,42;1641;6,8;14;5,76
".. Doença pelo vírus da imunodefic humana [HIV]";2020;2042;3286135,32;2918097,14;368038,18;1609,27;1626,80;34336;17,0;238;11,78
".. Caxumba [parotidite epidêmica]";39;39;7940,57;6504,23;1436,34;203,60;203,60;130;3,3;-;-
".. Outras doenças virais";1614;1614;1024427,36;870721,47;153705,89;634,71;634,71;8724;5,4;19;1,18
".... Meningite viral";263;263;287369,25;260681,59;26687,66;1092,66;1092,66;1945;7,4;6;2,28
".... Restante de outras doenças virais";1351;1351;737058,11;610039,88;127018,23;545,56;545,56;6779;5,0;13;0,96
".. Micoses";314;314;324837,67;287747,29;37090,38;1034,51;1034,51;2909;9,3;13;4,14
".. Malária";129;129;47365,79;39868,03;7497,76;367,18;367,18;582;4,5;2;1,55
".... Malária por Plasmodium falciparum";13;13;3996,87;3391,41;605,46;307,45;307,45;69;5,3;-;-
".... Malária por Plasmodium vivax";93;93;34603,96;29368,16;5235,80;372,09;372,09;416;4,5;2;2,15
".... Malária por Plasmodium malariae";5;5;3447,85;2627,57;820,28;689,57;689,57;26;5,2;-;-
".... Outras formas malária conf exames parasitológ";1;1;237,21;194,81;42,40;237,21;237,21;2;2,0;-;-
".... Malária não especificada";17;17;5079,90;4286,08;793,82;298,82;298,82;69;4,1;-;-
".. Leishmaniose";299;299;139512,89;121668,13;17844,76;466,60;466,60;3736;12,5;8;2,68
".... Leishmaniose visceral";165;165;88110,04;77085,54;11024,50;534,00;534,00;2202;13,3;4;2,42
".... Leishmaniose cutânea";70;70;25954,07;22441,19;3512,88;370,77;370,77;822;11,7;-;-
".... Leishmaniose cutâneo-mucosa";18;18;6798,80;5825,91;972,89;377,71;377,71;244;13,6;1;5,56
".... Leishmaniose não especificada";46;46;18649,98;16315,49;2334,49;405,43;405,43;468;10,2;3;6,52
".. Tripanossomíase";34;34;61047,41;53425,04;7622,37;1795,51;1795,51;318;9,4;3;8,82
".. Esquistossomose";25;25;8644,83;7402,31;1242,52;345,79;345,79;149;6,0;1;4,00
".. Filariose";4;4;2175,98;1945,21;230,77;544,00;544,00;35;8,8;-;-
".. Outras helmintíases";70;70;47782,46;36413,89;11368,57;682,61;682,61;344;4,9;-;-
".. Seqüelas de tuberculose";8;8;42892,87;37790,17;5102,70;5361,61;5361,61;39;4,9;-;-
".. Seqüelas de poliomielite";11;15;20532,41;17161,42;3350,99;1368,83;1866,58;184;16,7;-;-
".. Seqüelas de hanseníase [lepra]";18;24;22830,53;18748,11;4082,42;951,27;1268,36;317;17,6;-;-
".. Outras doenças infecciosas e parasitárias";1953;1953;1128718,66;971799,66;156919,00;577,94;577,94;11564;5,9;61;3,12
"02 Neoplasias (tumores)";32903;32920;55751490,67;45883029,97;9860229,82;1693,54;1694,42;221484;6,7;4866;14,79
".. Neoplasia maligna do lábio cavid oral e faringe";1247;1248;1563274,38;1301443,08;261831,30;1252,62;1253,63;8262;6,6;211;16,92
".. Neoplasia maligna do esôfago";1133;1136;1343663,98;1149330,62;194333,36;1182,80;1185,93;7711;6,8;221;19,51
".. Neoplasia maligna do estômago";1734;1735;2821471,86;2414800,90;406568,80;1626,21;1627,15;11137;6,4;340;19,61
".. Neoplasia maligna do cólon";2742;2742;5439233,05;4614009,62;825223,43;1983,67;1983,67;15247;5,6;278;10,14
".. Neopl malig junção retoss reto ânus canal anal";1505;1505;2985705,93;2525127,59;460578,34;1983,86;1983,86;9189;6,1;170;11,30
".. Neopl malig fígado e vias biliares intra-hepát";534;535;695501,64;597461,01;98040,63;1300,00;1302,44;3667;6,9;174;32,58
".. Neoplasia maligna do pâncreas";681;681;915387,80;778094,70;136983,78;1344,18;1344,18;4927;7,2;178;26,14
".. Outras neoplasias malignas de órgãos digestivos";643;644;1105437,87;934203,19;169653,47;1716,52;1719,19;5236;8,1;183;28,46
".. Neoplasias malignas de laringe";562;562;642956,91;512473,71;129876,03;1144,05;1144,05;3628;6,5;96;17,08
".. Neoplasia maligna de traquéia brônquios e pulm";1672;1673;2008835,72;1704812,89;304022,83;1200,74;1201,46;13541;8,1;499;29,84
".. Outras neopl malig órg respirat e intratorác";264;264;507765,89;394905,41;112860,48;1923,36;1923,36;2142;8,1;53;20,08
".. Neoplasia maligna do osso e cartilagem articul";438;439;797029,69;663308,35;132992,40;1815,56;1819,70;3065;7,0;38;8,68
".. Neoplasia maligna da pele";222;222;205987,37;165223,75;40763,62;927,87;927,87;1001;4,5;43;19,37
".. Outras neoplasias malignas da pele";620;620;611258,47;467957,03;143301,44;985,90;985,90;1273;2,1;24;3,87
".. Neopl malig do tecido mesotelial e tec moles";617;617;1389524,25;1108274,51;281249,74;2252,07;2252,07;3989;6,5;73;11,83
".. Neoplasia maligna da mama";2092;2093;2464239,73;1862853,31;601386,42;1177,37;1177,93;11275;5,4;372;17,78
".. Neoplasia maligna do colo do útero";1047;1047;1190093,33;1019280,28;170813,05;1136,67;1136,67;7943;7,6;175;16,71
".. Neopl malig outr porções e porç não espec útero";336;336;452167,36;370000,41;82166,95;1345,74;1345,74;2224;6,6;65;19,35
".. Outras neopl malignas órgãos genitais femininos";604;604;1086415,87;883968,81;202447,06;1798,70;1798,70;4179;6,9;99;16,39
".. Neoplasia maligna da próstata";1338;1341;1956839,92;1574534,18;381343,43;1459,24;1462,51;8613;6,4;240;17,94
".. Outras neopl malignas órgãos genit masculinos";275;275;242062,22;202695,84;39366,38;880,23;880,23;1658;6,0;32;11,64
".. Neoplasia maligna da bexiga";591;591;837773,95;701947,78;135466,03;1417,55;1417,55;3963;6,7;79;13,37
".. Outras neoplasias malignas do trato urinário";394;394;591686,53;486008,18;105678,35;1501,74;1501,74;2781;7,1;57;14,47
".. Neoplasia maligna dos olhos e anexos";62;62;56607,12;44792,22;11814,90;913,02;913,02;192;3,1;5;8,06
".. Neoplasia maligna do encéfalo";940;942;2889785,12;2142754,42;747030,70;3067,71;3074,24;9580;10,2;141;15,00
".. Neopl malig outras partes sistema nerv central";178;178;625502,61;481945,96;143556,65;3514,06;3514,06;2010;11,3;29;16,29
".. Neopl malig outr local mal def secun e não esp";1815;1816;2915745,53;2356628,76;559040,97;1605,59;1606,47;12709;7,0;338;18,62
".. Doença de Hodgkin";250;250;424255,08;368673,36;55581,72;1697,02;1697,02;1564;6,3;14;5,60
".. Linfoma não-Hodgkin";971;971;1621606,32;1460094,01;161512,31;1670,04;1670,04;6856;7,1;105;10,81
".. Leucemia";2056;2056;5672808,48;5156538,90;516269,58;2759,15;2759,15;18022;8,8;175;8,51
".. Outras neopl malig tecidos linfóid hemat e rel";514;514;1412880,20;1242589,77;170290,43;2748,79;2748,79;4594;8,9;69;13,42
".. Carcinoma in situ de colo do útero";89;89;115612,53;86813,44;28799,09;1299,02;1299,02;144;1,6;-;-
".. Neoplasia benigna da pele";192;192;90632,86;66549,91;24082,95;472,05;472,05;281;1,5;-;-
".. Neoplasia benigna da mama";46;46;49176,27;30882,18;18294,09;1069,05;1069,05;28;0,6;-;-
".. Leiomioma do útero";1139;1139;875841,77;602768,35;270059,43;768,96;768,96;3672;3,2;2;0,18
".. Neoplasia benigna do ovário";45;45;35395,89;26670,38;8725,51;786,58;786,58;131;2,9;-;-
".. Neoplasia benigna dos órgãos urinários";8;8;10921,75;9111,87;1809,88;1365,22;1365,22;33;4,1;1;12,50
".. Neopl benig encéfalo e outr part sist nerv cent";192;192;854118,65;614671,54;239447,11;4448,53;4448,53;2883;15,0;10;5,21
".. Outr neopl in situ benigs e comport incert desc";3115;3116;6246286,77;4758829,75;1486967,18;2004,58;2005,23;22134;7,1;277;8,89
"03 Doenças sangue órgãos hemat e transt imunitár";8466;8466;5557466,06;4968474,79;587709,62;656,45;656,45;47108;5,6;408;4,82
".. Anemia por deficiência de ferro";913;913;348874,72;312427,82;36386,85;382,12;382,12;4266;4,7;40;4,38
".. Outras anemias";6097;6097;3923384,95;3506353,81;415845,34;643,49;643,49;33508;5,5;312;5,12
".. Afecç hemorrág e outr doenç sang e órg hematop";1394;1394;1178307,71;1058906,99;119364,92;845,27;845,27;9205;6,6;56;4,02
".. Alguns transtornos envolvendo mecanismo imunit";62;62;106898,68;90786,17;16112,51;1724,17;1724,17;129;2,1;-;-
"04 Doenças endócrinas nutricionais e metabólicas";17669;17670;12874900,33;10939322,85;1933834,53;728,63;728,67;105680;6,0;1037;5,87
".. Transtornos tireoidianos relac deficiência iodo";12;12;17083,91;13702,27;3381,64;1423,66;1423,66;77;6,4;-;-
".. Tireotoxicose";42;42;23948,71;20224,11;3724,60;570,21;570,21;261;6,2;2;4,76
".. Outros transtornos tireoidianos";110;110;60761,38;48752,72;12008,66;552,38;552,38;572;5,2;4;3,64
".. Diabetes mellitus";10599;10599;8310678,53;7125704,14;1183495,38;784,10;784,10;65970;6,2;428;4,04
".. Desnutrição";2689;2689;2068711,30;1735667,97;332971,28;769,32;769,32;19749;7,3;377;14,02
".. Deficiência de vitamina A";3;3;2299,12;2146,00;153,12;766,37;766,37;17;5,7;-;-
".. Outras deficiências vitamínicas";7;7;5666,35;3750,14;1916,21;809,48;809,48;29;4,1;-;-
".. Obesidade";117;118;405354,59;273680,42;131674,17;3435,21;3464,57;485;4,1;-;-
".. Depleção de volume";1869;1869;365413,69;314621,67;50792,02;195,51;195,51;5889;3,2;81;4,33
".. Outros transt endócrinos nutricionais metabólic";2221;2221;1614982,75;1401073,41;213717,45;727,14;727,14;12631;5,7;145;6,53
"05 Transtornos mentais e comportamentais";16813;23826;22281435,92;19624573,30;2656862,62;935,17;1325,25;388396;23,1;69;0,41
".. Demência";172;237;259044,97;236741,23;22303,74;1093,02;1506,08;3907;22,7;8;4,65
".. Transt mentais e comportamentais dev uso álcool";2581;3332;2951253,09;2593226,49;358026,60;885,73;1143,45;49782;19,3;19;0,74
".. Transt ment comport dev uso outr subst psicoat";3086;3947;3350697,38;2943809,28;406888,10;848,92;1085,77;56654;18,4;7;0,23
".. Esquizofrenia transt esquizotípicos e delirant";5261;9073;10096972,19;8892096,09;1204876,10;1112,86;1919,21;175362;33,3;13;0,25
".. Transtornos de humor [afetivos]";4137;4960;3781012,92;3336053,27;444959,65;762,30;913,95;67509;16,3;12;0,29
".. Transt neurót e relacionados com stress somatof";218;233;79030,90;69792,07;9238,83;339,19;362,53;1583;7,3;1;0,46
".. Retardo mental";273;613;706303,52;621350,96;84952,56;1152,21;2587,19;13484;49,4;2;0,73
".. Outros transtornos mentais e comportamentais";1085;1431;1057120,95;931503,91;125617,04;738,73;974,31;20115;18,5;7;0,65
"06 Doenças do sistema nervoso";12160;12547;17484556,57;14731994,14;2752550,87;1393,52;1437,87;100390;8,3;678;5,58
".. Doenças inflamatórias do sistema nervoso centr";626;631;1422165,53;1209917,39;212248,14;2253,83;2271,83;8146;13,0;54;8,63
".... Meningite bacteriana não classif outra parte";282;282;623807,72;553282,94;70524,78;2212,08;2212,08;2691;9,5;24;8,51
".... Mening em doenç infec/parasit class outr part";4;4;8218,79;7400,80;817,99;2054,70;2054,70;49;12,3;-;-
".... Mening dev outras causas e causas não especif";22;22;14015,06;12352,78;1662,28;637,05;637,05;97;4,4;1;4,55
".... Restante doenças inflamat sist nervoso centr";318;323;776123,96;636880,87;139243,09;2402,86;2440,64;5309;16,7;29;9,12
".. Doença de Parkinson";55;59;153123,86;143449,18;9674,68;2595,32;2784,07;413;7,5;3;5,45
".. Doença de Alzheimer";100;115;116997,46;106586,15;10411,31;1017,37;1169,97;1316;13,2;26;26,00
".. Esclerose múltiplas";213;213;134168,35;117755,62;16412,73;629,90;629,90;1210;5,7;6;2,82
".. Epilepsia";4151;4161;2555627,32;2189574,04;366041,72;614,19;615,67;21156;5,1;98;2,36
".. Enxaqueca e outras síndromes de algias cefálic";957;957;360627,82;321010,46;39617,36;376,83;376,83;3255;3,4;6;0,63
".. Acid vascular cerebr isquêm transit e síndr cor";1748;1749;2007982,04;1794617,65;213364,39;1148,07;1148,73;12375;7,1;170;9,73
".. Transtornos dos nervos raízes e plexos nervosos";584;584;446214,98;315680,21;130534,77;764,07;764,07;1876;3,2;10;1,71
".. Paralisia cerebral e outras síndromes paralít";131;174;572221,62;495504,63;76716,99;3288,63;4368,10;3212;24,5;4;3,05
".. Outras doenças do sistema nervoso";3595;3904;9715427,59;8037898,81;1677528,78;2488,58;2702,48;47431;13,2;301;8,37
"07 Doenças do olho e anexos";1455;1455;1956694,37;1417798,85;538895,52;1344,81;1344,81;3127;2,1;2;0,14
".. Inflamação da pálpebra";14;14;2543,59;2087,00;456,59;181,69;181,69;67;4,8;-;-
".. Conjuntivite e outros transtornos da conjuntiva";31;31;10584,04;7457,58;3126,46;341,42;341,42;72;2,3;-;-
".. Ceratite e outros transtornos esclerót e córnea";183;183;239766,98;115120,04;124646,94;1310,20;1310,20;413;2,3;-;-
".. Catarata e outros transtornos do cristalino";201;201;175924,41;129541,62;46382,79;875,25;875,25;101;0,5;-;-
".. Descolamentos e defeitos da retina";241;241;795319,10;607856,49;187462,61;3300,08;3300,08;103;0,4;-;-
".. Glaucoma";90;90;79094,67;58233,57;20861,10;878,83;878,83;51;0,6;-;-
".. Estrabismo";14;14;12336,77;8745,08;3591,69;881,20;881,20;28;2,0;-;-
".. Transtornos da refração e da acomodação";1;1;157,66;146,78;10,88;157,66;157,66;2;2,0;-;-
".. Cegueira e visão subnormal";4;4;2925,58;2058,44;867,14;731,39;731,39;15;3,8;-;-
".. Outras doenças do olho e anexos";676;676;638041,57;486552,25;151489,32;943,85;943,85;2275;3,4;2;0,30
"08 Doenças do ouvido e da apófise mastóide";991;992;625909,00;556145,88;69763,12;630,96;631,59;4157;4,2;4;0,40
".. Otite média e outr transt ouvid médio apóf mast";723;723;238728,99;183439,17;55289,82;330,19;330,19;3104;4,3;2;0,28
".. Perda de audição";10;10;274263,48;270246,55;4016,93;27426,35;27426,35;23;2,3;-;-
".. Outras doenças do ouvido e da apófise mastóide";258;259;112916,53;102460,16;10456,37;435,97;437,66;1030;4,0;2;0,78
"09 Doenças do aparelho circulatório";77115;77321;188471548,51;158736460,46;29730121,36;2437,52;2444,03;544570;7,1;7308;9,48
".. Febre reumática aguda";140;140;112867,20;98033,02;14834,18;806,19;806,19;975;7,0;2;1,43
".. Doença reumática crônica do coração";289;291;2930515,76;2094867,98;835647,78;10070,50;10140,19;3701;12,8;29;10,03
".. Hipertensão essencial (primária)";4114;4150;1413591,71;1195883,15;217708,56;340,62;343,61;17367;4,2;60;1,46
".. Outras doenças hipertensivas";1698;1702;1122115,04;930025,63;192089,41;659,29;660,85;6947;4,1;59;3,47
".. Infarto agudo do miocárdio";9435;9435;34941357,64;29398060,72;5542782,36;3703,38;3703,38;70403;7,5;943;9,99
".. Outras doenças isquêmicas do coração";9639;9640;39214032,23;30445758,04;8767972,39;4067,85;4068,27;56497;5,9;285;2,96
".. Embolia pulmonar";722;722;1457834,82;1292524,67;165310,15;2019,16;2019,16;6552;9,1;114;15,79
".. Transtornos de condução e arritmias cardíacas";4547;4547;16626807,92;15049165,01;1577642,91;3656,65;3656,65;23729;5,2;612;13,46
".. Insuficiência cardíaca";15055;15055;25782610,90;23362404,29;2419714,36;1712,56;1712,56;113015;7,5;1694;11,25
".. Outras doenças do coração";2413;2418;9570243,36;7681099,61;1889143,75;3957,92;3966,12;23070;9,6;243;10,07
".. Hemorragia intracraniana";2063;2064;9136788,55;7532869,13;1603919,42;4426,74;4428,88;21538;10,4;499;24,19
".. Infarto cerebral";1752;1752;3335927,91;2959176,85;376751,06;1904,07;1904,07;16004;9,1;256;14,61
".. Acid vascular cerebr não espec hemorrág ou isq";12760;12767;18104122,00;15923022,33;2180891,59;1418,04;1418,82;94916;7,4;1934;15,16
".. Outras doenças cerebrovasculares";879;989;3791338,24;3282746,93;508591,31;3833,51;4313,24;12281;14,0;93;10,58
".. Arteroesclerose";1507;1507;3422478,82;2940354,35;482124,47;2271,05;2271,05;12193;8,1;60;3,98
".. Outras doenças vasculares periféricas";813;821;1825963,53;1510375,37;314438,16;2224,07;2245,96;6328;7,8;53;6,52
".. Embolia e trombose arteriais";1621;1621;3715607,87;3079680,06;635927,81;2292,17;2292,17;13241;8,2;141;8,70
".. Outras doenças das artérias arteríolas e capil";2248;2248;8311870,44;6925275,80;1385444,64;3697,45;3697,45;15444;6,9;125;5,56
".. Flebite tromboflebite embolia e trombose venosa";3409;3409;2275876,48;1971948,57;303927,91;667,61;667,61;20328;6,0;74;2,17
".. Veias varicosas das extremidades inferiores";953;985;691961,13;502528,29;188282,84;702,50;726,09;5907;6,2;19;1,99
".. Hemorróidas";354;354;120108,87;77879,62;42229,25;339,29;339,29;725;2,0;2;0,56
".. Outras doenças do aparelho circulatório";704;704;567528,09;482781,04;84747,05;806,15;806,15;3409;4,8;11;1,56
"10 Doenças do aparelho respiratório";81211;81233;89989851,24;78322641,09;11665722,76;1107,80;1108,10;477056;5,9;7012;8,63
".. Faringite aguda e amigdalite aguda";1125;1125;352657,36;305710,51;46946,85;313,47;313,47;3221;2,9;-;-
".. Laringite e traqueíte agudas";925;925;280710,61;244501,59;36209,02;303,47;303,47;2553;2,8;2;0,22
".. Outras infecções agudas das vias aéreas super";1733;1733;453357,79;396054,56;57303,23;261,60;261,60;4838;2,8;17;0,98
".. Influenza [gripe]";1445;1445;1081739,80;939379,48;142360,32;748,61;748,61;5763;4,0;41;2,84
".. Pneumonia";45791;45793;47974627,03;41948929,32;6024986,75;1047,64;1047,69;284216;6,2;4287;9,36
".. Bronquite aguda e bronquiolite aguda";5287;5287;1970109,32;1706466,24;263643,08;372,63;372,63;20383;3,9;20;0,38
".. Sinusite crônica";25;25;27277,70;21021,89;6255,81;1091,11;1091,11;149;6,0;1;4,00
".. Outras doenças do nariz e dos seios paranasais";130;130;75542,35;50292,77;25060,18;581,10;581,10;276;2,1;-;-
".. Doenças crônicas das amígdalas e das adenóides";251;251;156789,61;104955,75;51246,83;624,66;624,66;268;1,1;-;-
".. Outras doenças do trato respiratório superior";852;852;367132,86;302337,30;64795,56;430,91;430,91;2963;3,5;4;0,47
".. Bronquite enfisema e outr doenç pulm obstr crôn";7541;7554;6909984,28;6322007,46;587976,82;914,75;916,32;43701;5,8;588;7,80
".. Asma";6453;6453;3652812,19;3430862,95;221949,24;566,06;566,06;19277;3,0;31;0,48
".. Bronquiectasia";110;111;210475,50;188126,59;22348,91;1896,18;1913,41;915;8,3;5;4,55
".. Pneumoconiose";44;44;48446,14;42558,43;5887,71;1101,05;1101,05;371;8,4;5;11,36
".. Outras doenças do aparelho respiratório";9499;9505;26428188,70;22319436,25;4108752,45;2780,45;2782,21;88162;9,3;2011;21,17
"11 Doenças do aparelho digestivo";58748;58750;63941310,05;53723723,48;10204113,24;1088,36;1088,40;300398;5,1;2922;4,97
".. Cárie dentária";14;14;3574,39;2450,48;1123,91;255,31;255,31;25;1,8;-;-
".. Outros transtornos dentes e estruturas suporte";349;349;170663,40;118271,78;52391,62;489,01;489,01;1077;3,1;-;-
".. Outr doenç cavidade oral glând saliv e maxilar";468;468;295690,87;213579,55;82111,32;631,82;631,82;1418;3,0;2;0,43
".. Úlcera gástrica e duodenal";881;881;1122969,80;971280,94;151688,86;1274,65;1274,65;5266;6,0;81;9,19
".. Gastrite e duodenite";2455;2455;585240,69;511999,52;73241,17;238,39;238,39;7654;3,1;28;1,14
".. Outras doenças do esôfago estômago e duodeno";1884;1884;2186299,06;1866932,48;319366,58;1160,46;1160,46;11854;6,3;95;5,04
".. Doenças do apêndice";10394;10394;7219565,11;5168995,03;2049511,28;694,59;694,59;35843;3,4;37;0,36
".. Hérnia inguinal";2103;2103;1362926,87;996510,91;363413,85;648,09;648,09;5138;2,4;14;0,67
".. Outras hérnias";1907;1907;1599381,38;1238259,78;360030,69;838,69;838,69;5400;2,8;42;2,20
".. Doença de Crohn e colite ulcerativa";330;330;243586,47;215518,15;28068,32;738,14;738,14;2202;6,7;9;2,73
".. Ileo paralítico e obstrução intestinal s/hérnia";2836;2836;6703974,15;5751505,18;952468,97;2363,88;2363,88;20498;7,2;352;12,41
".. Doença diverticular do intestino";692;692;1165971,40;1017902,15;148069,25;1684,93;1684,93;4253;6,1;52;7,51
".. Outras doenças dos intestinos e peritônio";6370;6370;7834188,91;6699429,26;1133801,55;1229,86;1229,86;33350;5,2;380;5,97
".. Doença alcoólica do fígado";1221;1221;2889084,77;2593711,32;295373,45;2366,16;2366,16;10293;8,4;224;18,35
".. Outras doenças do fígado";3231;3232;12226128,76;10939146,07;1286910,64;3782,84;3784,01;27706;8,6;545;16,87
".. Colelitíase e colecistite";9594;9594;7265261,75;5741844,88;1518394,06;757,27;757,27;52109;5,4;159;1,66
".. Pancreatite aguda e outras doenças do pâncreas";2803;2804;2190129,44;1933682,87;255753,52;781,07;781,35;19526;7,0;152;5,42
".. Outras doenças do aparelho digestivo";11216;11216;8876672,83;7742703,13;1132394,20;791,43;791,43;56786;5,1;750;6,69
"12 Doenças da pele e do tecido subcutâneo";16588;16667;10394201,87;8338184,51;2052641,80;623,64;626,61;102718;6,2;298;1,80
".. Infecções da pele e do tecido subcutâneo";7996;7996;4065969,50;3417737,66;648119,99;508,50;508,50;45771;5,7;89;1,11
".. Outras doenças da pele e do tecido subcutâneo";8592;8671;6328232,37;4920446,85;1404521,81;729,82;736,53;56947;6,6;209;2,43
"13 Doenças sist osteomuscular e tec conjuntivo";8809;8880;11176147,44;9317761,55;1853629,55;1258,58;1268,72;56010;6,4;96;1,09
".. Artrite reumatóide e outr poliartropatias infl";962;964;674285,12;588849,80;85435,32;699,47;700,92;4732;4,9;6;0,62
