 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Nov/2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Neopl benig encéfalo e outr part sist nerv cent";153;153;679694,29;479211,63;200482,66;4442,45;4442,45;2004;13,1;7;4,58
".. Outr neopl in situ benigs e comport incert desc";3264;3264;6529226,82;4973720,91;1555324,58;2000,38;2000,38;23160;7,1;289;8,85
"03 Doenças sangue órgãos hemat e transt imunitár";8215;8215;5598408,33;4980667,29;617729,48;681,49;681,49;46498;5,7;397;4,83
".. Anemia por deficiência de ferro";819;819;348791,89;306659,12;42132,77;425,88;425,88;3810;4,7;39;4,76
".. Outras anemias";5881;5881;4007122,29;3567143,01;439967,72;681,37;681,37;32995;5,6;292;4,97
".. Afecç hemorrág e outr doenç sang e órg hematop";1469;1469;1123080,31;1005154,63;117925,68;764,52;764,52;9527;6,5;63;4,29
".. Alguns transtornos envolvendo mecanismo imunit";46;46;119413,84;101710,53;17703,31;2595,95;2595,95;166;3,6;3;6,52
"04 Doenças endócrinas nutricionais e metabólicas";17933;17935;13278453,87;11272616,04;1996644,69;740,37;740,45;107935;6,0;1067;5,95
".. Transtornos tireoidianos relac deficiência iodo";11;11;4625,77;3227,88;1397,89;420,52;420,52;36;3,3;-;-
".. Tireotoxicose";36;36;22548,84;18495,99;4052,85;626,36;626,36;232;6,4;-;-
".. Outros transtornos tireoidianos";120;120;81997,18;66739,66;15257,52;683,31;683,31;808;6,7;5;4,17
".. Diabetes mellitus";10915;10915;8746215,19;7503875,93;1233206,17;801,30;801,30;69124;6,3;463;4,24
".. Desnutrição";2644;2644;1963355,86;1659246,37;304109,49;742,57;742,57;19492;7,4;350;13,24
".. Outras deficiências vitamínicas";8;8;8815,77;7802,81;1012,96;1101,97;1101,97;64;8,0;-;-
".. Obesidade";105;105;528343,81;357100,18;171243,63;5031,85;5031,85;317;3,0;2;1,90
".. Depleção de volume";1776;1778;345401,50;297538,46;47863,04;194,26;194,48;5489;3,1;90;5,07
".. Outros transt endócrinos nutricionais metabólic";2318;2318;1577149,95;1358588,76;218501,14;680,39;680,39;12373;5,3;157;6,77
"05 Transtornos mentais e comportamentais";17646;24201;21529292,27;18946326,29;2582930,18;889,60;1220,07;371239;21,0;68;0,39
".. Demência";184;255;293950,65;270326,38;23624,27;1152,75;1597,56;4095;22,3;6;3,26
".. Transt mentais e comportamentais dev uso álcool";2604;3283;2801095,43;2459847,09;341248,34;853,21;1075,69;47259;18,1;20;0,77
".. Transt ment comport dev uso outr subst psicoat";2985;3780;3157828,43;2774367,29;383461,14;835,40;1057,90;52356;17,5;14;0,47
".. Esquizofrenia transt esquizotípicos e delirant";5420;8954;9497176,48;8355950,05;1141226,43;1060,66;1752,25;162695;30,0;10;0,18
".. Transtornos de humor [afetivos]";4713;5516;3992579,46;3515157,36;477422,10;723,82;847,14;70666;15,0;5;0,11
".. Transt neurót e relacionados com stress somatof";238;252;93812,88;80389,77;13423,11;372,27;394,17;1773;7,4;1;0,42
".. Retardo mental";279;597;695655,87;612541,19;83114,68;1165,25;2493,39;13239;47,5;-;-
".. Outros transtornos mentais e comportamentais";1223;1564;997193,07;877747,16;119410,11;637,59;815,37;19156;15,7;12;0,98
"06 Doenças do sistema nervoso";12486;12926;18306687,34;15409672,04;2896424,19;1416,27;1466,18;101028;8,1;652;5,22
".. Doenças inflamatórias do sistema nervoso centr";665;670;1515551,88;1292069,91;223481,97;2262,02;2279,03;8506;12,8;51;7,67
".... Meningite bacteriana não classif outra parte";322;322;647454,11;583971,68;63482,43;2010,73;2010,73;3196;9,9;27;8,39
".... Mening em doenç infec/parasit class outr part";1;1;309,73;253,30;56,43;309,73;309,73;5;5,0;-;-
".... Mening dev outras causas e causas não especif";15;15;26330,21;23670,08;2660,13;1755,35;1755,35;164;10,9;1;6,67
".... Restante doenças inflamat sist nervoso centr";327;332;841457,83;684174,85;157282,98;2534,51;2573,27;5141;15,7;23;7,03
".. Doença de Parkinson";49;55;102637,73;92367,75;10269,98;1866,14;2094,65;486;9,9;1;2,04
".. Doença de Alzheimer";116;129;148512,92;133727,80;14785,12;1151,26;1280,28;1434;12,4;29;25,00
".. Esclerose múltiplas";187;187;125108,84;112115,42;12993,42;669,03;669,03;967;5,2;4;2,14
".. Epilepsia";4249;4259;2782939,54;2386561,44;396378,10;653,43;654,96;20782;4,9;121;2,85
".. Enxaqueca e outras síndromes de algias cefálic";1064;1064;590134,56;523998,23;66136,33;554,64;554,64;4105;3,9;8;0,75
".. Acid vascular cerebr isquêm transit e síndr cor";1706;1706;1637722,89;1458889,19;178833,70;959,98;959,98;10976;6,4;140;8,21
".. Transtornos dos nervos raízes e plexos nervosos";605;605;483233,71;336520,54;146253,71;798,73;798,73;1672;2,8;10;1,65
".. Paralisia cerebral e outras síndromes paralít";157;209;708253,16;614308,69;93944,47;3388,77;4511,17;3523;22,4;6;3,82
".. Outras doenças do sistema nervoso";3688;4042;10212592,11;8459113,07;1753347,39;2526,62;2769,14;48577;13,2;282;7,65
"07 Doenças do olho e anexos";1335;1335;1819434,09;1303694,98;515739,11;1362,87;1362,87;2371;1,8;-;-
".. Inflamação da pálpebra";9;9;910,79;694,80;215,99;101,20;101,20;9;1,0;-;-
".. Conjuntivite e outros transtornos da conjuntiva";33;33;10334,05;7662,95;2671,10;313,15;313,15;81;2,5;-;-
".. Ceratite e outros transtornos esclerót e córnea";171;171;252040,23;114300,63;137739,60;1473,92;1473,92;222;1,3;-;-
".. Catarata e outros transtornos do cristalino";145;145;161079,90;124089,18;36990,72;1110,90;1110,90;62;0,4;-;-
".. Descolamentos e defeitos da retina";261;261;816599,62;623315,45;193284,17;3128,73;3128,73;87;0,3;-;-
".. Glaucoma";116;116;95193,87;69152,17;26041,70;820,64;820,64;83;0,7;-;-
".. Estrabismo";21;21;17247,82;12744,05;4503,77;821,32;821,32;43;2,0;-;-
".. Transtornos da refração e da acomodação";2;2;1930,90;1464,34;466,56;965,45;965,45;-;-;-;-
".. Cegueira e visão subnormal";5;5;4676,70;2241,89;2434,81;935,34;935,34;14;2,8;-;-
".. Outras doenças do olho e anexos";572;572;459420,21;348029,52;111390,69;803,18;803,18;1770;3,1;-;-
"08 Doenças do ouvido e da apófise mastóide";1026;1026;840649,32;769280,19;71069,67;819,35;819,35;4549;4,4;4;0,39
".. Otite média e outr transt ouvid médio apóf mast";734;734;265212,31;214840,35;50072,50;361,32;361,32;3480;4,7;4;0,54
".. Perda de audição";13;13;501001,60;492978,62;8022,98;38538,58;38538,58;24;1,8;-;-
".. Outras doenças do ouvido e da apófise mastóide";279;279;74435,41;61461,22;12974,19;266,79;266,79;1045;3,7;-;-
"09 Doenças do aparelho circulatório";79522;79740;193096711,95;163154674,15;29935709,79;2421,58;2428,22;556785;7,0;7485;9,41
".. Febre reumática aguda";156;156;133787,41;111909,58;21877,83;857,61;857,61;1030;6,6;5;3,21
".. Doença reumática crônica do coração";359;359;3645964,40;2583457,85;1062506,55;10155,89;10155,89;4706;13,1;32;8,91
".. Hipertensão essencial (primária)";3954;3977;1426228,74;1206900,78;219327,96;358,62;360,71;15898;4,0;61;1,54
".. Outras doenças hipertensivas";1592;1594;1103030,65;903352,59;199678,06;691,99;692,86;6684;4,2;59;3,71
".. Infarto agudo do miocárdio";10012;10012;36930240,89;31064869,65;5864696,73;3688,60;3688,60;76118;7,6;967;9,66
".. Outras doenças isquêmicas do coração";9831;9832;39137999,33;30616917,25;8520642,70;3980,68;3981,08;55477;5,6;265;2,70
".. Embolia pulmonar";807;807;1403844,01;1257369,09;146474,92;1739,58;1739,58;7017;8,7;120;14,87
".. Transtornos de condução e arritmias cardíacas";4939;4939;17625271,93;15925763,41;1699436,91;3568,59;3568,59;25020;5,1;695;14,07
".. Insuficiência cardíaca";15430;15430;25582289,54;23178944,42;2402430,02;1657,96;1657,96;117112;7,6;1685;10,92
".. Outras doenças do coração";2129;2134;7416965,02;5943744,44;1472964,88;3475,62;3483,78;20376;9,6;208;9,77
".. Hemorragia intracraniana";2282;2284;10224424,87;8530102,06;1694322,81;4476,54;4480,47;23577;10,3;572;25,07
".. Infarto cerebral";1800;1800;3344082,25;2954650,14;389432,11;1857,82;1857,82;14243;7,9;271;15,06
".. Acid vascular cerebr não espec hemorrág ou isq";12875;12877;18250077,88;16076271,95;2173677,65;1417,26;1417,48;90857;7,1;1901;14,77
".. Outras doenças cerebrovasculares";942;1090;4140070,26;3626765,28;513304,98;3798,23;4394,98;13952;14,8;94;9,98
".. Arteroesclerose";1667;1667;3670868,83;3145071,84;525517,59;2202,08;2202,08;13601;8,2;78;4,68
".. Outras doenças vasculares periféricas";933;945;1879795,11;1549748,59;329653,08;1989,20;2014,79;7316;7,8;55;5,89
".. Embolia e trombose arteriais";1760;1760;4229391,25;3535484,39;693589,22;2403,06;2403,06;14681;8,3;170;9,66
".. Outras doenças das artérias arteríolas e capil";2269;2269;9015649,57;7644706,63;1370156,59;3973,40;3973,40;16678;7,4;132;5,82
".. Flebite tromboflebite embolia e trombose venosa";3679;3679;2547235,19;2226683,00;320291,59;692,37;692,37;22414;6,1;80;2,17
".. Veias varicosas das extremidades inferiores";864;886;620836,09;448016,90;171705,35;700,72;718,56;5227;6,0;15;1,74
".. Hemorróidas";421;421;145483,20;92688,46;52301,03;345,57;345,57;827;2,0;1;0,24
".. Outras doenças do aparelho circulatório";821;822;623175,53;531255,85;91721,23;758,12;759,04;3974;4,8;19;2,31
"10 Doenças do aparelho respiratório";80514;80541;94220387,14;82001883,72;12215680,82;1169,84;1170,24;490878;6,1;7227;8,98
".. Faringite aguda e amigdalite aguda";1217;1217;381752,86;331796,36;49924,70;313,68;313,68;3510;2,9;2;0,16
".. Laringite e traqueíte agudas";799;799;228087,41;199735,70;28351,71;285,47;285,47;2432;3,0;-;-
".. Outras infecções agudas das vias aéreas super";1853;1853;499384,06;433986,52;65206,48;269,50;269,50;5666;3,1;12;0,65
".. Influenza [gripe]";1149;1149;876024,31;766812,86;109211,45;762,42;762,42;4535;3,9;51;4,44
".. Pneumonia";46293;46297;50570935,01;44249073,42;6321492,24;1092,32;1092,41;293400;6,3;4392;9,49
".. Bronquite aguda e bronquiolite aguda";3812;3812;1650270,13;1441404,69;208865,44;432,91;432,91;16242;4,3;23;0,60
".. Sinusite crônica";43;43;50392,79;37047,03;13345,76;1171,93;1171,93;199;4,6;2;4,65
".. Outras doenças do nariz e dos seios paranasais";171;171;95833,32;61730,68;33651,84;560,43;560,43;349;2,0;1;0,58
".. Doenças crônicas das amígdalas e das adenóides";296;296;126287,21;65871,87;59236,97;426,65;426,65;377;1,3;-;-
".. Outras doenças do trato respiratório superior";930;930;373952,30;305878,54;68073,76;402,10;402,10;3215;3,5;9;0,97
".. Bronquite enfisema e outr doenç pulm obstr crôn";8213;8229;7978484,56;7293855,47;684528,49;969,56;971,45;49833;6,1;690;8,40
".. Asma";5863;5863;3658603,10;3414654,09;243949,01;624,02;624,02;19493;3,3;36;0,61
".. Bronquiectasia";79;79;108466,99;96905,80;11561,19;1373,00;1373,00;692;8,8;3;3,80
".. Pneumoconiose";49;49;41063,99;37658,76;3405,23;838,04;838,04;348;7,1;10;20,41
".. Outras doenças do aparelho respiratório";9747;9754;27580849,10;23265471,93;4314876,55;2827,64;2829,68;90587;9,3;1996;20,48
"11 Doenças do aparelho digestivo";59769;59769;66852215,19;56275130,99;10555671,43;1118,51;1118,51;297502;5,0;2911;4,87
".. Cárie dentária";14;14;11364,11;8072,09;3292,02;811,72;811,72;53;3,8;-;-
".. Outros transtornos dentes e estruturas suporte";436;436;272587,39;188064,12;84523,27;625,20;625,20;1274;2,9;1;0,23
".. Outr doenç cavidade oral glând saliv e maxilar";481;481;281502,21;201081,39;80420,82;585,24;585,24;1398;2,9;2;0,42
".. Úlcera gástrica e duodenal";933;933;1501062,35;1303651,52;197298,99;1608,86;1608,86;5783;6,2;87;9,32
".. Gastrite e duodenite";2432;2432;603626,17;527064,87;76489,25;248,20;248,20;7236;3,0;25;1,03
".. Outras doenças do esôfago estômago e duodeno";1889;1889;2384928,20;2040123,39;344804,81;1262,53;1262,53;12108;6,4;88;4,66
".. Doenças do apêndice";10553;10553;7257519,24;5199592,75;2056694,06;687,72;687,72;34292;3,2;34;0,32
".. Hérnia inguinal";2222;2222;1458818,67;1078289,36;378840,18;656,53;656,53;5018;2,3;27;1,22
".. Outras hérnias";2133;2133;1922451,69;1506646,14;415214,49;901,29;901,29;6476;3,0;50;2,34
".. Doença de Crohn e colite ulcerativa";308;308;268873,02;236881,39;31991,63;872,96;872,96;2070;6,7;8;2,60
".. Ileo paralítico e obstrução intestinal s/hérnia";2989;2989;6920175,39;5939776,61;980274,47;2315,21;2315,21;21172;7,1;337;11,27
".. Doença diverticular do intestino";754;754;1061897,81;930844,66;131053,15;1408,35;1408,35;4416;5,9;47;6,23
".. Outras doenças dos intestinos e peritônio";6661;6661;8286525,26;7079367,28;1206901,00;1244,04;1244,04;34464;5,2;414;6,22
".. Doença alcoólica do fígado";1159;1159;2416921,29;2155705,66;261215,63;2085,35;2085,35;9726;8,4;222;19,15
".. Outras doenças do fígado";3225;3225;13495118,61;12096767,76;1398278,80;4184,53;4184,53;27440;8,5;529;16,40
".. Colelitíase e colecistite";9533;9533;7258562,49;5751387,00;1491840,54;761,41;761,41;48994;5,1;165;1,73
".. Pancreatite aguda e outras doenças do pâncreas";2704;2704;2177391,18;1930167,46;246348,05;805,25;805,25;18524;6,9;146;5,40
".. Outras doenças do aparelho digestivo";11343;11343;9272890,11;8101647,54;1170190,27;817,50;817,50;57058;5,0;729;6,43
"12 Doenças da pele e do tecido subcutâneo";15622;15697;10140516,98;8125070,57;1999396,76;646,02;649,12;93482;6,0;315;2,02
".. Infecções da pele e do tecido subcutâneo";7209;7209;3732811,22;3135087,28;597664,49;517,80;517,80;40380;5,6;81;1,12
