 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Jan/2021
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Hanseníase [lepra]";129;133;128354,51;101656,77;26697,74;965,07;995,00;974;7,6;2;1,55
".. Outros tétanos";13;13;93230,20;81710,72;11519,48;7171,55;7171,55;291;22,4;4;30,77
".. Difteria";4;4;21598,09;19014,69;2583,40;5399,52;5399,52;44;11,0;-;-
".. Coqueluche";12;12;10736,09;9870,19;865,90;894,67;894,67;70;5,8;-;-
".. Infecção meningocócica";38;38;98465,13;87943,83;10521,30;2591,19;2591,19;329;8,7;4;10,53
".. Septicemia";8883;8883;36706775,12;32608420,63;4097405,56;4132,25;4132,25;99365;11,2;4164;46,88
".. Outras doenças bacterianas";13577;13579;27368470,40;24487685,22;2880615,28;2015,50;2015,80;114659;8,4;1647;12,13
".... Leptospirose icterohemorrágica";5;5;19021,01;16975,38;2045,63;3804,20;3804,20;52;10,4;1;20,00
".... Outras formas de leptospirose";5;5;17077,39;15636,63;1440,76;3415,48;3415,48;39;7,8;-;-
".... Leptospirose não especificada";66;66;89015,69;79039,22;9976,47;1348,72;1348,72;472;7,2;4;6,06
".... Restante de outras doenças bacterianas";13501;13503;27243356,31;24376033,99;2867152,42;2017,58;2017,88;114096;8,5;1642;12,16
".. Sífilis congênita";1467;1467;1076140,39;767979,15;308161,24;733,57;733,57;13485;9,2;-;-
".. Sífilis precoce";44;44;33964,74;28614,88;5349,86;771,93;771,93;426;9,7;-;-
".. Outras sífilis";134;134;128539,50;86443,68;42095,82;959,25;959,25;1368;10,2;1;0,75
".. Infecção gonocócica";7;7;3465,99;2310,90;1155,09;495,14;495,14;54;7,7;-;-
".. Doenças por clamídias transmitidas via sexual";5;5;5229,29;4047,93;1181,36;1045,86;1045,86;50;10,0;-;-
".. Outras infecções com transm predominant sexual";49;49;33968,58;28511,06;5457,52;693,24;693,24;367;7,5;1;2,04
".. Febres recorrentes";53;53;26173,76;23407,99;2765,77;493,84;493,84;209;3,9;-;-
".. Raiva";9;9;19595,34;18080,65;1514,69;2177,26;2177,26;55;6,1;1;11,11
".. Encefalite viral";106;106;318933,89;286331,86;32602,03;3008,81;3008,81;1235;11,7;3;2,83
".. Febre amarela";1;1;174,45;139,10;35,35;174,45;174,45;7;7,0;-;-
".. Outras febre p/arbovírus e febr hemorr p/vírus";517;517;238741,51;200321,02;38420,49;461,78;461,78;1823;3,5;4;0,77
".... Dengue [dengue clásssico]";449;449;167050,06;138037,77;29012,29;372,05;372,05;1449;3,2;2;0,45
".... Febre hemorrágica devida ao vírus da dengue";26;26;15840,11;13923,42;1916,69;609,23;609,23;159;6,1;1;3,85
".... Restante outr febr arbovírus febr hemor vírus";42;42;55851,34;48359,83;7491,51;1329,79;1329,79;215;5,1;1;2,38
".. Infecções pelo vírus do herpes";62;62;26491,90;21286,27;5205,63;427,29;427,29;270;4,4;-;-
".. Varicela e herpes zoster";193;193;163213,84;144132,00;19081,84;845,67;845,67;1316;6,8;8;4,15
".. Sarampo";4;4;1366,50;1202,66;163,84;341,63;341,63;21;5,3;-;-
".. Rubéola";1;1;174,42;139,07;35,35;174,42;174,42;3;3,0;-;-
".. Hepatite aguda B";66;66;102071,72;92527,95;9543,77;1546,54;1546,54;580;8,8;10;15,15
".. Outras hepatites virais";117;117;94709,01;84567,11;10141,90;809,48;809,48;856;7,3;13;11,11
".. Doença pelo vírus da imunodefic humana [HIV]";1370;1395;2707723,68;2404591,06;303132,62;1941,02;1976,44;21276;15,5;193;14,09
".. Caxumba [parotidite epidêmica]";16;16;3520,27;3033,48;486,79;220,02;220,02;75;4,7;-;-
".. Outras doenças virais";63354;63356;313491263,80;265884489,12;47602366,51;4948,09;4948,25;504916;8,0;12920;20,39
".... Meningite viral";116;116;155442,79;140033,53;15409,26;1340,02;1340,02;991;8,5;7;6,03
".... Restante de outras doenças virais";63238;63240;313335821,01;265744455,59;47586957,25;4954,71;4954,87;503925;8,0;12913;20,42
".. Micoses";199;199;391233,03;342006,60;49226,43;1966,00;1966,00;2104;10,6;14;7,04
".. Malária";85;85;50502,01;43821,53;6680,48;594,14;594,14;382;4,5;1;1,18
".... Malária por Plasmodium falciparum";8;8;5825,23;5062,46;762,77;728,15;728,15;65;8,1;-;-
".... Malária por Plasmodium vivax";51;51;36442,71;31731,48;4711,23;714,56;714,56;230;4,5;1;1,96
".... Malária por Plasmodium malariae";2;2;293,43;240,15;53,28;146,72;146,72;3;1,5;-;-
".... Malária não especificada";24;24;7940,64;6787,44;1153,20;330,86;330,86;84;3,5;-;-
".. Leishmaniose";155;155;71923,66;62350,08;9573,58;464,02;464,02;1858;12,0;6;3,87
".... Leishmaniose visceral";80;80;49242,21;42883,53;6358,68;615,53;615,53;1124;14,1;3;3,75
".... Leishmaniose cutânea";42;42;10521,11;8895,16;1625,95;250,50;250,50;403;9,6;1;2,38
".... Leishmaniose cutâneo-mucosa";11;11;3767,63;3138,76;628,87;342,51;342,51;151;13,7;-;-
".... Leishmaniose não especificada";22;22;8392,71;7432,63;960,08;381,49;381,49;180;8,2;2;9,09
".. Tripanossomíase";19;19;92103,57;77126,47;14977,10;4847,56;4847,56;149;7,8;5;26,32
".. Esquistossomose";4;4;1077,11;873,43;203,68;269,28;269,28;29;7,3;-;-
".. Equinococose";1;1;243,62;200,44;43,18;243,62;243,62;2;2,0;-;-
".. Filariose";1;1;2018,25;1867,32;150,93;2018,25;2018,25;26;26,0;-;-
".. Outras helmintíases";27;27;33417,67;29083,72;4333,95;1237,69;1237,69;181;6,7;-;-
".. Seqüelas de tuberculose";8;8;36159,72;30806,64;5353,08;4519,97;4519,97;105;13,1;-;-
".. Seqüelas de poliomielite";10;15;28985,74;25812,14;3173,60;1932,38;2898,57;220;22,0;1;10,00
".. Seqüelas de hanseníase [lepra]";9;12;14278,03;12171,80;2106,23;1189,84;1586,45;217;24,1;-;-
".. Outras doenças infecciosas e parasitárias";1143;1143;1445172,88;1243424,55;200175,63;1264,37;1264,37;7460;6,5;48;4,20
"02 Neoplasias (tumores)";28976;28982;52864449,75;43670117,14;9192821,65;1824,04;1824,42;181329;6,3;4370;15,08
".. Neoplasia maligna do lábio cavid oral e faringe";978;978;1283261,43;1080965,77;202183,82;1312,13;1312,13;6308;6,4;161;16,46
".. Neoplasia maligna do esôfago";930;930;1165819,77;996085,08;169734,69;1253,57;1253,57;5358;5,8;157;16,88
".. Neoplasia maligna do estômago";1606;1606;2540685,77;2173842,55;366843,22;1582,00;1582,00;9247;5,8;273;17,00
".. Neoplasia maligna do cólon";2496;2496;5169999,31;4371891,63;798107,68;2071,31;2071,31;12885;5,2;306;12,26
".. Neopl malig junção retoss reto ânus canal anal";1352;1353;2748668,57;2332436,75;416231,82;2031,54;2033,04;7349;5,4;152;11,24
".. Neopl malig fígado e vias biliares intra-hepát";515;515;645328,70;557113,22;88215,48;1253,07;1253,07;3399;6,6;195;37,86
".. Neoplasia maligna do pâncreas";723;724;1073897,39;914488,77;159408,62;1483,28;1485,34;4615;6,4;188;26,00
".. Outras neoplasias malignas de órgãos digestivos";636;636;1293114,24;1092338,17;200776,07;2033,20;2033,20;4981;7,8;147;23,11
".. Neoplasias malignas de laringe";480;480;577750,59;466850,83;110899,76;1203,65;1203,65;2944;6,1;81;16,88
".. Neoplasia maligna de traquéia brônquios e pulm";1358;1358;1564924,54;1327911,90;237012,64;1152,37;1152,37;9047;6,7;448;32,99
".. Outras neopl malig órg respirat e intratorác";165;165;487877,34;391834,71;96042,63;2956,83;2956,83;1365;8,3;26;15,76
".. Neoplasia maligna do osso e cartilagem articul";409;409;760677,38;641919,54;118757,84;1859,85;1859,85;2711;6,6;37;9,05
".. Neoplasia maligna da pele";161;161;183036,38;147846,61;35189,77;1136,87;1136,87;714;4,4;38;23,60
".. Outras neoplasias malignas da pele";508;508;616682,50;470157,07;146525,43;1213,94;1213,94;1079;2,1;33;6,50
".. Neopl malig do tecido mesotelial e tec moles";532;533;1229397,92;970799,14;258598,78;2306,56;2310,90;2725;5,1;45;8,46
".. Neoplasia maligna da mama";1689;1689;2133049,39;1670471,05;462537,54;1262,91;1262,91;9080;5,4;364;21,55
".. Neoplasia maligna do colo do útero";980;980;1126930,98;966656,22;159391,50;1149,93;1149,93;6891;7,0;167;17,04
".. Neopl malig outr porções e porç não espec útero";323;323;474598,30;390675,17;83923,13;1469,34;1469,34;1831;5,7;45;13,93
".. Outras neopl malignas órgãos genitais femininos";550;550;1029377,63;846379,30;182998,33;1871,60;1871,60;3190;5,8;93;16,91
".. Neoplasia maligna da próstata";1014;1014;1430944,04;1169493,99;261450,05;1411,19;1411,19;6065;6,0;168;16,57
".. Outras neopl malignas órgãos genit masculinos";243;243;256801,49;216072,64;40728,85;1056,80;1056,80;1306;5,4;19;7,82
".. Neoplasia maligna da bexiga";545;545;803720,18;680968,08;122752,10;1474,72;1474,72;3252;6,0;71;13,03
".. Outras neoplasias malignas do trato urinário";344;344;556472,41;463700,45;92771,96;1617,65;1617,65;2385;6,9;57;16,57
".. Neoplasia maligna dos olhos e anexos";84;84;105431,55;87153,39;18278,16;1255,14;1255,14;302;3,6;2;2,38
".. Neoplasia maligna do encéfalo";826;829;2956752,12;2176639,07;780113,05;3566,65;3579,60;8152;9,9;132;15,98
".. Neopl malig outras partes sistema nerv central";171;171;538974,01;402634,00;136340,01;3151,89;3151,89;1552;9,1;23;13,45
".. Neopl malig outr local mal def secun e não esp";1710;1710;2962629,36;2421533,40;541095,96;1732,53;1732,53;10648;6,2;334;19,53
".. Doença de Hodgkin";232;232;388683,77;339301,16;49382,61;1675,36;1675,36;1472;6,3;14;6,03
".. Linfoma não-Hodgkin";859;859;1552301,32;1386261,29;166040,03;1807,10;1807,10;6228;7,3;82;9,55
".. Leucemia";1918;1918;6124430,92;5534398,12;590032,80;3193,13;3193,13;15841;8,3;154;8,03
".. Outras neopl malig tecidos linfóid hemat e rel";388;388;963449,96;850754,53;112695,43;2483,12;2483,12;3272;8,4;54;13,92
".. Carcinoma in situ de colo do útero";62;62;102405,32;78935,80;23469,52;1651,70;1651,70;84;1,4;-;-
".. Neoplasia benigna da pele";101;101;43461,61;31970,72;11490,89;430,31;430,31;129;1,3;-;-
".. Neoplasia benigna da mama";43;43;62531,24;40091,69;22439,55;1454,21;1454,21;11;0,3;-;-
".. Leiomioma do útero";1048;1048;821813,38;572134,15;249549,83;784,17;784,17;3080;2,9;1;0,10
".. Neoplasia benigna do ovário";44;44;30457,91;22385,67;8072,24;692,23;692,23;92;2,1;-;-
".. Neoplasia benigna dos órgãos urinários";8;8;21913,34;17730,09;4183,25;2739,17;2739,17;68;8,5;-;-
".. Neopl benig encéfalo e outr part sist nerv cent";129;129;705184,87;484345,15;220839,72;5466,55;5466,55;1421;11,0;7;5,43
".. Outr neopl in situ benigs e comport incert desc";2816;2816;6331012,82;4882950,27;1447716,89;2248,23;2248,23;20250;7,2;296;10,51
"03 Doenças sangue órgãos hemat e transt imunitár";6260;6260;5430852,82;4836484,31;594296,46;867,55;867,55;35925;5,7;339;5,42
".. Anemia por deficiência de ferro";806;806;353798,77;314873,44;38925,33;438,96;438,96;3636;4,5;29;3,60
".. Outras anemias";4453;4453;3934333,35;3488492,45;445768,85;883,52;883,52;25279;5,7;249;5,59
".. Afecç hemorrág e outr doenç sang e órg hematop";969;969;1012786,23;919700,11;93086,12;1045,19;1045,19;6850;7,1;58;5,99
".. Alguns transtornos envolvendo mecanismo imunit";32;32;129934,47;113418,31;16516,16;4060,45;4060,45;160;5,0;3;9,38
"04 Doenças endócrinas nutricionais e metabólicas";12996;12996;11351171,34;9696066,34;1647328,29;873,44;873,44;80483;6,2;815;6,27
".. Transtornos tireoidianos relac deficiência iodo";4;4;6546,80;5148,87;1397,93;1636,70;1636,70;32;8,0;-;-
".. Tireotoxicose";19;19;15450,25;13334,50;2115,75;813,17;813,17;123;6,5;2;10,53
".. Outros transtornos tireoidianos";63;63;47072,67;38010,40;9062,27;747,19;747,19;309;4,9;1;1,59
".. Diabetes mellitus";8551;8551;8064572,24;6890438,16;1166413,12;943,11;943,11;54368;6,4;393;4,60
".. Desnutrição";1548;1548;1503335,22;1268475,73;234826,86;971,15;971,15;12110;7,8;222;14,34
".. Outras deficiências vitamínicas";8;8;2292,32;2031,23;261,09;286,54;286,54;53;6,6;-;-
".. Seqüelas de desnutrição e de outras defic nutr";2;2;1475,46;1363,29;112,17;737,73;737,73;26;13,0;-;-
".. Obesidade";20;20;61582,27;42923,40;18658,87;3079,11;3079,11;54;2,7;-;-
".. Depleção de volume";812;812;184047,95;159050,79;24997,16;226,66;226,66;2588;3,2;42;5,17
".. Outros transt endócrinos nutricionais metabólic";1969;1969;1464796,16;1275289,97;189483,07;743,93;743,93;10820;5,5;155;7,87
"05 Transtornos mentais e comportamentais";14125;19472;17867235,55;15732993,61;2134241,94;917,59;1264,94;302754;21,4;69;0,49
".. Demência";185;249;280717,12;256060,60;24656,52;1127,38;1517,39;4043;21,9;12;6,49
".. Transt mentais e comportamentais dev uso álcool";2037;2577;2216968,48;1949235,68;267732,80;860,29;1088,35;36388;17,9;10;0,49
".. Transt ment comport dev uso outr subst psicoat";2433;3126;2584266,22;2271626,10;312640,12;826,70;1062,17;42474;17,5;19;0,78
".. Esquizofrenia transt esquizotípicos e delirant";4582;7470;8069842,34;7102067,87;967774,47;1080,30;1761,21;136344;29,8;13;0,28
".. Transtornos de humor [afetivos]";3519;4179;3184922,66;2807301,97;377620,69;762,13;905,06;55833;15,9;7;0,20
".. Transt neurót e relacionados com stress somatof";190;202;82798,17;72388,16;10410,01;409,89;435,78;1414;7,4;1;0,53
".. Retardo mental";253;498;576859,93;508031,63;68828,30;1158,35;2280,08;10602;41,9;2;0,79
".. Outros transtornos mentais e comportamentais";926;1171;870860,63;766281,60;104579,03;743,69;940,45;15656;16,9;5;0,54
"06 Doenças do sistema nervoso";10161;10555;17399881,01;14650623,54;2748692,67;1648,50;1712,42;90246;8,9;593;5,84
".. Doenças inflamatórias do sistema nervoso centr";642;647;1724941,86;1472187,05;252754,81;2666,06;2686,83;11716;18,2;51;7,94
".... Meningite bacteriana não classif outra parte";156;156;494957,26;437779,05;57178,21;3172,80;3172,80;1705;10,9;17;10,90
".... Mening em doenç infec/parasit class outr part";2;2;2502,72;2274,33;228,39;1251,36;1251,36;49;24,5;-;-
".... Mening dev outras causas e causas não especif";13;13;26137,93;22873,43;3264,50;2010,61;2010,61;100;7,7;2;15,38
".... Restante doenças inflamat sist nervoso centr";471;476;1201343,95;1009260,24;192083,71;2523,83;2550,62;9862;20,9;32;6,79
".. Doença de Parkinson";36;37;55111,71;51253,73;3857,98;1489,51;1530,88;266;7,4;2;5,56
".. Doença de Alzheimer";73;88;98195,41;90652,18;7543,23;1115,86;1345,14;1155;15,8;21;28,77
".. Esclerose múltiplas";160;160;105313,31;93558,47;11754,84;658,21;658,21;730;4,6;1;0,63
".. Epilepsia";3674;3685;2555305,28;2197481,69;357461,28;693,43;695,51;18541;5,0;96;2,61
".. Enxaqueca e outras síndromes de algias cefálic";507;507;233015,04;207873,33;25141,71;459,60;459,60;1828;3,6;3;0,59
".. Acid vascular cerebr isquêm transit e síndr cor";1262;1263;1517147,04;1345339,61;171795,87;1201,22;1202,18;7183;5,7;117;9,27
".. Transtornos dos nervos raízes e plexos nervosos";463;463;448183,44;319296,64;128695,87;968,00;968,00;1284;2,8;12;2,59
".. Paralisia cerebral e outras síndromes paralít";128;182;625911,95;526628,10;99283,85;3439,08;4889,94;2785;21,8;4;3,13
".. Outras doenças do sistema nervoso";3216;3523;10036755,97;8346352,74;1690403,23;2848,92;3120,88;44758;13,9;286;8,89
"07 Doenças do olho e anexos";1204;1204;1910750,21;1429884,80;480865,41;1587,00;1587,00;2475;2,1;-;-
".. Inflamação da pálpebra";11;11;3666,44;2753,03;913,41;333,31;333,31;46;4,2;-;-
".. Conjuntivite e outros transtornos da conjuntiva";25;25;11788,47;8865,39;2923,08;471,54;471,54;35;1,4;-;-
".. Ceratite e outros transtornos esclerót e córnea";149;149;152850,11;75013,77;77836,34;1025,84;1025,84;325;2,2;-;-
".. Catarata e outros transtornos do cristalino";107;107;104076,78;80374,34;23702,44;972,68;972,68;58;0,5;-;-
".. Descolamentos e defeitos da retina";306;306;1010761,58;773946,08;236815,50;3303,14;3303,14;90;0,3;-;-
".. Glaucoma";66;66;66964,38;48858,70;18105,68;1014,61;1014,61;33;0,5;-;-
".. Estrabismo";7;7;6842,62;5184,81;1657,81;977,52;977,52;24;3,4;-;-
".. Cegueira e visão subnormal";5;5;3505,75;3358,04;147,71;701,15;701,15;29;5,8;-;-
".. Outras doenças do olho e anexos";528;528;550294,08;431530,64;118763,44;1042,22;1042,22;1835;3,5;-;-
"08 Doenças do ouvido e da apófise mastóide";473;473;265217,45;230094,31;35123,14;560,71;560,71;1831;3,9;1;0,21
".. Otite média e outr transt ouvid médio apóf mast";317;317;126221,61;100525,41;25696,20;398,18;398,18;1283;4,0;-;-
".. Perda de audição";5;5;91404,07;90023,15;1380,92;18280,81;18280,81;8;1,6;-;-
".. Outras doenças do ouvido e da apófise mastóide";151;151;47591,77;39545,75;8046,02;315,18;315,18;540;3,6;1;0,66
"09 Doenças do aparelho circulatório";62674;62796;168937389,26;143727059,18;25203757,55;2690,26;2695,49;429498;6,9;6742;10,76
".. Febre reumática aguda";86;86;44695,99;38326,07;6369,92;519,72;519,72;594;6,9;1;1,16
".. Doença reumática crônica do coração";217;217;2249844,63;1603873,55;645971,08;10367,95;10367,95;2893;13,3;17;7,83
".. Hipertensão essencial (primária)";2206;2219;977533,17;833621,09;143912,08;440,53;443,12;6894;3,1;47;2,13
".. Outras doenças hipertensivas";964;965;713973,57;594031,63;119941,94;739,87;740,64;4233;4,4;37;3,84
".. Infarto agudo do miocárdio";9809;9809;40156362,00;33867839,09;6288522,91;4093,83;4093,83;66648;6,8;924;9,42
".. Outras doenças isquêmicas do coração";6696;6696;28074839,58;22443743,87;5630876,26;4192,78;4192,78;36206;5,4;195;2,91
".. Embolia pulmonar";741;741;1481716,81;1318899,38;162817,43;1999,62;1999,62;6295;8,5;127;17,14
".. Transtornos de condução e arritmias cardíacas";3733;3734;14210011,28;12907874,87;1302024,25;3805,57;3806,59;18540;5,0;646;17,31
".. Insuficiência cardíaca";10753;10753;20430756,73;18474352,72;1956167,01;1900,01;1900,01;83164;7,7;1422;13,22
".. Outras doenças do coração";1728;1736;6716756,08;5464938,53;1251817,55;3869,10;3887,01;16138;9,3;171;9,90
".. Hemorragia intracraniana";2187;2189;9661409,97;7994990,32;1666419,65;4413,62;4417,65;21686;9,9;535;24,46
".. Infarto cerebral";1528;1528;3206853,61;2850612,17;356241,44;2098,73;2098,73;13284;8,7;226;14,79
".. Acid vascular cerebr não espec hemorrág ou isq";11546;11552;17765088,77;15623676,04;2141229,09;1537,84;1538,64;80127;6,9;1820;15,76
".. Outras doenças cerebrovasculares";722;795;2928003,35;2528528,17;399475,18;3683,02;4055,41;9447;13,1;76;10,53
".. Arteroesclerose";1501;1501;3538801,85;3015885,42;521812,44;2357,63;2357,63;10082;6,7;63;4,20
".. Outras doenças vasculares periféricas";893;901;1934290,85;1612351,04;321622,17;2146,83;2166,06;6765;7,6;61;6,83
".. Embolia e trombose arteriais";1628;1628;4116622,82;3416882,50;697381,27;2528,64;2528,64;12612;7,7;141;8,66
".. Outras doenças das artérias arteríolas e capil";1706;1706;7782798,50;6633407,08;1149391,42;4562,02;4562,02;11707;6,9;119;6,98
".. Flebite tromboflebite embolia e trombose venosa";2755;2755;2007244,36;1751320,85;254844,52;728,58;728,58;16238;5,9;76;2,76
".. Veias varicosas das extremidades inferiores";466;476;371688,64;278338,80;92563,49;780,86;797,62;2905;6,2;14;3,00
".. Hemorróidas";243;243;101275,54;70928,50;30284,62;416,77;416,77;548;2,3;3;1,23
".. Outras doenças do aparelho circulatório";566;566;466821,16;402637,49;64071,83;824,77;824,77;2492;4,4;21;3,71
"10 Doenças do aparelho respiratório";44922;44937;74682062,87;64737981,18;9940703,72;1661,93;1662,48;285475;6,4;6362;14,16
".. Faringite aguda e amigdalite aguda";351;351;123348,52;107282,70;16065,82;351,42;351,42;996;2,8;-;-
".. Laringite e traqueíte agudas";213;213;140120,96;120942,16;19178,80;657,84;657,84;713;3,3;1;0,47
".. Outras infecções agudas das vias aéreas super";757;757;314047,11;271677,38;42369,73;414,86;414,86;2091;2,8;18;2,38
".. Influenza [gripe]";1365;1365;1610643,29;1407717,57;202925,72;1179,96;1179,96;5994;4,4;105;7,69
".. Pneumonia";22713;22714;33281732,70;29132415,71;4146460,60;1465,25;1465,32;146830;6,5;3381;14,89
".. Bronquite aguda e bronquiolite aguda";1565;1565;726401,57;631718,15;94683,42;464,15;464,15;6109;3,9;20;1,28
".. Sinusite crônica";28;28;25788,82;16522,15;9266,67;921,03;921,03;168;6,0;-;-
".. Outras doenças do nariz e dos seios paranasais";94;94;76723,90;55179,01;21544,89;816,21;816,21;226;2,4;-;-
".. Doenças crônicas das amígdalas e das adenóides";156;156;67018,51;35936,94;31081,57;429,61;429,61;200;1,3;-;-
".. Outras doenças do trato respiratório superior";373;373;269332,53;220336,47;48996,06;722,07;722,07;1434;3,8;11;2,95
".. Bronquite enfisema e outr doenç pulm obstr crôn";3857;3868;4703081,90;4262731,29;439829,03;1215,90;1219,36;25271;6,6;403;10,45
".. Asma";2927;2927;1973232,91;1834535,90;138697,01;674,15;674,15;8983;3,1;22;0,75
".. Bronquiectasia";37;37;183753,25;164119,30;19633,95;4966,30;4966,30;371;10,0;2;5,41
".. Pneumoconiose";24;24;48748,78;41714,90;7033,88;2031,20;2031,20;194;8,1;7;29,17
".. Outras doenças do aparelho respiratório";10462;10465;31138088,12;26435151,55;4702936,57;2975,45;2976,30;85895;8,2;2392;22,86
"11 Doenças do aparelho digestivo";49085;49085;60525269,31;51116973,17;9391542,23;1233,07;1233,07;244902;5,0;2851;5,81
".. Cárie dentária";3;3;2148,61;1648,33;500,28;716,20;716,20;3;1,0;-;-
".. Outros transtornos dentes e estruturas suporte";318;318;168647,54;107612,91;61034,63;530,34;530,34;814;2,6;1;0,31
".. Outr doenç cavidade oral glând saliv e maxilar";365;365;234324,38;174284,34;60040,04;641,98;641,98;1410;3,9;3;0,82
".. Úlcera gástrica e duodenal";728;728;1618755,30;1407464,41;211290,89;2223,56;2223,56;5095;7,0;90;12,36
".. Gastrite e duodenite";1131;1131;326655,34;288301,11;38354,23;288,82;288,82;3407;3,0;14;1,24
".. Outras doenças do esôfago estômago e duodeno";1466;1466;1926932,74;1653907,28;272801,78;1314,42;1314,42;9438;6,4;106;7,23
".. Doenças do apêndice";9588;9588;6911349,05;5017981,66;1893367,39;720,83;720,83;29874;3,1;47;0,49
".. Hérnia inguinal";1695;1695;1308463,61;988995,07;316021,84;771,95;771,95;4217;2,5;20;1,18
".. Outras hérnias";1569;1569;1600871,14;1270186,07;330092,28;1020,31;1020,31;4844;3,1;38;2,42
".. Doença de Crohn e colite ulcerativa";271;271;277795,40;246977,01;30818,39;1025,08;1025,08;2020;7,5;4;1,48
".. Ileo paralítico e obstrução intestinal s/hérnia";2476;2476;6644698,54;5733214,77;911152,95;2683,64;2683,64;17190;6,9;328;13,25
".. Doença diverticular do intestino";679;679;1373550,51;1194001,44;179549,07;2022,90;2022,90;4241;6,2;54;7,95
".. Outras doenças dos intestinos e peritônio";5195;5195;7791588,44;6666786,99;1124123,31;1499,82;1499,82;27565;5,3;389;7,49
".. Doença alcoólica do fígado";1128;1128;2681288,85;2415538,96;265689,84;2377,03;2377,03;9452;8,4;211;18,71
".. Outras doenças do fígado";2675;2675;9950842,72;8925479,00;1025291,67;3719,94;3719,94;21281;8,0;519;19,40
".. Colelitíase e colecistite";8049;8049;6798328,80;5441892,79;1347827,79;844,62;844,62;40881;5,1;157;1,95
".. Pancreatite aguda e outras doenças do pâncreas";2755;2755;2356918,57;2094342,30;260962,66;855,51;855,51;17898;6,5;134;4,86
".. Outras doenças do aparelho digestivo";8994;8994;8552109,77;7488358,73;1062623,19;950,87;950,87;45272;5,0;736;8,18
"12 Doenças da pele e do tecido subcutâneo";11157;11204;8386269,55;6721133,69;1642594,00;748,51;751,66;69617;6,2;287;2,57
".. Infecções da pele e do tecido subcutâneo";5148;5148;3076309,16;2579488,28;495738,63;597,57;597,57;30494;5,9;68;1,32
".. Outras doenças da pele e do tecido subcutâneo";6009;6056;5309960,39;4141645,41;1146855,37;876,81;883,67;39123;6,5;219;3,64
"13 Doenças sist osteomuscular e tec conjuntivo";6336;6375;8752793,01;7239969,97;1510475,82;1372,99;1381,44;38980;6,2;82;1,29
".. Artrite reumatóide e outr poliartropatias infl";510;511;233626,65;202570,13;31056,52;457,20;458,09;2414;4,7;1;0,20
