 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Jul/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Difteria";2;2;5947,02;5298,44;648,58;2973,51;2973,51;19;9,5;-;-
".. Coqueluche";6;6;13444,89;11966,31;1478,58;2240,82;2240,82;56;9,3;-;-
".. Infecção meningocócica";37;37;64512,88;57440,32;6964,71;1743,59;1743,59;291;7,9;3;8,11
".. Septicemia";8595;8595;33989320,92;30147301,83;3841740,47;3954,55;3954,55;95203;11,1;3985;46,36
".. Outras doenças bacterianas";14139;14141;26967022,51;24089683,33;2877227,58;1907,01;1907,28;113600;8,0;1665;11,78
".... Leptospirose icterohemorrágica";3;3;19364,52;17874,25;1490,27;6454,84;6454,84;55;18,3;-;-
".... Outras formas de leptospirose";7;7;9478,65;8771,90;706,75;1354,09;1354,09;23;3,3;1;14,29
".... Leptospirose não especificada";93;93;117767,72;104448,17;13319,55;1266,32;1266,32;843;9,1;5;5,38
".... Restante de outras doenças bacterianas";14036;14038;26820411,62;23958589,01;2861711,01;1910,56;1910,83;112679;8,0;1659;11,82
".. Sífilis congênita";1666;1666;1133513,70;824755,97;308757,73;680,38;680,38;14783;8,9;6;0,36
".. Sífilis precoce";33;33;16189,02;13456,87;2732,15;490,58;490,58;311;9,4;-;-
".. Outras sífilis";109;109;103377,44;85388,22;17989,22;948,42;948,42;1093;10,0;2;1,83
".. Infecção gonocócica";4;4;1480,21;1309,86;170,35;370,05;370,05;19;4,8;-;-
".. Doenças por clamídias transmitidas via sexual";5;5;3411,62;3072,79;338,83;682,32;682,32;41;8,2;2;40,00
".. Outras infecções com transm predominant sexual";47;47;31451,39;24621,82;6829,57;669,18;669,18;243;5,2;-;-
".. Febres recorrentes";40;40;12994,17;11123,33;1870,84;324,85;324,85;137;3,4;1;2,50
".. Raiva";4;4;18831,28;16555,66;2275,62;4707,82;4707,82;39;9,8;-;-
".. Encefalite viral";107;107;238862,28;213776,60;25085,68;2232,36;2232,36;1080;10,1;5;4,67
".. Febre amarela";2;2;979,60;850,84;128,76;489,80;489,80;4;2,0;-;-
".. Outras febre p/arbovírus e febr hemorr p/vírus";1752;1752;705680,97;588033,66;117575,26;402,79;402,79;6094;3,5;21;1,20
".... Dengue [dengue clásssico]";1544;1544;568509,75;469677,99;98759,71;368,21;368,21;5131;3,3;14;0,91
".... Febre hemorrágica devida ao vírus da dengue";112;112;84587,22;72792,37;11794,85;755,24;755,24;590;5,3;4;3,57
".... Restante outr febr arbovírus febr hemor vírus";96;96;52584,00;45563,30;7020,70;547,75;547,75;373;3,9;3;3,13
".. Infecções pelo vírus do herpes";80;80;56440,81;45665,82;10774,99;705,51;705,51;459;5,7;1;1,25
".. Varicela e herpes zoster";287;287;388016,28;335923,16;52093,12;1351,97;1351,97;2014;7,0;31;10,80
".. Sarampo";5;5;1311,16;1132,48;178,68;262,23;262,23;18;3,6;-;-
".. Rubéola";2;2;469,47;395,24;74,23;234,74;234,74;8;4,0;-;-
".. Hepatite aguda B";81;81;101225,73;90348,20;10877,53;1249,70;1249,70;568;7,0;11;13,58
".. Outras hepatites virais";130;130;69816,69;62421,59;7395,10;537,05;537,05;840;6,5;15;11,54
".. Doença pelo vírus da imunodefic humana [HIV]";1389;1395;2646562,29;2333680,63;312881,66;1897,18;1905,37;20549;14,8;188;13,53
".. Caxumba [parotidite epidêmica]";27;27;35277,92;30319,79;4958,13;1306,59;1306,59;170;6,3;-;-
".. Outras doenças virais";76455;76455;341943569,74;289476929,62;52465828,65;4472,48;4472,48;586486;7,7;15573;20,37
".... Meningite viral";107;107;181791,98;162869,01;18922,97;1698,99;1698,99;905;8,5;4;3,74
".... Restante de outras doenças virais";76348;76348;341761777,76;289314060,61;52446905,68;4476,37;4476,37;585581;7,7;15569;20,39
".. Micoses";245;245;465081,12;395459,08;69622,04;1898,29;1898,29;2284;9,3;28;11,43
".. Malária";91;91;33031,37;28052,91;4978,46;362,98;362,98;418;4,6;3;3,30
".... Malária por Plasmodium falciparum";11;11;8264,85;7218,51;1046,34;751,35;751,35;111;10,1;-;-
".... Malária por Plasmodium vivax";57;57;17561,52;14794,68;2766,84;308,10;308,10;230;4,0;1;1,75
".... Malária por Plasmodium malariae";4;4;1248,04;1078,44;169,60;312,01;312,01;19;4,8;1;25,00
".... Outras formas malária conf exames parasitológ";2;2;1839,00;1564,12;274,88;919,50;919,50;8;4,0;1;50,00
".... Malária não especificada";17;17;4117,96;3397,16;720,80;242,23;242,23;50;2,9;-;-
".. Leishmaniose";184;184;92428,42;80866,81;11561,61;502,33;502,33;2123;11,5;3;1,63
".... Leishmaniose visceral";111;111;58245,44;50909,14;7336,30;524,73;524,73;1207;10,9;3;2,70
".... Leishmaniose cutânea";25;25;8663,26;7652,17;1011,09;346,53;346,53;257;10,3;-;-
".... Leishmaniose cutâneo-mucosa";11;11;4796,28;4070,61;725,67;436,03;436,03;184;16,7;-;-
".... Leishmaniose não especificada";37;37;20723,44;18234,89;2488,55;560,09;560,09;475;12,8;-;-
".. Tripanossomíase";28;28;28768,56;24477,80;4290,76;1027,45;1027,45;219;7,8;5;17,86
".. Esquistossomose";11;11;6186,19;5580,67;605,52;562,38;562,38;92;8,4;-;-
".. Outras infestações por trematódeos";2;2;1391,41;1108,53;282,88;695,70;695,70;13;6,5;-;-
".. Equinococose";2;2;1115,23;1028,87;86,36;557,62;557,62;42;21,0;-;-
".. Oncocercose";1;1;469,41;429,76;39,65;469,41;469,41;7;7,0;-;-
".. Filariose";5;5;4147,55;2958,79;1188,76;829,51;829,51;33;6,6;-;-
".. Outras helmintíases";39;39;19272,56;14170,83;5101,73;494,17;494,17;156;4,0;-;-
".. Seqüelas de tuberculose";14;14;45437,47;38324,76;7112,71;3245,53;3245,53;124;8,9;-;-
".. Seqüelas de poliomielite";16;22;30696,87;25858,16;4838,71;1395,31;1918,55;273;17,1;-;-
".. Seqüelas de hanseníase [lepra]";10;12;13541,32;11862,36;1678,96;1128,44;1354,13;214;21,4;1;10,00
".. Outras doenças infecciosas e parasitárias";1247;1247;1178458,19;1003366,82;175091,37;945,03;945,03;7441;6,0;49;3,93
"02 Neoplasias (tumores)";29739;29751;56877123,72;46784051,69;10080477,90;1911,77;1912,54;183133;6,2;4462;15,00
".. Neoplasia maligna do lábio cavid oral e faringe";1070;1070;1654026,98;1393305,49;260721,49;1545,82;1545,82;6209;5,8;184;17,20
".. Neoplasia maligna do esôfago";1098;1101;1408985,59;1199665,00;209320,59;1279,73;1283,23;5931;5,4;180;16,39
".. Neoplasia maligna do estômago";1508;1509;2644609,24;2244124,27;400484,97;1752,56;1753,72;8497;5,6;286;18,97
".. Neoplasia maligna do cólon";2477;2478;5167883,66;4379585,55;788298,11;2085,51;2086,35;12704;5,1;268;10,82
".. Neopl malig junção retoss reto ânus canal anal";1346;1346;2882796,34;2434238,13;448558,21;2141,75;2141,75;7091;5,3;159;11,81
".. Neopl malig fígado e vias biliares intra-hepát";537;538;831640,24;717948,08;113692,16;1545,80;1548,68;3465;6,5;166;30,91
".. Neoplasia maligna do pâncreas";776;776;1321212,54;1127220,76;193682,46;1702,59;1702,59;5177;6,7;217;27,96
".. Outras neoplasias malignas de órgãos digestivos";649;650;1246688,42;1040782,06;197019,60;1917,98;1920,94;4843;7,5;158;24,35
".. Neoplasias malignas de laringe";489;489;706563,61;565435,43;141128,18;1444,92;1444,92;2863;5,9;67;13,70
".. Neoplasia maligna de traquéia brônquios e pulm";1431;1431;1536222,89;1314256,52;221966,37;1073,53;1073,53;9740;6,8;452;31,59
".. Outras neopl malig órg respirat e intratorác";219;219;545771,21;430837,78;114933,43;2492,11;2492,11;1502;6,9;45;20,55
".. Neoplasia maligna do osso e cartilagem articul";464;464;1048456,30;885834,39;162621,91;2259,60;2259,60;2976;6,4;32;6,90
".. Neoplasia maligna da pele";201;201;226003,91;178417,89;47586,02;1124,40;1124,40;769;3,8;36;17,91
".. Outras neoplasias malignas da pele";445;445;541344,12;409192,12;132152,00;1216,50;1216,50;1109;2,5;27;6,07
".. Neopl malig do tecido mesotelial e tec moles";595;595;1517761,53;1201339,88;316421,65;2550,86;2550,86;3436;5,8;70;11,76
".. Neoplasia maligna da mama";1815;1815;2173143,48;1672575,83;500567,65;1197,32;1197,32;9014;5,0;373;20,55
".. Neoplasia maligna do colo do útero";945;945;1213485,73;1036585,52;174250,14;1284,11;1284,11;6108;6,5;141;14,92
".. Neopl malig outr porções e porç não espec útero";321;321;464511,70;378430,56;86081,14;1447,08;1447,08;1740;5,4;73;22,74
".. Outras neopl malignas órgãos genitais femininos";590;591;1288583,78;1026602,06;261981,72;2180,34;2184,04;3120;5,3;91;15,42
".. Neoplasia maligna da próstata";1072;1073;1447644,27;1179056,45;268587,82;1349,16;1350,41;6098;5,7;228;21,27
".. Outras neopl malignas órgãos genit masculinos";263;264;296934,78;250552,64;46382,14;1124,75;1129,03;1624;6,2;26;9,89
".. Neoplasia maligna da bexiga";592;592;1085857,58;911544,09;174313,49;1834,22;1834,22;3824;6,5;67;11,32
".. Outras neoplasias malignas do trato urinário";406;406;626387,74;523712,98;102674,76;1542,83;1542,83;2788;6,9;79;19,46
".. Neoplasia maligna dos olhos e anexos";125;125;116109,09;89750,03;26359,06;928,87;928,87;312;2,5;6;4,80
".. Neoplasia maligna do encéfalo";946;946;3535941,91;2551860,59;984081,32;3737,78;3737,78;8558;9,0;152;16,07
".. Neopl malig outras partes sistema nerv central";179;179;652874,73;490109,52;162765,21;3647,34;3647,34;1851;10,3;18;10,06
".. Neopl malig outr local mal def secun e não esp";1778;1778;3056070,58;2484784,12;571286,46;1718,82;1718,82;10258;5,8;301;16,93
".. Doença de Hodgkin";224;224;468467,20;409007,28;59459,92;2091,37;2091,37;1421;6,3;10;4,46
".. Linfoma não-Hodgkin";935;935;1594067,32;1434426,74;159640,58;1704,88;1704,88;6759;7,2;74;7,91
".. Leucemia";1973;1973;6584919,14;5936566,32;648352,82;3337,52;3337,52;16659;8,4;137;6,94
".. Outras neopl malig tecidos linfóid hemat e rel";426;426;956596,02;847848,19;108747,83;2245,53;2245,53;3393;8,0;64;15,02
".. Carcinoma in situ de colo do útero";92;92;112717,95;84914,79;27803,16;1225,20;1225,20;89;1,0;-;-
".. Neoplasia benigna da pele";116;117;68695,92;52480,27;16215,65;587,14;592,21;146;1,3;1;0,86
".. Neoplasia benigna da mama";50;50;76008,28;49189,21;26819,07;1520,17;1520,17;15;0,3;-;-
".. Leiomioma do útero";767;767;602649,70;421205,15;180696,57;785,72;785,72;2445;3,2;3;0,39
".. Neoplasia benigna do ovário";27;27;32626,88;25637,49;6989,39;1208,40;1208,40;97;3,6;-;-
".. Neoplasia benigna dos órgãos urinários";10;10;14858,18;12360,44;2497,74;1485,82;1485,82;62;6,2;-;-
".. Neopl benig encéfalo e outr part sist nerv cent";125;125;682533,00;475475,60;207057,40;5460,26;5460,26;1421;11,4;10;8,00
".. Outr neopl in situ benigs e comport incert desc";2657;2658;6445472,18;4917192,47;1528279,71;2424,93;2425,85;19019;7,2;261;9,82
"03 Doenças sangue órgãos hemat e transt imunitár";6166;6166;4549736,11;4037413,61;512178,40;737,87;737,87;34157;5,5;361;5,85
".. Anemia por deficiência de ferro";737;737;299064,96;265902,47;33162,49;405,79;405,79;3362;4,6;37;5,02
".. Outras anemias";4452;4452;3408086,37;3015511,20;392503,12;765,52;765,52;24622;5,5;279;6,27
".. Afecç hemorrág e outr doenç sang e órg hematop";939;939;833381,49;748439,68;84869,76;887,52;887,52;6056;6,4;45;4,79
".. Alguns transtornos envolvendo mecanismo imunit";38;38;9203,29;7560,26;1643,03;242,19;242,19;117;3,1;-;-
"04 Doenças endócrinas nutricionais e metabólicas";13730;13732;11540886,01;9821177,30;1713432,91;840,44;840,56;81110;5,9;959;6,98
".. Transtornos tireoidianos relac deficiência iodo";4;4;2057,85;1712,52;345,33;514,46;514,46;23;5,8;-;-
".. Tireotoxicose";17;17;7760,37;6729,73;1030,64;456,49;456,49;128;7,5;-;-
".. Outros transtornos tireoidianos";75;75;43187,78;34448,44;8739,34;575,84;575,84;427;5,7;4;5,33
".. Diabetes mellitus";9376;9378;8185811,64;7002585,36;1177094,58;872,87;873,06;55045;5,9;519;5,54
".. Desnutrição";1764;1764;1746891,79;1444450,42;302297,27;990,30;990,30;13443;7,6;238;13,49
".. Outras deficiências vitamínicas";7;7;2369,52;2129,36;240,16;338,50;338,50;33;4,7;-;-
".. Seqüelas de desnutrição e de outras defic nutr";2;2;1202,45;1009,18;193,27;601,23;601,23;1;0,5;-;-
".. Obesidade";22;22;85993,48;57767,53;28225,95;3908,79;3908,79;49;2,2;-;-
".. Depleção de volume";760;760;162980,03;140639,57;22340,46;214,45;214,45;2568;3,4;63;8,29
".. Outros transt endócrinos nutricionais metabólic";1703;1703;1302631,10;1129705,19;172925,91;764,90;764,90;9393;5,5;135;7,93
"05 Transtornos mentais e comportamentais";13742;19032;17216442,69;15159906,02;2056536,67;904,61;1252,83;295363;21,5;64;0,47
".. Demência";125;179;232314,23;213327,10;18987,13;1297,84;1858,51;3328;26,6;9;7,20
".. Transt mentais e comportamentais dev uso álcool";2009;2521;2137414,60;1877993,39;259421,21;847,84;1063,92;35631;17,7;17;0,85
".. Transt ment comport dev uso outr subst psicoat";2118;2707;2241732,96;1968835,24;272897,72;828,12;1058,42;37305;17,6;11;0,52
".. Esquizofrenia transt esquizotípicos e delirant";4537;7412;7816374,19;6880610,31;935763,88;1054,56;1722,81;133822;29,5;14;0,31
".. Transtornos de humor [afetivos]";3685;4376;3329574,10;2933204,73;396369,37;760,87;903,55;57421;15,6;9;0,24
".. Transt neurót e relacionados com stress somatof";161;178;66376,16;58835,35;7540,81;372,90;412,27;1246;7,7;-;-
".. Retardo mental";238;515;608068,47;535646,85;72421,62;1180,72;2554,91;11324;47,6;-;-
".. Outros transtornos mentais e comportamentais";869;1144;784587,98;691453,05;93134,93;685,83;902,86;15286;17,6;4;0,46
"06 Doenças do sistema nervoso";10342;10738;16981590,11;14306364,33;2675153,73;1581,45;1642,00;90216;8,7;647;6,26
".. Doenças inflamatórias do sistema nervoso centr";668;671;1664174,39;1419229,84;244944,55;2480,14;2491,28;11373;17,0;62;9,28
".... Meningite bacteriana não classif outra parte";220;220;670714,53;595976,89;74737,64;3048,70;3048,70;2541;11,6;30;13,64
".... Mening em doenç infec/parasit class outr part";2;2;854,90;724,09;130,81;427,45;427,45;9;4,5;-;-
".... Mening dev outras causas e causas não especif";16;16;30009,35;23379,12;6630,23;1875,58;1875,58;154;9,6;-;-
".... Restante doenças inflamat sist nervoso centr";430;433;962595,61;799149,74;163445,87;2223,08;2238,59;8669;20,2;32;7,44
".. Doença de Parkinson";30;35;53745,09;50759,63;2985,46;1535,57;1791,50;294;9,8;2;6,67
".. Doença de Alzheimer";92;102;87038,33;79057,62;7980,71;853,32;946,07;1168;12,7;24;26,09
".. Esclerose múltiplas";159;159;120890,47;108063,94;12826,53;760,32;760,32;889;5,6;3;1,89
".. Epilepsia";3746;3760;2704626,55;2350196,34;354430,21;719,32;722,00;19324;5,2;85;2,27
".. Enxaqueca e outras síndromes de algias cefálic";575;575;236871,43;210068,91;26802,52;411,95;411,95;2057;3,6;5;0,87
".. Acid vascular cerebr isquêm transit e síndr cor";1544;1544;1674835,80;1481572,22;193191,53;1084,74;1084,74;9896;6,4;152;9,84
".. Transtornos dos nervos raízes e plexos nervosos";376;376;298720,26;216301,03;82419,23;794,47;794,47;1231;3,3;7;1,86
".. Paralisia cerebral e outras síndromes paralít";61;108;290619,56;253819,39;36800,17;2690,92;4764,26;1937;31,8;3;4,92
".. Outras doenças do sistema nervoso";3091;3408;9850068,23;8137295,41;1712772,82;2890,28;3186,69;42047;13,6;304;9,84
"07 Doenças do olho e anexos";1143;1143;1903071,26;1438718,26;464353,00;1664,98;1664,98;2201;1,9;1;0,09
".. Inflamação da pálpebra";9;9;2888,96;2656,20;232,76;321,00;321,00;31;3,4;-;-
".. Conjuntivite e outros transtornos da conjuntiva";16;16;5622,28;3853,61;1768,67;351,39;351,39;32;2,0;-;-
".. Ceratite e outros transtornos esclerót e córnea";108;108;81790,84;43651,82;38139,02;757,32;757,32;309;2,9;-;-
".. Catarata e outros transtornos do cristalino";74;74;81843,99;62115,08;19728,91;1106,00;1106,00;30;0,4;-;-
".. Descolamentos e defeitos da retina";369;369;1203302,14;923506,80;279795,34;3260,98;3260,98;108;0,3;-;-
".. Glaucoma";85;85;82256,58;59919,73;22336,85;967,72;967,72;56;0,7;-;-
".. Estrabismo";5;5;2327,33;2001,90;325,43;465,47;465,47;13;2,6;-;-
".. Transtornos da refração e da acomodação";1;1;965,45;732,17;233,28;965,45;965,45;-;-;-;-
".. Cegueira e visão subnormal";3;3;231,10;198,46;32,64;77,03;77,03;2;0,7;-;-
".. Outras doenças do olho e anexos";473;473;441842,59;340082,49;101760,10;934,13;934,13;1620;3,4;1;0,21
"08 Doenças do ouvido e da apófise mastóide";441;441;149888,34;122372,02;27516,32;339,88;339,88;1799;4,1;3;0,68
".. Otite média e outr transt ouvid médio apóf mast";280;280;100468,94;81855,58;18613,36;358,82;358,82;1201;4,3;2;0,71
".. Perda de audição";4;4;1569,34;1293,64;275,70;392,33;392,33;6;1,5;-;-
".. Outras doenças do ouvido e da apófise mastóide";157;157;47850,06;39222,80;8627,26;304,78;304,78;592;3,8;1;0,64
"09 Doenças do aparelho circulatório";68991;69119;178362379,26;151121309,58;27234515,25;2580,51;2585,30;435482;6,3;7700;11,16
".. Febre reumática aguda";80;80;98674,21;75636,43;23037,78;1233,43;1233,43;586;7,3;1;1,25
".. Doença reumática crônica do coração";202;202;2367538,89;1630590,33;736948,56;11720,49;11720,49;2153;10,7;19;9,41
".. Hipertensão essencial (primária)";2958;2972;1068880,34;903963,33;164917,01;359,65;361,35;9197;3,1;56;1,89
".. Outras doenças hipertensivas";1296;1300;1182802,54;950207,81;232558,93;909,85;912,66;5219;4,0;45;3,47
".. Infarto agudo do miocárdio";9685;9687;38862490,62;32798424,49;6063992,33;4011,82;4012,65;58844;6,1;964;9,95
".. Outras doenças isquêmicas do coração";7421;7422;30872183,15;24289463,87;6582435,03;4159,55;4160,11;36195;4,9;237;3,19
".. Embolia pulmonar";725;725;1281612,43;1141758,53;139853,90;1767,74;1767,74;5654;7,8;141;19,45
".. Transtornos de condução e arritmias cardíacas";3799;3799;14833534,46;13476917,86;1356544,55;3904,59;3904,59;16008;4,2;757;19,93
".. Insuficiência cardíaca";12975;12975;23236607,77;21041335,86;2194499,26;1790,88;1790,88;89859;6,9;1675;12,91
".. Outras doenças do coração";1821;1826;6221237,74;5046615,92;1174621,82;3407,03;3416,39;15086;8,3;188;10,32
".. Hemorragia intracraniana";2350;2351;10596604,44;8742563,59;1854040,85;4507,28;4509,19;20941;8,9;608;25,87
".. Infarto cerebral";1867;1867;3567665,97;3185727,20;381826,93;1910,91;1910,91;14822;7,9;292;15,64
".. Acid vascular cerebr não espec hemorrág ou isq";12570;12575;18753321,73;16447494,68;2305769,25;1491,32;1491,91;85179;6,8;1998;15,89
".. Outras doenças cerebrovasculares";817;895;3723700,00;3205840,40;517859,60;4160,56;4557,77;10357;12,7;109;13,34
".. Arteroesclerose";1595;1595;4063184,59;3480783,23;582401,36;2547,45;2547,45;9828;6,2;72;4,51
".. Outras doenças vasculares periféricas";1014;1019;2365984,23;1954169,93;411814,30;2321,87;2333,32;7203;7,1;89;8,78
".. Embolia e trombose arteriais";1908;1909;4740247,02;3932299,84;807947,18;2483,10;2484,41;13274;7,0;159;8,33
".. Outras doenças das artérias arteríolas e capil";1772;1772;7373769,24;6123683,30;1250013,89;4161,27;4161,27;11470;6,5;171;9,65
".. Flebite tromboflebite embolia e trombose venosa";2907;2907;2238137,91;1961337,17;275903,99;769,91;769,91;17044;5,9;88;3,03
".. Veias varicosas das extremidades inferiores";440;452;346276,38;268611,89;75918,37;766,10;786,99;3190;7,3;13;2,95
".. Hemorróidas";248;248;102352,11;68646,51;31274,28;412,71;412,71;794;3,2;2;0,81
".. Outras doenças do aparelho circulatório";541;541;465573,49;395237,41;70336,08;860,58;860,58;2579;4,8;16;2,96
"10 Doenças do aparelho respiratório";53810;53832;84008837,40;73035791,82;10972310,76;1560,57;1561,21;329154;6,1;7822;14,54
".. Faringite aguda e amigdalite aguda";382;382;128566,34;111852,47;16713,87;336,56;336,56;1121;2,9;2;0,52
".. Laringite e traqueíte agudas";237;237;107126,52;92923,22;14203,30;452,01;452,01;727;3,1;4;1,69
".. Outras infecções agudas das vias aéreas super";999;999;535564,69;462141,21;73423,48;536,10;536,10;3223;3,2;58;5,81
".. Influenza [gripe]";3276;3276;3456840,82;3016312,06;440528,76;1055,20;1055,20;14089;4,3;267;8,15
".. Pneumonia";26886;26887;37793438,47;33093981,57;4699349,05;1405,64;1405,69;171984;6,4;4104;15,26
".. Bronquite aguda e bronquiolite aguda";1323;1323;749809,56;651437,72;98371,84;566,75;566,75;5297;4,0;28;2,12
".. Sinusite crônica";19;19;31374,77;25353,76;6021,01;1651,30;1651,30;77;4,1;1;5,26
".. Outras doenças do nariz e dos seios paranasais";59;59;53899,90;41794,83;12105,07;913,56;913,56;219;3,7;1;1,69
".. Doenças crônicas das amígdalas e das adenóides";42;42;18968,10;10494,15;8098,52;451,62;451,62;84;2,0;-;-
".. Outras doenças do trato respiratório superior";412;412;291704,24;238497,84;52954,86;708,02;708,02;1945;4,7;15;3,64
".. Bronquite enfisema e outr doenç pulm obstr crôn";4546;4561;4750249,59;4324795,89;425453,70;1041,49;1044,93;26123;5,7;456;10,03
".. Asma";3583;3583;2276316,41;2124622,98;151693,43;635,31;635,31;10772;3,0;24;0,67
".. Bronquiectasia";17;17;28828,45;25989,59;2838,86;1695,79;1695,79;150;8,8;2;11,76
".. Pneumoconiose";33;33;53676,42;47233,52;6442,90;1626,56;1626,56;357;10,8;6;18,18
".. Outras doenças do aparelho respiratório";11996;12002;33732473,12;28768361,01;4964112,11;2810,57;2811,98;92986;7,8;2854;23,79
"11 Doenças do aparelho digestivo";48719;48720;59339083,57;50147982,81;9173948,43;1217,96;1217,99;242090;5,0;2923;6,00
".. Outros transtornos dentes e estruturas suporte";309;309;173155,68;116117,29;56252,04;560,37;560,37;925;3,0;1;0,32
".. Outr doenç cavidade oral glând saliv e maxilar";295;295;182417,49;135460,40;46957,09;618,36;618,36;1126;3,8;5;1,69
".. Úlcera gástrica e duodenal";823;823;1285785,76;1112296,20;173377,72;1562,32;1562,32;4747;5,8;94;11,42
".. Gastrite e duodenite";1398;1398;350613,83;307020,18;43593,65;250,80;250,80;3827;2,7;14;1,00
".. Outras doenças do esôfago estômago e duodeno";1433;1433;2121464,73;1821490,88;299642,32;1480,44;1480,44;9140;6,4;96;6,70
".. Doenças do apêndice";9545;9545;6622187,61;4769729,37;1851704,62;693,79;693,79;30153;3,2;41;0,43
".. Hérnia inguinal";1328;1328;1006929,49;762302,48;240703,22;758,23;758,23;3492;2,6;19;1,43
".. Outras hérnias";1177;1177;1209774,27;966158,12;242776,35;1027,85;1027,85;3836;3,3;34;2,89
".. Doença de Crohn e colite ulcerativa";243;243;212491,82;186895,93;25595,89;874,45;874,45;1571;6,5;7;2,88
".. Ileo paralítico e obstrução intestinal s/hérnia";2637;2637;6915877,14;5942980,06;972823,60;2622,63;2622,63;19011;7,2;343;13,01
".. Doença diverticular do intestino";599;599;1120257,78;973831,85;146425,93;1870,21;1870,21;3552;5,9;62;10,35
".. Outras doenças dos intestinos e peritônio";5032;5032;7341313,67;6255625,84;1085302,36;1458,93;1458,93;25435;5,1;376;7,47
".. Doença alcoólica do fígado";1064;1065;2604590,38;2337830,93;266759,45;2445,62;2447,92;8404;7,9;191;17,95
".. Outras doenças do fígado";2833;2833;11233903,13;10074669,77;1159109,05;3965,37;3965,37;22285;7,9;547;19,31
".. Colelitíase e colecistite";8010;8010;6439021,79;5138044,12;1292828,89;803,87;803,87;40896;5,1;133;1,66
".. Pancreatite aguda e outras doenças do pâncreas";2864;2864;2440283,90;2171859,84;267919,37;852,05;852,05;18680;6,5;142;4,96
".. Outras doenças do aparelho digestivo";9129;9129;8079015,10;7075669,55;1002176,88;884,98;884,98;45010;4,9;818;8,96
"12 Doenças da pele e do tecido subcutâneo";11329;11380;8908933,39;7179313,26;1708828,03;782,86;786,38;70129;6,2;314;2,77
".. Infecções da pele e do tecido subcutâneo";5260;5260;3130141,53;2627469,03;501068,00;595,08;595,08;31080;5,9;99;1,88
