 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Out/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".... Mening em doenç infec/parasit class outr part";3;3;4875,46;4501,80;373,66;1625,15;1625,15;76;25,3;-;-
".... Mening dev outras causas e causas não especif";11;11;40170,67;33864,53;6306,14;3651,88;3651,88;154;14,0;-;-
".... Restante doenças inflamat sist nervoso centr";460;466;879139,49;728898,06;150241,43;1886,57;1911,17;9224;20,1;24;5,22
".. Doença de Parkinson";43;49;68942,82;62861,46;6081,36;1407,00;1603,32;536;12,5;4;9,30
".. Doença de Alzheimer";99;111;120870,16;110824,11;10046,05;1088,92;1220,91;1404;14,2;27;27,27
".. Esclerose múltiplas";177;177;127549,20;113508,92;14040,28;720,62;720,62;752;4,2;1;0,56
".. Epilepsia";4054;4066;3121652,97;2692832,28;428820,69;767,75;770,02;20854;5,1;129;3,18
".. Enxaqueca e outras síndromes de algias cefálic";678;678;333167,61;292995,17;40172,44;491,40;491,40;2253;3,3;5;0,74
".. Acid vascular cerebr isquêm transit e síndr cor";1417;1417;1581904,61;1404468,50;177436,11;1116,38;1116,38;7866;5,6;128;9,03
".. Transtornos dos nervos raízes e plexos nervosos";544;544;516011,03;354248,31;161762,72;948,55;948,55;1435;2,6;6;1,10
".. Paralisia cerebral e outras síndromes paralít";95;148;573206,75;496002,38;77204,37;3873,02;6033,76;2557;26,9;2;2,11
".. Outras doenças do sistema nervoso";3323;3652;9438222,96;7794959,77;1643263,19;2584,40;2840,27;43593;13,1;290;8,73
"07 Doenças do olho e anexos";1301;1301;2245337,01;1696548,94;548788,07;1725,85;1725,85;2230;1,7;-;-
".. Inflamação da pálpebra";6;6;968,06;721,65;246,41;161,34;161,34;43;7,2;-;-
".. Conjuntivite e outros transtornos da conjuntiva";37;37;16958,11;12616,31;4341,80;458,33;458,33;45;1,2;-;-
".. Ceratite e outros transtornos esclerót e córnea";102;102;106632,08;54864,86;51767,22;1045,41;1045,41;311;3,0;-;-
".. Catarata e outros transtornos do cristalino";153;153;132183,64;103091,15;29092,49;863,95;863,95;22;0,1;-;-
".. Descolamentos e defeitos da retina";407;407;1378406,74;1054642,79;323763,95;3386,75;3386,75;69;0,2;-;-
".. Glaucoma";100;100;112057,59;82686,91;29370,68;1120,58;1120,58;46;0,5;-;-
".. Estrabismo";12;12;8878,42;6618,77;2259,65;739,87;739,87;32;2,7;-;-
".. Cegueira e visão subnormal";3;3;1659,03;1345,30;313,73;553,01;553,01;8;2,7;-;-
".. Outras doenças do olho e anexos";481;481;487593,34;379961,20;107632,14;1013,71;1013,71;1654;3,4;-;-
"08 Doenças do ouvido e da apófise mastóide";494;494;458074,30;408391,82;49682,48;927,28;927,28;1866;3,8;1;0,20
".. Otite média e outr transt ouvid médio apóf mast";323;323;132893,59;99306,17;33587,42;411,44;411,44;1401;4,3;1;0,31
".. Perda de audição";5;5;230095,34;225663,67;4431,67;46019,07;46019,07;6;1,2;-;-
".. Outras doenças do ouvido e da apófise mastóide";166;166;95085,37;83421,98;11663,39;572,80;572,80;459;2,8;-;-
"09 Doenças do aparelho circulatório";73499;73651;192145395,27;162796885,01;29342378,92;2608,86;2614,26;476161;6,5;7650;10,41
".. Febre reumática aguda";114;114;124882,68;101729,17;23153,51;1095,46;1095,46;788;6,9;2;1,75
".. Doença reumática crônica do coração";263;263;3221336,64;2266260,55;955076,09;12248,43;12248,43;3101;11,8;25;9,51
".. Hipertensão essencial (primária)";3006;3019;1158381,63;985667,43;172691,95;383,70;385,36;9281;3,1;46;1,53
".. Outras doenças hipertensivas";1335;1336;1264046,41;1007227,96;256818,45;946,14;946,85;5369;4,0;52;3,90
".. Infarto agudo do miocárdio";10310;10312;40144198,93;33839645,96;6304251,17;3892,96;3893,71;65756;6,4;1057;10,25
".. Outras doenças isquêmicas do coração";8822;8822;36582166,08;28816796,28;7765081,60;4146,70;4146,70;44190;5,0;272;3,08
".. Embolia pulmonar";767;767;1520510,20;1358113,70;162396,50;1982,41;1982,41;6697;8,7;127;16,56
".. Transtornos de condução e arritmias cardíacas";4278;4278;17220191,72;15637720,72;1582471,00;4025,29;4025,29;20056;4,7;690;16,13
".. Insuficiência cardíaca";13443;13445;24475772,00;22218624,12;2256874,63;1820,44;1820,71;97460;7,2;1681;12,50
".. Outras doenças do coração";2002;2005;6826844,80;5546962,78;1279809,97;3404,91;3410,01;17268;8,6;177;8,84
".. Hemorragia intracraniana";2247;2247;10105621,47;8339334,04;1766287,43;4497,38;4497,38;21113;9,4;534;23,77
".. Infarto cerebral";1730;1730;3410978,08;3007241,72;403736,36;1971,66;1971,66;14044;8,1;295;17,05
".. Acid vascular cerebr não espec hemorrág ou isq";12477;12481;18617004,20;16434605,73;2182329,11;1491,63;1492,11;85256;6,8;1996;16,00
".. Outras doenças cerebrovasculares";791;897;3552521,46;3079592,02;472929,44;3960,45;4491,18;10218;12,9;92;11,63
".. Arteroesclerose";1852;1852;4385262,21;3766913,60;618348,61;2367,85;2367,85;12429;6,7;76;4,10
".. Outras doenças vasculares periféricas";1106;1116;2288407,15;1887684,17;400722,98;2050,54;2069,08;8945;8,1;86;7,78
".. Embolia e trombose arteriais";1988;1989;4984066,09;4162412,49;821653,60;2505,82;2507,08;14620;7,4;179;9,00
".. Outras doenças das artérias arteríolas e capil";2024;2024;8802770,07;7420742,09;1381241,63;4349,19;4349,19;14123;7,0;155;7,66
".. Flebite tromboflebite embolia e trombose venosa";3253;3253;2265564,37;1984058,29;281395,18;696,45;696,45;18285;5,6;80;2,46
".. Veias varicosas das extremidades inferiores";623;632;421120,51;304138,36;114007,51;666,33;675,96;3474;5,6;16;2,57
".. Hemorróidas";399;399;144271,67;93575,72;49647,30;361,58;361,58;790;2,0;-;-
".. Outras doenças do aparelho circulatório";669;670;629476,90;537838,11;91454,90;939,52;940,92;2898;4,3;12;1,79
"10 Doenças do aparelho respiratório";50227;50240;81002951,04;70330907,92;10671325,10;1612,32;1612,74;316288;6,3;7204;14,34
".. Faringite aguda e amigdalite aguda";416;416;136873,51;119403,14;17470,37;329,02;329,02;1284;3,1;-;-
".. Laringite e traqueíte agudas";214;214;94048,87;81426,51;12622,36;439,48;439,48;688;3,2;2;0,93
".. Outras infecções agudas das vias aéreas super";805;805;459705,36;396326,17;63379,19;571,06;571,06;2404;3,0;31;3,85
".. Influenza [gripe]";1596;1596;1877965,18;1637962,96;240002,22;1176,67;1176,67;7508;4,7;137;8,58
".. Pneumonia";25770;25771;37747239,33;33081973,23;4665190,30;1464,72;1464,77;168922;6,6;4028;15,63
".. Bronquite aguda e bronquiolite aguda";1200;1200;534985,56;464640,82;70344,74;445,82;445,82;4413;3,7;22;1,83
".. Sinusite crônica";41;41;38727,59;27551,47;11176,12;944,58;944,58;146;3,6;-;-
".. Outras doenças do nariz e dos seios paranasais";150;150;112210,12;77599,65;34572,53;748,07;748,07;404;2,7;1;0,67
".. Doenças crônicas das amígdalas e das adenóides";193;193;79095,55;41479,24;37059,39;409,82;409,82;258;1,3;1;0,52
".. Outras doenças do trato respiratório superior";438;438;479746,20;403557,49;76188,71;1095,31;1095,31;1988;4,5;22;5,02
".. Bronquite enfisema e outr doenç pulm obstr crôn";4888;4895;5659377,24;5131598,33;527743,11;1156,15;1157,81;30063;6,2;441;9,02
".. Asma";3739;3739;2331656,76;2179477,59;152179,17;623,60;623,60;11854;3,2;26;0,70
".. Bronquiectasia";31;31;34535,82;30560,68;3975,14;1114,06;1114,06;227;7,3;1;3,23
".. Pneumoconiose";37;37;52840,77;47221,97;5618,80;1428,13;1428,13;300;8,1;6;16,22
".. Outras doenças do aparelho respiratório";10709;10714;31363943,18;26610128,67;4753802,95;2927,38;2928,75;85829;8,0;2486;23,21
"11 Doenças do aparelho digestivo";56723;56723;65312538,17;54963007,00;10326367,95;1151,43;1151,43;270262;4,8;2856;5,03
".. Cárie dentária";2;2;244,55;139,02;105,53;122,27;122,27;1;0,5;-;-
".. Outros transtornos dentes e estruturas suporte";294;294;220549,38;155894,49;64654,89;750,17;750,17;871;3,0;3;1,02
".. Outr doenç cavidade oral glând saliv e maxilar";391;391;195002,10;137554,69;57447,41;498,73;498,73;1226;3,1;1;0,26
".. Úlcera gástrica e duodenal";773;773;1271861,57;1108136,33;163725,24;1645,36;1645,36;4641;6,0;90;11,64
".. Gastrite e duodenite";1401;1401;363297,24;320043,52;43253,72;259,31;259,31;4094;2,9;13;0,93
".. Outras doenças do esôfago estômago e duodeno";1597;1597;2000709,42;1715233,15;284917,07;1252,79;1252,79;9793;6,1;109;6,83
".. Doenças do apêndice";10497;10497;7265386,12;5232435,51;2032950,61;692,14;692,14;31891;3,0;33;0,31
".. Hérnia inguinal";2405;2405;1696530,82;1260496,66;429118,93;705,42;705,42;6044;2,5;23;0,96
".. Outras hérnias";2078;2078;1859755,49;1462118,22;397637,27;894,97;894,97;5797;2,8;43;2,07
".. Doença de Crohn e colite ulcerativa";295;295;291406,27;256346,08;35060,19;987,82;987,82;1939;6,6;11;3,73
".. Ileo paralítico e obstrução intestinal s/hérnia";2754;2754;6861955,27;5911902,35;949720,48;2491,63;2491,63;18472;6,7;337;12,24
".. Doença diverticular do intestino";746;746;1224513,41;1073216,49;151296,92;1641,44;1641,44;4448;6,0;57;7,64
".. Outras doenças dos intestinos e peritônio";5766;5766;8090855,05;6937077,90;1152798,36;1403,20;1403,20;29223;5,1;355;6,16
".. Doença alcoólica do fígado";1158;1158;2776416,25;2483936,49;292479,76;2397,60;2397,60;9349;8,1;213;18,39
".. Outras doenças do fígado";3091;3091;11789507,27;10569451,05;1220056,22;3814,14;3814,14;24917;8,1;510;16,50
".. Colelitíase e colecistite";10115;10115;8018126,65;6332371,82;1674077,12;792,70;792,70;48685;4,8;153;1,51
".. Pancreatite aguda e outras doenças do pâncreas";2862;2862;2426716,27;2154106,62;272448,01;847,91;847,91;18716;6,5;141;4,93
".. Outras doenças do aparelho digestivo";10498;10498;8959705,04;7852546,61;1104620,22;853,47;853,47;50155;4,8;764;7,28
"12 Doenças da pele e do tecido subcutâneo";12901;12961;9443852,36;7573130,62;1854310,58;728,64;732,02;77116;6,0;312;2,42
".. Infecções da pele e do tecido subcutâneo";5777;5777;3239707,56;2724937,74;514617,40;560,79;560,79;32946;5,7;84;1,45
".. Outras doenças da pele e do tecido subcutâneo";7124;7184;6204144,80;4848192,88;1339693,18;863,61;870,88;44170;6,2;228;3,20
"13 Doenças sist osteomuscular e tec conjuntivo";7267;7319;9230771,60;7631375,18;1597644,58;1261,21;1270,23;42597;5,9;96;1,32
