 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Jun/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Hanseníase [lepra]";128;134;121909,05;95181,53;26727,52;909,77;952,41;1044;8,2;6;4,69
".. Tétano neonatal";1;1;963,11;890,89;72,22;963,11;963,11;7;7,0;-;-
".. Outros tétanos";11;11;104689,22;91488,52;13200,70;9517,20;9517,20;217;19,7;5;45,45
".. Difteria";2;2;3293,84;3106,83;187,01;1646,92;1646,92;31;15,5;-;-
".. Coqueluche";8;8;6731,13;6183,49;547,64;841,39;841,39;37;4,6;-;-
".. Infecção meningocócica";44;44;96985,60;86225,84;10759,76;2204,22;2204,22;470;10,7;6;13,64
".. Septicemia";8429;8429;32274448,48;28644485,40;3629636,28;3828,98;3828,98;91245;10,8;3965;47,04
".. Outras doenças bacterianas";13401;13402;24879462,65;22300528,76;2578713,99;1856,40;1856,54;108873;8,1;1687;12,59
".... Leptospirose icterohemorrágica";7;7;31736,40;29443,37;2293,03;4533,77;4533,77;106;15,1;-;-
".... Outras formas de leptospirose";7;7;11941,93;11311,20;630,73;1705,99;1705,99;41;5,9;1;14,29
".... Leptospirose não especificada";63;63;146650,33;131147,45;15502,88;2327,78;2327,78;554;8,8;7;11,11
".... Restante de outras doenças bacterianas";13324;13325;24689133,99;22128626,74;2560287,35;1852,84;1852,98;108172;8,1;1679;12,60
".. Sífilis congênita";1606;1606;1187179,64;861486,93;325692,71;739,22;739,22;14601;9,1;2;0,12
".. Sífilis precoce";60;60;28096,56;23424,67;4671,89;468,28;468,28;535;8,9;1;1,67
".. Outras sífilis";124;124;79496,60;65308,05;14188,55;641,10;641,10;1230;9,9;3;2,42
".. Infecção gonocócica";9;9;2583,56;2180,76;402,80;287,06;287,06;57;6,3;-;-
".. Doenças por clamídias transmitidas via sexual";2;2;1370,74;1139,82;230,92;685,37;685,37;12;6,0;1;50,00
".. Outras infecções com transm predominant sexual";58;58;24380,25;19981,62;4398,63;420,35;420,35;320;5,5;2;3,45
".. Febres recorrentes";37;37;13949,03;11910,86;2038,17;377,00;377,00;133;3,6;-;-
".. Tracoma";2;2;628,68;551,53;77,15;314,34;314,34;23;11,5;1;50,00
".. Raiva";3;3;15967,59;13736,66;2230,93;5322,53;5322,53;38;12,7;-;-
".. Encefalite viral";111;111;242731,52;218570,51;24161,01;2186,77;2186,77;1257;11,3;7;6,31
".. Febre amarela";1;1;865,91;793,69;72,22;865,91;865,91;2;2,0;-;-
".. Outras febre p/arbovírus e febr hemorr p/vírus";3012;3012;1242748,74;1034321,21;208329,68;412,60;412,60;9994;3,3;46;1,53
".... Dengue [dengue clásssico]";2748;2748;1075744,57;890664,28;184982,44;391,46;391,46;8851;3,2;36;1,31
".... Febre hemorrágica devida ao vírus da dengue";165;165;127695,71;109911,97;17783,74;773,91;773,91;685;4,2;10;6,06
".... Restante outr febr arbovírus febr hemor vírus";99;99;39308,46;33744,96;5563,50;397,06;397,06;458;4,6;-;-
".. Infecções pelo vírus do herpes";66;66;33010,34;24516,40;8493,94;500,16;500,16;350;5,3;2;3,03
".. Varicela e herpes zoster";232;232;317300,81;276154,66;41146,15;1367,68;1367,68;1546;6,7;22;9,48
".. Sarampo";35;35;12591,65;9456,11;3135,54;359,76;359,76;176;5,0;-;-
".. Rubéola";2;2;245,69;198,72;46,97;122,84;122,84;3;1,5;-;-
".. Hepatite aguda B";79;79;94500,14;85483,94;9016,20;1196,20;1196,20;618;7,8;10;12,66
".. Outras hepatites virais";121;121;63423,09;55901,25;7521,84;524,16;524,16;781;6,5;15;12,40
".. Doença pelo vírus da imunodefic humana [HIV]";1316;1319;2295458,56;2022449,12;273009,44;1740,30;1744,27;20538;15,6;172;13,07
".. Caxumba [parotidite epidêmica]";25;25;17616,49;15132,05;2484,44;704,66;704,66;111;4,4;-;-
".. Outras doenças virais";56440;56440;212201516,10;178859714,74;33341755,12;3759,77;3759,77;395062;7,0;12609;22,34
".... Meningite viral";106;106;179283,96;160886,93;18397,03;1691,36;1691,36;922;8,7;4;3,77
".... Restante de outras doenças virais";56334;56334;212022232,14;178698827,81;33323358,09;3763,66;3763,66;394140;7,0;12605;22,38
".. Micoses";191;191;277026,54;240686,47;36340,07;1450,40;1450,40;1779;9,3;21;10,99
".. Malária";48;48;32336,30;27733,30;4603,00;673,67;673,67;226;4,7;2;4,17
".... Malária por Plasmodium falciparum";3;3;6640,89;5867,21;773,68;2213,63;2213,63;15;5,0;1;33,33
".... Malária por Plasmodium vivax";34;34;23278,09;19884,39;3393,70;684,65;684,65;177;5,2;1;2,94
".... Malária por Plasmodium malariae";2;2;276,48;222,46;54,02;138,24;138,24;5;2,5;-;-
".... Malária não especificada";9;9;2140,84;1759,24;381,60;237,87;237,87;29;3,2;-;-
".. Leishmaniose";158;158;98308,75;87126,16;11182,59;622,21;622,21;1686;10,7;5;3,16
".... Leishmaniose visceral";99;99;81383,51;72514,59;8868,92;822,06;822,06;1171;11,8;3;3,03
".... Leishmaniose cutânea";20;20;6602,58;5803,70;798,88;330,13;330,13;199;9,9;-;-
".... Leishmaniose cutâneo-mucosa";6;6;1110,72;931,92;178,80;185,12;185,12;57;9,5;-;-
".... Leishmaniose não especificada";33;33;9211,94;7875,95;1335,99;279,15;279,15;259;7,8;2;6,06
".. Tripanossomíase";26;26;54586,59;47957,44;6629,15;2099,48;2099,48;175;6,7;6;23,08
".. Esquistossomose";5;5;3915,73;3345,37;570,36;783,15;783,15;57;11,4;2;40,00
".. Equinococose";1;1;528,88;485,70;43,18;528,88;528,88;3;3,0;-;-
".. Filariose";2;2;1270,85;1141,92;128,93;635,42;635,42;24;12,0;-;-
".. Outras helmintíases";36;36;15219,00;13287,63;1931,37;422,75;422,75;205;5,7;-;-
".. Seqüelas de tuberculose";5;5;28572,69;24460,46;4112,23;5714,54;5714,54;47;9,4;1;20,00
".. Seqüelas de poliomielite";16;22;32121,77;28303,08;3818,69;1460,08;2007,61;293;18,3;2;12,50
".. Seqüelas de hanseníase [lepra]";7;12;12997,52;10505,21;2492,31;1083,13;1856,79;170;24,3;-;-
".. Outras doenças infecciosas e parasitárias";1207;1207;1056724,31;902173,62;154550,69;875,50;875,50;6927;5,7;44;3,65
"02 Neoplasias (tumores)";28387;28400;53693262,50;44163188,72;9524392,83;1890,61;1891,47;178538;6,3;4445;15,66
".. Neoplasia maligna do lábio cavid oral e faringe";1062;1063;1521637,00;1274759,58;246877,42;1431,46;1432,80;7079;6,7;188;17,70
".. Neoplasia maligna do esôfago";1001;1005;1157226,72;996100,43;161126,29;1151,47;1156,07;5393;5,4;189;18,88
".. Neoplasia maligna do estômago";1433;1433;2515807,56;2151347,86;364459,70;1755,62;1755,62;8359;5,8;249;17,38
".. Neoplasia maligna do cólon";2333;2333;5181950,82;4370534,31;811416,51;2221,15;2221,15;12205;5,2;277;11,87
".. Neopl malig junção retoss reto ânus canal anal";1334;1334;2961322,07;2498105,84;463216,23;2219,88;2219,88;7515;5,6;153;11,47
".. Neopl malig fígado e vias biliares intra-hepát";535;536;942885,25;820288,53;122596,72;1759,11;1762,40;3323;6,2;173;32,34
".. Neoplasia maligna do pâncreas";785;785;1380233,01;1167012,90;213220,11;1758,26;1758,26;5102;6,5;208;26,50
".. Outras neoplasias malignas de órgãos digestivos";719;719;1262501,91;1063719,30;196684,82;1755,91;1755,91;5121;7,1;184;25,59
".. Neoplasias malignas de laringe";511;511;654282,67;523617,53;130665,14;1280,40;1280,40;2909;5,7;69;13,50
".. Neoplasia maligna de traquéia brônquios e pulm";1482;1482;1681644,11;1427462,85;254181,26;1134,71;1134,71;9951;6,7;450;30,36
".. Outras neopl malig órg respirat e intratorác";222;222;440670,97;348789,27;91881,70;1985,00;1985,00;1430;6,4;42;18,92
".. Neoplasia maligna do osso e cartilagem articul";457;457;931988,11;786829,42;145158,69;2039,36;2039,36;3017;6,6;31;6,78
".. Neoplasia maligna da pele";177;177;263458,40;207058,36;56400,04;1488,47;1488,47;868;4,9;31;17,51
".. Outras neoplasias malignas da pele";362;362;416155,06;316929,75;99225,31;1149,60;1149,60;920;2,5;36;9,94
".. Neopl malig do tecido mesotelial e tec moles";531;531;1372430,17;1081829,41;290600,76;2584,61;2584,61;3101;5,8;50;9,42
".. Neoplasia maligna da mama";1746;1748;2088271,73;1606005,20;482266,53;1194,66;1196,03;9027;5,2;359;20,56
".. Neoplasia maligna do colo do útero";927;927;1166221,27;987787,36;174862,31;1258,06;1258,06;5876;6,3;178;19,20
".. Neopl malig outr porções e porç não espec útero";367;367;560489,21;463233,63;97255,58;1527,22;1527,22;2181;5,9;77;20,98
".. Outras neopl malignas órgãos genitais femininos";512;513;1008751,62;821610,55;187141,07;1966,38;1970,22;3082;6,0;86;16,80
".. Neoplasia maligna da próstata";1065;1066;1446206,64;1170726,92;275479,72;1356,67;1357,94;6034;5,7;205;19,25
".. Outras neopl malignas órgãos genit masculinos";279;279;390645,17;324397,29;66247,88;1400,16;1400,16;1643;5,9;19;6,81
".. Neoplasia maligna da bexiga";594;594;960879,94;802964,22;157915,72;1617,64;1617,64;3294;5,5;63;10,61
".. Outras neoplasias malignas do trato urinário";360;360;596572,11;493098,58;103473,53;1657,14;1657,14;2331;6,5;55;15,28
".. Neoplasia maligna dos olhos e anexos";98;98;126515,90;103758,25;22757,65;1290,98;1290,98;290;3,0;-;-
".. Neoplasia maligna do encéfalo";885;885;3170175,38;2281711,10;888452,72;3582,12;3582,12;7933;9,0;136;15,37
".. Neopl malig outras partes sistema nerv central";174;175;584304,17;418604,67;165699,50;3338,88;3358,07;1655;9,5;28;16,09
".. Neopl malig outr local mal def secun e não esp";1691;1691;2792368,20;2267835,66;524532,54;1651,31;1651,31;9645;5,7;305;18,04
".. Doença de Hodgkin";223;223;494816,86;428211,05;66605,81;2218,91;2218,91;1344;6,0;5;2,24
".. Linfoma não-Hodgkin";873;873;1642060,51;1470544,05;171516,46;1880,94;1880,94;6836;7,8;94;10,77
".. Leucemia";1856;1856;5353768,05;4899133,52;454634,53;2884,57;2884,57;16413;8,8;142;7,65
".. Outras neopl malig tecidos linfóid hemat e rel";451;452;1178060,26;1038698,57;139361,69;2606,33;2612,11;3997;8,9;86;19,07
".. Carcinoma in situ de colo do útero";84;84;131676,48;101101,28;30575,20;1567,58;1567,58;142;1,7;-;-
".. Neoplasia benigna da pele";57;58;30367,91;22648,52;7719,39;523,58;532,77;105;1,8;-;-
".. Neoplasia benigna da mama";27;27;32807,68;21147,76;11659,92;1215,10;1215,10;15;0,6;-;-
".. Leiomioma do útero";617;617;516953,97;372791,18;144162,79;837,85;837,85;2085;3,4;1;0,16
".. Neoplasia benigna do ovário";23;23;18408,84;14014,95;4393,89;800,38;800,38;70;3,0;-;-
".. Neoplasia benigna dos órgãos urinários";9;9;22860,55;19038,09;3822,46;2540,06;2540,06;73;8,1;1;11,11
".. Neopl benig encéfalo e outr part sist nerv cent";133;133;698008,22;474193,57;223814,65;5248,18;5248,18;1217;9,2;8;6,02
".. Outr neopl in situ benigs e comport incert desc";2392;2392;5997878,00;4525547,41;1472330,59;2507,47;2507,47;16957;7,1;267;11,16
"03 Doenças sangue órgãos hemat e transt imunitár";5936;5936;3987844,17;3557794,07;430014,30;671,81;671,81;32027;5,4;347;5,85
".. Anemia por deficiência de ferro";738;738;308317,63;276048,72;32268,91;417,77;417,77;3093;4,2;33;4,47
".. Outras anemias";4224;4224;2908554,57;2591766,31;316752,46;688,58;688,58;22871;5,4;268;6,34
".. Afecç hemorrág e outr doenç sang e órg hematop";940;940;761992,71;681807,68;80185,03;810,63;810,63;5997;6,4;46;4,89
".. Alguns transtornos envolvendo mecanismo imunit";34;34;8979,26;8171,36;807,90;264,10;264,10;66;1,9;-;-
"04 Doenças endócrinas nutricionais e metabólicas";12836;12839;10621488,46;9058905,14;1559417,72;827,28;827,48;75668;5,9;930;7,25
".. Transtornos tireoidianos relac deficiência iodo";5;5;5685,93;4677,91;1008,02;1137,19;1137,19;20;4,0;-;-
".. Tireotoxicose";20;20;12189,56;10455,88;1733,68;609,48;609,48;122;6,1;1;5,00
".. Outros transtornos tireoidianos";45;45;47099,46;38521,92;8577,54;1046,65;1046,65;270;6,0;-;-
".. Diabetes mellitus";8521;8522;7472503,44;6396546,36;1072791,48;876,85;876,95;49935;5,9;455;5,34
".. Desnutrição";1740;1740;1578659,96;1312034,58;266625,38;907,28;907,28;12669;7,3;255;14,66
".. Outras deficiências vitamínicas";1;1;224,95;198,33;26,62;224,95;224,95;11;11,0;1;100,00
".. Seqüelas de desnutrição e de outras defic nutr";1;1;446,78;374,26;72,52;446,78;446,78;4;4,0;-;-
".. Obesidade";24;24;106630,30;75677,40;30952,90;4442,93;4442,93;89;3,7;2;8,33
".. Depleção de volume";766;768;214434,22;187125,78;27308,44;279,21;279,94;2625;3,4;70;9,14
".. Outros transt endócrinos nutricionais metabólic";1713;1713;1183613,86;1033292,72;150321,14;690,96;690,96;9923;5,8;146;8,52
"05 Transtornos mentais e comportamentais";12294;17851;17164046,50;15110628,05;2053418,45;961,52;1396,13;287231;23,4;66;0,54
".. Demência";132;203;253588,92;230812,99;22775,93;1249,21;1921,13;3718;28,2;16;12,12
".. Transt mentais e comportamentais dev uso álcool";1875;2402;2089439,56;1834444,81;254994,75;869,87;1114,37;34170;18,2;15;0,80
".. Transt ment comport dev uso outr subst psicoat";1947;2615;2390247,12;2098459,92;291787,20;914,05;1227,66;38208;19,6;10;0,51
".. Esquizofrenia transt esquizotípicos e delirant";3956;6973;7835981,34;6896675,49;939305,85;1123,76;1980,78;131221;33,2;8;0,20
".. Transtornos de humor [afetivos]";3196;3926;3096317,26;2727814,98;368502,28;788,67;968,81;52782;16,5;6;0,19
".. Transt neurót e relacionados com stress somatof";176;188;94307,14;84421,32;9885,82;501,63;535,84;1394;7,9;1;0,57
".. Retardo mental";199;471;599901,86;528613,33;71288,53;1273,68;3014,58;10961;55,1;1;0,50
".. Outros transtornos mentais e comportamentais";813;1073;804263,30;709385,21;94878,09;749,55;989,25;14777;18,2;9;1,11
"06 Doenças do sistema nervoso";9844;10254;16726331,77;14038132,16;2687988,15;1631,20;1699,14;86906;8,8;604;6,14
".. Doenças inflamatórias do sistema nervoso centr";646;648;1484320,68;1259061,50;225259,18;2290,62;2297,71;11049;17,1;51;7,89
".... Meningite bacteriana não classif outra parte";202;202;555695,71;498961,74;56733,97;2750,97;2750,97;2504;12,4;17;8,42
".... Mening em doenç infec/parasit class outr part";2;2;4893,26;4378,78;514,48;2446,63;2446,63;21;10,5;-;-
".... Mening dev outras causas e causas não especif";12;12;27581,40;23359,03;4222,37;2298,45;2298,45;88;7,3;2;16,67
".... Restante doenças inflamat sist nervoso centr";430;432;896150,31;732361,95;163788,36;2074,42;2084,07;8436;19,6;32;7,44
".. Doença de Parkinson";31;36;60524,07;57323,98;3200,09;1681,22;1952,39;382;12,3;3;9,68
".. Doença de Alzheimer";84;90;122163,51;109559,62;12603,89;1357,37;1454,33;944;11,2;21;25,00
".. Esclerose múltiplas";152;153;103266,43;91240,70;12025,73;674,94;679,38;604;4,0;2;1,32
".. Epilepsia";3571;3583;2601922,67;2258739,93;343054,89;726,19;728,63;18239;5,1;99;2,77
".. Enxaqueca e outras síndromes de algias cefálic";528;528;259767,88;226853,33;32842,50;491,98;491,98;1815;3,4;5;0,95
".. Acid vascular cerebr isquêm transit e síndr cor";1452;1452;1522027,65;1348912,69;173114,96;1048,23;1048,23;9531;6,6;141;9,71
".. Transtornos dos nervos raízes e plexos nervosos";357;357;384928,77;271441,73;113487,04;1078,23;1078,23;1041;2,9;6;1,68
".. Paralisia cerebral e outras síndromes paralít";70;124;385817,60;336348,68;49468,92;3111,43;5511,68;2159;30,8;3;4,29
".. Outras doenças do sistema nervoso";2953;3283;9801592,51;8078650,00;1722930,95;2985,56;3319,20;41142;13,9;273;9,24
"07 Doenças do olho e anexos";896;896;1449277,72;1096117,16;352732,16;1617,50;1617,50;1912;2,1;4;0,45
".. Inflamação da pálpebra";9;9;3185,01;2638,80;546,21;353,89;353,89;33;3,7;-;-
".. Conjuntivite e outros transtornos da conjuntiva";25;25;7730,02;5466,09;2263,93;309,20;309,20;53;2,1;-;-
".. Ceratite e outros transtornos esclerót e córnea";68;68;72177,00;40772,50;31404,50;1061,43;1061,43;251;3,7;-;-
".. Catarata e outros transtornos do cristalino";54;54;57414,35;43563,05;13422,90;1063,23;1063,23;33;0,6;-;-
".. Descolamentos e defeitos da retina";260;260;888826,66;683169,95;205656,71;3418,56;3418,56;71;0,3;-;-
".. Glaucoma";63;63;57812,34;42137,52;15674,82;917,66;917,66;34;0,5;-;-
".. Estrabismo";5;5;2631,62;2143,70;487,92;526,32;526,32;13;2,6;-;-
".. Cegueira e visão subnormal";2;2;467,14;410,10;57,04;233,57;233,57;4;2,0;-;-
".. Outras doenças do olho e anexos";410;410;359033,58;275815,45;83218,13;875,69;875,69;1420;3,5;4;0,98
"08 Doenças do ouvido e da apófise mastóide";370;370;227285,28;197754,78;29530,50;614,28;614,28;1769;4,8;4;1,08
".. Otite média e outr transt ouvid médio apóf mast";235;235;91269,88;72194,62;19075,26;388,38;388,38;1215;5,2;2;0,85
".. Perda de audição";1;1;90575,23;88534,78;2040,45;90575,23;90575,23;1;1,0;-;-
".. Outras doenças do ouvido e da apófise mastóide";134;134;45440,17;37025,38;8414,79;339,11;339,11;553;4,1;2;1,49
"09 Doenças do aparelho circulatório";65338;65497;168126220,53;142542420,26;25578782,84;2566,93;2573,18;418000;6,4;7294;11,16
".. Febre reumática aguda";77;77;120360,07;94422,79;25937,28;1563,12;1563,12;504;6,5;3;3,90
".. Doença reumática crônica do coração";189;189;2283076,54;1614760,00;668316,54;12079,77;12079,77;2129;11,3;20;10,58
".. Hipertensão essencial (primária)";2819;2838;1003040,99;845070,00;157970,99;353,43;355,81;8902;3,2;40;1,42
".. Outras doenças hipertensivas";1316;1317;902893,36;747802,53;155090,83;685,57;686,09;5610;4,3;53;4,03
".. Infarto agudo do miocárdio";9016;9016;36040733,47;30339284,79;5701376,63;3997,42;3997,42;54701;6,1;991;10,99
".. Outras doenças isquêmicas do coração";6964;6965;29296523,52;23154593,47;6141750,15;4206,25;4206,85;33948;4,9;185;2,66
".. Embolia pulmonar";690;690;1224404,16;1092650,24;131753,92;1774,50;1774,50;5787;8,4;139;20,14
".. Transtornos de condução e arritmias cardíacas";3690;3690;13629382,68;12355695,41;1273687,27;3693,60;3693,60;16693;4,5;670;18,16
".. Insuficiência cardíaca";12679;12680;22297257,26;20150011,33;2146227,82;1758,46;1758,60;89924;7,1;1617;12,75
".. Outras doenças do coração";1811;1815;6318019,75;5057156,06;1260863,69;3481,00;3488,69;16045;8,9;169;9,33
".. Hemorragia intracraniana";2188;2189;10432791,01;8594658,40;1838132,61;4766,01;4768,19;20877;9,5;585;26,74
".. Infarto cerebral";1875;1875;3732410,90;3349502,99;382907,91;1990,62;1990,62;15039;8,0;292;15,57
".. Acid vascular cerebr não espec hemorrág ou isq";11899;11905;17708866,90;15593512,08;2115262,34;1487,52;1488,27;80556;6,8;1883;15,82
".. Outras doenças cerebrovasculares";763;870;3490171,13;2980830,67;509340,46;4011,69;4574,27;10000;13,1;98;12,84
".. Arteroesclerose";1200;1200;2823828,40;2409000,94;414827,46;2353,19;2353,19;7313;6,1;74;6,17
".. Outras doenças vasculares periféricas";908;914;2102672,10;1732682,18;369989,92;2300,52;2315,72;6413;7,1;76;8,37
".. Embolia e trombose arteriais";1713;1713;4278294,27;3543527,03;734767,24;2497,54;2497,54;11172;6,5;161;9,40
".. Outras doenças das artérias arteríolas e capil";1708;1708;7418743,70;6322618,98;1096124,72;4343,53;4343,53;10501;6,1;152;8,90
".. Flebite tromboflebite embolia e trombose venosa";2640;2640;2060764,40;1802492,58;257975,92;780,59;780,59;15716;6,0;62;2,35
".. Veias varicosas das extremidades inferiores";490;503;390062,92;294420,59;92757,25;775,47;796,05;3165;6,5;11;2,24
".. Hemorróidas";198;198;77580,50;52272,68;24833,91;391,82;391,82;376;1,9;1;0,51
".. Outras doenças do aparelho circulatório";505;505;494342,50;415454,52;78887,98;978,90;978,90;2629;5,2;12;2,38
"10 Doenças do aparelho respiratório";52056;52077;80186922,16;69648403,80;10537343,53;1539,78;1540,40;331575;6,4;7895;15,17
".. Faringite aguda e amigdalite aguda";393;393;131960,96;114856,96;17104,00;335,78;335,78;1242;3,2;1;0,25
".. Laringite e traqueíte agudas";234;234;74292,41;64793,20;9499,21;317,49;317,49;775;3,3;2;0,85
".. Outras infecções agudas das vias aéreas super";971;971;421551,26;365469,82;56081,44;434,14;434,14;2940;3,0;38;3,91
".. Influenza [gripe]";2988;2988;3124380,29;2720594,36;403785,93;1045,64;1045,64;13941;4,7;236;7,90
".. Pneumonia";26658;26662;37450727,53;32823663,54;4626852,53;1404,65;1404,86;175436;6,6;4136;15,52
".. Bronquite aguda e bronquiolite aguda";1085;1085;624822,42;546206,95;78615,47;575,87;575,87;4877;4,5;22;2,03
".. Sinusite crônica";13;13;18611,66;13959,21;4652,45;1431,67;1431,67;52;4,0;1;7,69
".. Outras doenças do nariz e dos seios paranasais";53;53;35683,07;24648,39;11034,68;673,27;673,27;135;2,5;-;-
".. Doenças crônicas das amígdalas e das adenóides";49;49;27710,91;15237,01;11935,69;565,53;565,53;58;1,2;-;-
".. Outras doenças do trato respiratório superior";389;389;331886,45;272895,02;58991,43;853,18;853,18;1663;4,3;8;2,06
".. Bronquite enfisema e outr doenç pulm obstr crôn";4563;4574;4891858,10;4420077,99;471780,11;1069,49;1072,07;30550;6,7;487;10,67
".. Asma";2714;2714;1720976,34;1606818,12;114158,22;634,11;634,11;7863;2,9;20;0,74
".. Bronquiectasia";24;24;62493,33;52706,30;9787,03;2603,89;2603,89;289;12,0;2;8,33
".. Pneumoconiose";42;42;47179,14;41435,65;5743,49;1123,31;1123,31;269;6,4;2;4,76
".. Outras doenças do aparelho respiratório";11880;11886;31222788,29;26565041,28;4657321,85;2626,85;2628,18;91485;7,7;2940;24,75
"11 Doenças do aparelho digestivo";45770;45770;56241648,05;47594582,30;8634799,98;1228,79;1228,79;225727;4,9;2829;6,18
".. Cárie dentária";2;2;1124,55;836,31;288,24;562,28;562,28;7;3,5;-;-
".. Outros transtornos dentes e estruturas suporte";222;222;177271,90;124363,20;52908,70;798,52;798,52;634;2,9;-;-
".. Outr doenç cavidade oral glând saliv e maxilar";288;288;206973,17;161843,72;45129,45;718,66;718,66;1229;4,3;2;0,69
".. Úlcera gástrica e duodenal";735;735;1165799,86;1007865,73;157934,13;1586,12;1586,12;4342;5,9;92;12,52
".. Gastrite e duodenite";1358;1358;347001,81;304740,34;42261,47;255,52;255,52;3864;2,8;19;1,40
".. Outras doenças do esôfago estômago e duodeno";1370;1370;1710073,22;1462667,44;247405,78;1248,23;1248,23;8449;6,2;102;7,45
".. Doenças do apêndice";9115;9115;6531470,75;4732788,43;1798682,32;716,56;716,56;28983;3,2;32;0,35
".. Hérnia inguinal";1150;1150;929551,09;707331,45;217791,95;808,31;808,31;2918;2,5;23;2,00
".. Outras hérnias";1044;1044;1326384,27;1072836,20;253473,03;1270,48;1270,48;3668;3,5;39;3,74
".. Doença de Crohn e colite ulcerativa";246;246;281066,51;251225,30;29841,21;1142,55;1142,55;1715;7,0;14;5,69
".. Ileo paralítico e obstrução intestinal s/hérnia";2486;2486;6623577,19;5690189,87;933387,32;2664,35;2664,35;17323;7,0;339;13,64
".. Doença diverticular do intestino";605;605;1089890,19;956062,32;133827,87;1801,47;1801,47;3804;6,3;47;7,77
".. Outras doenças dos intestinos e peritônio";4768;4768;7324898,25;6268719,07;1054681,96;1536,26;1536,26;25771;5,4;355;7,45
".. Doença alcoólica do fígado";970;970;2828461,83;2541948,54;286513,29;2915,94;2915,94;7721;8,0;198;20,41
".. Outras doenças do fígado";2616;2616;9827735,03;8805509,46;1022117,72;3756,78;3756,78;19655;7,5;520;19,88
".. Colelitíase e colecistite";7288;7288;5798012,12;4657188,28;1134890,20;795,56;795,56;35730;4,9;146;2,00
".. Pancreatite aguda e outras doenças do pâncreas";2508;2508;2069887,54;1840149,15;229678,34;825,31;825,31;16241;6,5;144;5,74
".. Outras doenças do aparelho digestivo";8999;8999;8002468,77;7008317,49;993987,00;889,26;889,26;43673;4,9;757;8,41
"12 Doenças da pele e do tecido subcutâneo";10877;10922;8383644,64;6718012,92;1653768,78;767,59;770,77;71051;6,5;292;2,68
".. Infecções da pele e do tecido subcutâneo";4926;4926;2783401,85;2322970,51;459415,67;565,04;565,04;28321;5,7;82;1,66
".. Outras doenças da pele e do tecido subcutâneo";5951;5996;5600242,79;4395042,41;1194353,11;934,00;941,06;42730;7,2;210;3,53
