 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Abr/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Outras sífilis";108;108;81543,11;63817,08;17726,03;755,03;755,03;1053;9,8;3;2,78
".. Infecção gonocócica";6;6;1492,38;1231,19;261,19;248,73;248,73;32;5,3;-;-
".. Doenças por clamídias transmitidas via sexual";4;4;1210,63;1019,71;190,92;302,66;302,66;16;4,0;-;-
".. Outras infecções com transm predominant sexual";52;52;32920,00;26864,16;6055,84;633,08;633,08;423;8,1;2;3,85
".. Febres recorrentes";53;53;17368,25;14768,63;2599,62;327,70;327,70;215;4,1;1;1,89
".. Tracoma";1;1;156,12;124,68;31,44;156,12;156,12;3;3,0;-;-
".. Raiva";7;7;29717,25;25898,44;3818,81;4245,32;4245,32;93;13,3;2;28,57
".. Encefalite viral";150;150;216134,10;197561,14;18572,96;1440,89;1440,89;1443;9,6;9;6,00
".. Febre amarela";11;11;26482,67;23568,79;2913,88;2407,52;2407,52;89;8,1;-;-
".. Outras febre p/arbovírus e febr hemorr p/vírus";5720;5720;2143384,72;1770572,93;372739,74;374,72;374,72;18005;3,1;50;0,87
".... Dengue [dengue clásssico]";5314;5314;1898237,64;1560103,64;338061,95;357,21;357,21;16262;3,1;33;0,62
".... Febre hemorrágica devida ao vírus da dengue";274;274;214329,15;184574,54;29754,61;782,22;782,22;1289;4,7;17;6,20
".... Restante outr febr arbovírus febr hemor vírus";132;132;30817,93;25894,75;4923,18;233,47;233,47;454;3,4;-;-
".. Infecções pelo vírus do herpes";70;70;50668,22;39596,30;11071,92;723,83;723,83;377;5,4;1;1,43
".. Varicela e herpes zoster";272;272;319649,79;281696,03;37953,76;1175,18;1175,18;1935;7,1;26;9,56
".. Sarampo";77;77;19115,13;15641,41;3473,72;248,25;248,25;328;4,3;-;-
".. Rubéola";2;2;1812,68;1683,42;129,26;906,34;906,34;15;7,5;-;-
".. Hepatite aguda B";68;68;90911,21;81691,63;9219,58;1336,93;1336,93;572;8,4;9;13,24
".. Outras hepatites virais";195;195;90673,50;80260,29;10413,21;464,99;464,99;1293;6,6;15;7,69
".. Doença pelo vírus da imunodefic humana [HIV]";1532;1549;2368576,60;2102531,81;266044,79;1529,10;1546,07;25429;16,6;188;12,27
".. Caxumba [parotidite epidêmica]";34;34;13303,79;11470,19;1833,60;391,29;391,29;115;3,4;2;5,88
".. Outras doenças virais";5946;5946;11689921,38;9792328,68;1897492,10;1966,01;1966,01;32238;5,4;968;16,28
".... Meningite viral";131;131;189667,51;171770,29;17897,22;1447,84;1447,84;1238;9,5;7;5,34
".... Restante de outras doenças virais";5815;5815;11500253,87;9620558,39;1879594,88;1977,69;1977,69;31000;5,3;961;16,53
".. Micoses";180;180;248125,59;220863,27;27262,32;1378,48;1378,48;2047;11,4;19;10,56
".. Malária";90;90;29858,43;25434,42;4424,01;331,76;331,76;370;4,1;-;-
".... Malária por Plasmodium falciparum";14;14;9355,79;8064,84;1290,95;668,27;668,27;69;4,9;-;-
".... Malária por Plasmodium vivax";56;56;13903,73;11620,56;2283,17;248,28;248,28;208;3,7;-;-
".... Malária por Plasmodium malariae";2;2;916,12;843,92;72,20;458,06;458,06;14;7,0;-;-
".... Outras formas malária conf exames parasitológ";1;1;373,62;343,82;29,80;373,62;373,62;5;5,0;-;-
".... Malária não especificada";17;17;5309,17;4561,28;747,89;312,30;312,30;74;4,4;-;-
".. Leishmaniose";169;169;79775,25;69520,24;10255,01;472,04;472,04;1790;10,6;8;4,73
".... Leishmaniose visceral";94;94;55717,61;48353,36;7364,25;592,74;592,74;1063;11,3;6;6,38
".... Leishmaniose cutânea";28;28;9041,99;8005,92;1036,07;322,93;322,93;294;10,5;-;-
".... Leishmaniose cutâneo-mucosa";8;8;2959,80;2642,15;317,65;369,98;369,98;90;11,3;-;-
".... Leishmaniose não especificada";39;39;12055,85;10518,81;1537,04;309,12;309,12;343;8,8;2;5,13
".. Tripanossomíase";32;32;20968,72;18306,44;2662,28;655,27;655,27;224;7,0;3;9,38
".. Esquistossomose";9;9;2499,97;2120,43;379,54;277,77;277,77;60;6,7;-;-
".. Filariose";1;1;205,67;162,49;43,18;205,67;205,67;2;2,0;-;-
".. Ancilostomíase";1;1;221,67;178,49;43,18;221,67;221,67;4;4,0;-;-
".. Outras helmintíases";44;44;52419,44;41243,18;11176,26;1191,35;1191,35;272;6,2;3;6,82
".. Seqüelas de tuberculose";10;10;45779,78;39728,04;6051,74;4577,98;4577,98;125;12,5;-;-
".. Seqüelas de poliomielite";7;12;20195,45;18190,17;2005,28;1682,95;2885,06;256;36,6;-;-
".. Seqüelas de hanseníase [lepra]";25;29;28419,12;21845,44;6573,68;979,97;1136,76;244;9,8;2;8,00
".. Outras doenças infecciosas e parasitárias";1246;1246;799317,14;688863,33;110453,81;641,51;641,51;7498;6,0;36;2,89
"02 Neoplasias (tumores)";28586;28596;53805947,61;44625575,43;9178154,82;1881,59;1882,25;194220;6,8;4596;16,08
".. Neoplasia maligna do lábio cavid oral e faringe";1084;1084;1635889,52;1377125,10;258764,42;1509,12;1509,12;7302;6,7;190;17,53
".. Neoplasia maligna do esôfago";1076;1077;1325860,89;1137231,02;188518,03;1231,07;1232,21;6748;6,3;214;19,89
".. Neoplasia maligna do estômago";1505;1505;2666122,63;2270914,73;395207,90;1771,51;1771,51;9490;6,3;270;17,94
".. Neoplasia maligna do cólon";2268;2269;4764641,43;4028828,31;735813,12;2099,89;2100,81;12707;5,6;252;11,11
".. Neopl malig junção retoss reto ânus canal anal";1254;1254;2456111,44;2085590,36;370521,08;1958,62;1958,62;7656;6,1;155;12,36
".. Neopl malig fígado e vias biliares intra-hepát";495;496;638798,11;550645,97;88152,14;1287,90;1290,50;3228;6,5;180;36,36
".. Neoplasia maligna do pâncreas";794;794;1352368,42;1145092,96;207275,46;1703,23;1703,23;5798;7,3;222;27,96
".. Outras neoplasias malignas de órgãos digestivos";582;582;1113111,06;941450,95;170605,97;1912,56;1912,56;4415;7,6;159;27,32
".. Neoplasias malignas de laringe";469;469;578573,83;462191,96;116381,87;1233,63;1233,63;2909;6,2;72;15,35
".. Neoplasia maligna de traquéia brônquios e pulm";1526;1528;1757173,20;1501705,73;255467,47;1149,98;1151,49;11847;7,8;461;30,21
".. Outras neopl malig órg respirat e intratorác";212;212;484538,72;386239,50;98299,22;2285,56;2285,56;1762;8,3;34;16,04
".. Neoplasia maligna do osso e cartilagem articul";400;400;806025,71;689691,22;116334,49;2015,06;2015,06;3074;7,7;30;7,50
".. Neoplasia maligna da pele";190;190;200610,59;160555,70;40054,89;1055,85;1055,85;860;4,5;39;20,53
".. Outras neoplasias malignas da pele";373;373;467104,80;359740,99;107363,81;1252,29;1252,29;962;2,6;31;8,31
".. Neopl malig do tecido mesotelial e tec moles";602;603;1466234,88;1173192,62;293042,26;2431,57;2435,61;3401;5,6;70;11,63
".. Neoplasia maligna da mama";1792;1793;2222268,80;1729845,50;492423,30;1239,41;1240,11;9805;5,5;373;20,81
".. Neoplasia maligna do colo do útero";956;956;1159129,00;986509,34;172619,66;1212,48;1212,48;6546;6,8;185;19,35
".. Neopl malig outr porções e porç não espec útero";326;326;571922,06;471887,64;100034,42;1754,36;1754,36;2124;6,5;69;21,17
".. Outras neopl malignas órgãos genitais femininos";560;561;1087579,26;877197,85;210381,41;1938,64;1942,11;3398;6,1;102;18,21
".. Neoplasia maligna da próstata";1038;1039;1446855,86;1180421,31;266434,55;1392,55;1393,89;6633;6,4;196;18,88
".. Outras neopl malignas órgãos genit masculinos";245;245;290289,72;244280,05;46009,67;1184,86;1184,86;1574;6,4;25;10,20
".. Neoplasia maligna da bexiga";528;528;814892,41;685415,92;129476,49;1543,36;1543,36;3451;6,5;79;14,96
".. Outras neoplasias malignas do trato urinário";348;348;584945,65;488449,81;96495,84;1680,88;1680,88;2497;7,2;59;16,95
".. Neoplasia maligna dos olhos e anexos";96;96;88854,15;66360,59;22493,56;925,56;925,56;237;2,5;5;5,21
".. Neoplasia maligna do encéfalo";911;912;3030087,65;2267401,42;762686,23;3322,46;3326,11;8843;9,7;141;15,48
".. Neopl malig outras partes sistema nerv central";170;170;528221,00;395939,73;132281,27;3107,18;3107,18;1878;11,0;21;12,35
".. Neopl malig outr local mal def secun e não esp";1713;1713;2921612,16;2390937,25;530674,91;1705,55;1705,55;11335;6,6;319;18,62
".. Doença de Hodgkin";223;223;491377,00;429203,57;62173,43;2203,48;2203,48;1543;6,9;9;4,04
".. Linfoma não-Hodgkin";879;879;1967714,43;1741777,01;225937,42;2238,58;2238,58;6713;7,6;82;9,33
".. Leucemia";1993;1993;6781144,68;6124147,30;656997,38;3402,48;3402,48;18856;9,5;181;9,08
".. Outras neopl malig tecidos linfóid hemat e rel";472;472;1054081,82;927967,03;126114,79;2233,22;2233,22;3893;8,2;75;15,89
".. Carcinoma in situ de colo do útero";63;63;66448,12;50823,96;15624,16;1054,73;1054,73;144;2,3;-;-
".. Neoplasia benigna da pele";71;71;28580,64;20474,66;8105,98;402,54;402,54;83;1,2;-;-
".. Neoplasia benigna da mama";14;14;18079,13;11503,24;6575,89;1291,37;1291,37;9;0,6;-;-
".. Leiomioma do útero";594;594;465141,85;329257,09;135136,78;783,07;783,07;2059;3,5;2;0,34
".. Neoplasia benigna do ovário";32;32;38006,09;28663,96;9342,13;1187,69;1187,69;106;3,3;-;-
".. Neoplasia benigna dos órgãos urinários";10;10;16745,75;13708,13;3037,62;1674,58;1674,58;50;5,0;-;-
".. Neopl benig encéfalo e outr part sist nerv cent";170;170;768731,24;551052,94;217678,30;4521,95;4521,95;1758;10,3;8;4,71
".. Outr neopl in situ benigs e comport incert desc";2552;2552;5650073,91;4342153,01;1307617,50;2213,98;2213,98;18526;7,3;286;11,21
"03 Doenças sangue órgãos hemat e transt imunitár";6365;6365;4212950,06;3758473,61;454476,45;661,89;661,89;35582;5,6;324;5,09
".. Anemia por deficiência de ferro";672;672;259970,29;231004,32;28965,97;386,86;386,86;2964;4,4;37;5,51
".. Outras anemias";4494;4494;3070147,27;2745342,46;324804,81;683,17;683,17;25305;5,6;228;5,07
".. Afecç hemorrág e outr doenç sang e órg hematop";1148;1148;862215,77;764134,41;98081,36;751,06;751,06;7184;6,3;58;5,05
".. Alguns transtornos envolvendo mecanismo imunit";51;51;20616,73;17992,42;2624,31;404,25;404,25;129;2,5;1;1,96
"04 Doenças endócrinas nutricionais e metabólicas";13134;13136;10541908,46;8974711,89;1563175,23;802,52;802,64;79972;6,1;893;6,80
".. Transtornos tireoidianos relac deficiência iodo";2;2;1425,47;1193,46;232,01;712,74;712,74;20;10,0;-;-
".. Tireotoxicose";19;19;5974,04;4961,14;1012,90;314,42;314,42;113;5,9;-;-
".. Outros transtornos tireoidianos";34;34;19841,17;15841,63;3999,54;583,56;583,56;272;8,0;-;-
".. Diabetes mellitus";8508;8508;7012980,97;5989095,41;1020612,50;824,28;824,28;52794;6,2;399;4,69
".. Desnutrição";1843;1843;1631595,41;1361705,81;269213,37;885,29;885,29;13318;7,2;283;15,36
".. Deficiência de vitamina A";2;2;4483,59;4095,26;388,33;2241,80;2241,80;17;8,5;1;50,00
".. Outras deficiências vitamínicas";4;4;1144,12;980,72;163,40;286,03;286,03;21;5,3;-;-
".. Seqüelas de desnutrição e de outras defic nutr";1;1;69,00;58,12;10,88;69,00;69,00;1;1,0;-;-
".. Obesidade";30;30;154017,51;106814,35;47203,16;5133,92;5133,92;172;5,7;-;-
".. Depleção de volume";943;945;194805,80;166232,45;28573,35;206,14;206,58;3141;3,3;62;6,57
".. Outros transt endócrinos nutricionais metabólic";1748;1748;1515571,38;1323733,54;191765,79;867,03;867,03;10103;5,8;148;8,47
"05 Transtornos mentais e comportamentais";13617;19414;18480323,57;16271638,96;2208572,77;951,91;1357,15;314894;23,1;77;0,57
".. Demência";126;189;245758,85;224913,90;20844,95;1300,31;1950,47;3532;28,0;15;11,90
".. Transt mentais e comportamentais dev uso álcool";1918;2481;2174793,95;1909647,57;265146,38;876,58;1133,89;37049;19,3;18;0,94
".. Transt ment comport dev uso outr subst psicoat";2225;2915;2598016,37;2283669,34;314235,19;891,26;1167,65;42776;19,2;7;0,31
".. Esquizofrenia transt esquizotípicos e delirant";4397;7601;8430168,42;7421261,13;1008907,29;1109,09;1917,25;143317;32,6;12;0,27
".. Transtornos de humor [afetivos]";3624;4291;3359689,45;2960142,77;399546,68;782,96;927,07;57724;15,9;8;0,22
".. Transt neurót e relacionados com stress somatof";166;179;87160,34;76728,27;10432,07;486,93;525,06;1491;9,0;2;1,20
".. Retardo mental";217;507;646440,42;568854,40;77586,02;1275,03;2978,99;11651;53,7;3;1,38
".. Outros transtornos mentais e comportamentais";944;1251;938295,77;826421,58;111874,19;750,04;993,96;17354;18,4;12;1,27
"06 Doenças do sistema nervoso";9624;10049;17104322,41;14405800,57;2698462,92;1702,09;1777,26;87743;9,1;627;6,51
".. Doenças inflamatórias do sistema nervoso centr";733;737;1769855,49;1510319,54;259535,95;2401,43;2414,54;12460;17,0;71;9,69
".... Meningite bacteriana não classif outra parte";242;242;739216,80;655640,22;83576,58;3054,61;3054,61;2935;12,1;31;12,81
".... Meningite em doenças bacters class outr parte";1;1;1035,03;619,80;415,23;1035,03;1035,03;11;11,0;-;-
".... Mening em doenç infec/parasit class outr part";1;1;924,80;847,40;77,40;924,80;924,80;4;4,0;-;-
".... Mening dev outras causas e causas não especif";22;22;30230,23;24983,87;5246,36;1374,10;1374,10;143;6,5;-;-
".... Restante doenças inflamat sist nervoso centr";467;471;998448,63;828228,25;170220,38;2119,85;2138,01;9367;20,1;40;8,57
".. Doença de Parkinson";35;44;95400,43;88380,55;7019,88;2168,19;2725,73;561;16,0;5;14,29
".. Doença de Alzheimer";67;75;83046,97;76288,58;6758,39;1107,29;1239,51;904;13,5;15;22,39
".. Esclerose múltiplas";148;148;119013,69;103629,74;15383,95;804,15;804,15;505;3,4;3;2,03
".. Epilepsia";3225;3236;2573104,61;2230593,19;342488,30;795,15;797,86;16776;5,2;87;2,70
".. Enxaqueca e outras síndromes de algias cefálic";620;620;306681,66;275186,50;31495,16;494,65;494,65;2515;4,1;4;0,65
".. Acid vascular cerebr isquêm transit e síndr cor";1417;1417;1539009,56;1362578,49;176395,27;1086,10;1086,10;8853;6,2;143;10,09
".. Transtornos dos nervos raízes e plexos nervosos";306;306;292517,58;215101,97;77415,61;955,94;955,94;945;3,1;6;1,96
".. Paralisia cerebral e outras síndromes paralít";94;148;451609,24;390495,96;61113,28;3051,41;4804,35;2745;29,2;4;4,26
".. Outras doenças do sistema nervoso";2979;3318;9874083,18;8153226,05;1720857,13;2975,91;3314,56;41479;13,9;289;9,70
"07 Doenças do olho e anexos";898;898;1291753,53;943230,52;348523,01;1438,48;1438,48;2219;2,5;-;-
".. Inflamação da pálpebra";8;8;2065,49;1722,80;342,69;258,19;258,19;25;3,1;-;-
".. Conjuntivite e outros transtornos da conjuntiva";34;34;12494,47;9264,43;3230,04;367,48;367,48;84;2,5;-;-
".. Ceratite e outros transtornos esclerót e córnea";120;120;161839,97;74464,52;87375,45;1348,67;1348,67;259;2,2;-;-
".. Catarata e outros transtornos do cristalino";56;56;82601,99;63252,56;19349,43;1475,04;1475,04;47;0,8;-;-
".. Descolamentos e defeitos da retina";195;195;631693,23;486649,46;145043,77;3239,45;3239,45;221;1,1;-;-
".. Glaucoma";44;44;43025,48;32211,25;10814,23;977,85;977,85;25;0,6;-;-
".. Estrabismo";7;7;5467,18;4962,74;504,44;781,03;781,03;34;4,9;-;-
".. Transtornos da refração e da acomodação";1;1;40,38;30,47;9,91;40,38;40,38;-;-;-;-
".. Cegueira e visão subnormal";1;1;703,52;438,18;265,34;703,52;703,52;4;4,0;-;-
".. Outras doenças do olho e anexos";432;432;351821,82;270234,11;81587,71;814,40;814,40;1520;3,5;-;-
"08 Doenças do ouvido e da apófise mastóide";576;576;494920,47;456190,21;38730,26;859,24;859,24;2527;4,4;-;-
".. Otite média e outr transt ouvid médio apóf mast";416;416;128172,45;104076,65;24095,80;308,11;308,11;1934;4,6;-;-
".. Perda de audição";8;8;318933,13;314316,60;4616,53;39866,64;39866,64;12;1,5;-;-
".. Outras doenças do ouvido e da apófise mastóide";152;152;47814,89;37796,96;10017,93;314,57;314,57;581;3,8;-;-
"09 Doenças do aparelho circulatório";63805;63965;165934508,89;140072624,03;25858669,61;2594,15;2600,65;433392;6,8;6848;10,73
".. Febre reumática aguda";87;87;85262,35;66779,52;18482,83;980,03;980,03;569;6,5;5;5,75
".. Doença reumática crônica do coração";248;249;2815890,06;1990875,48;825014,58;11308,80;11354,40;3553;14,3;32;12,90
".. Hipertensão essencial (primária)";2960;2975;1039338,22;874672,45;164479,57;349,36;351,13;9653;3,3;59;1,99
".. Outras doenças hipertensivas";1282;1283;1236810,72;981665,47;255145,25;964,00;964,75;5482;4,3;36;2,81
".. Infarto agudo do miocárdio";8973;8974;35914817,64;30219634,76;5694881,08;4002,10;4002,54;59023;6,6;903;10,06
".. Outras doenças isquêmicas do coração";6904;6907;30229757,88;23389530,25;6840119,78;4376,68;4378,59;39845;5,8;232;3,36
".. Embolia pulmonar";689;689;1106738,50;991099,98;115638,52;1606,30;1606,30;5421;7,9;128;18,58
".. Transtornos de condução e arritmias cardíacas";3815;3815;14624096,52;13288568,23;1335416,13;3833,31;3833,31;18672;4,9;705;18,48
".. Insuficiência cardíaca";12104;12105;21732518,63;19693085,41;2038603,72;1795,33;1795,48;90974;7,5;1515;12,52
".. Outras doenças do coração";1859;1864;6716727,10;5419334,62;1297280,64;3603,39;3613,09;18678;10,0;186;10,01
".. Hemorragia intracraniana";2030;2032;9199178,00;7617015,65;1582162,35;4527,15;4531,61;20138;9,9;491;24,19
".. Infarto cerebral";1567;1567;3177406,76;2836774,99;340631,77;2027,70;2027,70;12483;8,0;214;13,66
".. Acid vascular cerebr não espec hemorrág ou isq";11714;11717;17179253,64;15103400,28;2075633,60;1466,18;1466,56;80837;6,9;1803;15,39
".. Outras doenças cerebrovasculares";726;827;3104757,14;2689509,92;415247,22;3754,24;4276,52;9753;13,4;94;12,95
".. Arteroesclerose";1189;1189;2819525,77;2415446,45;404079,32;2371,34;2371,34;8722;7,3;47;3,95
".. Outras doenças vasculares periféricas";777;784;1609379,10;1327084,76;281901,60;2052,78;2071,27;5536;7,1;52;6,69
".. Embolia e trombose arteriais";1418;1418;3547485,04;2960684,89;586800,15;2501,75;2501,75;9913;7,0;120;8,46
".. Outras doenças das artérias arteríolas e capil";1757;1757;7060136,79;5881811,64;1178325,15;4018,29;4018,29;12476;7,1;126;7,17
".. Flebite tromboflebite embolia e trombose venosa";2503;2503;1880527,65;1645917,40;234276,90;751,31;751,31;15407;6,2;68;2,72
".. Veias varicosas das extremidades inferiores";514;532;380757,38;286317,81;94084,11;715,71;740,77;3378;6,6;20;3,89
".. Hemorróidas";190;190;65250,02;42633,52;22351,91;343,42;343,42;402;2,1;-;-
".. Outras doenças do aparelho circulatório";499;501;408893,98;350780,55;58113,43;816,16;819,43;2477;5,0;12;2,40
"10 Doenças do aparelho respiratório";60785;60810;83368186,57;72436852,73;10930007,61;1370,96;1371,53;389433;6,4;7873;12,95
".. Faringite aguda e amigdalite aguda";523;523;160234,96;139436,67;20798,29;306,38;306,38;1486;2,8;1;0,19
".. Laringite e traqueíte agudas";403;403;129307,65;113486,85;15820,80;320,86;320,86;1308;3,2;-;-
".. Outras infecções agudas das vias aéreas super";1191;1191;447974,78;389693,93;58280,85;376,13;376,13;3690;3,1;39;3,27
".. Influenza [gripe]";1785;1785;1642866,93;1439643,61;203223,32;920,37;920,37;7402;4,1;97;5,43
".. Pneumonia";34606;34607;43250106,79;37889082,54;5360315,26;1249,75;1249,79;230522;6,7;4580;13,23
".. Bronquite aguda e bronquiolite aguda";2239;2239;1328762,77;1154885,62;173877,15;593,46;593,46;10090;4,5;20;0,89
".. Sinusite crônica";21;21;17125,58;11450,37;5675,21;815,50;815,50;71;3,4;1;4,76
".. Outras doenças do nariz e dos seios paranasais";64;64;42004,77;27464,48;14350,89;656,32;656,32;176;2,8;1;1,56
".. Doenças crônicas das amígdalas e das adenóides";124;124;56607,89;29781,92;26663,19;456,52;456,52;174;1,4;-;-
".. Outras doenças do trato respiratório superior";594;594;400558,72;331251,49;69307,23;674,34;674,34;2568;4,3;7;1,18
".. Bronquite enfisema e outr doenç pulm obstr crôn";5446;5462;5505243,49;5024299,87;480797,97;1007,92;1010,88;33301;6,1;511;9,38
".. Asma";3267;3267;1910366,44;1790939,08;119427,36;584,75;584,75;10052;3,1;26;0,80
".. Bronquiectasia";32;32;72705,33;61580,52;11124,81;2272,04;2272,04;271;8,5;1;3,13
".. Pneumoconiose";33;33;47121,71;41395,35;5726,36;1427,93;1427,93;232;7,0;7;21,21
".. Outras doenças do aparelho respiratório";10457;10465;28357198,76;23992460,43;4364618,92;2709,72;2711,79;88090;8,4;2582;24,69
"11 Doenças do aparelho digestivo";46433;46433;57022643,58;48278707,13;8727456,17;1228,06;1228,06;242364;5,2;2681;5,77
".. Cárie dentária";3;3;1536,76;773,37;763,39;512,25;512,25;18;6,0;-;-
".. Outros transtornos dentes e estruturas suporte";285;285;147045,76;92886,85;54158,91;515,95;515,95;793;2,8;-;-
".. Outr doenç cavidade oral glând saliv e maxilar";325;325;207475,69;147439,75;60035,94;638,39;638,39;1149;3,5;2;0,62
".. Úlcera gástrica e duodenal";774;774;1197250,22;1036265,80;160649,14;1546,83;1546,83;4983;6,4;100;12,92
".. Gastrite e duodenite";1580;1580;396329,85;347928,45;48401,40;250,84;250,84;4720;3,0;25;1,58
".. Outras doenças do esôfago estômago e duodeno";1255;1255;1783764,90;1520737,22;262843,79;1421,33;1421,33;8901;7,1;95;7,57
".. Doenças do apêndice";8846;8846;6309085,60;4562174,47;1746583,38;713,21;713,21;29349;3,3;27;0,31
".. Hérnia inguinal";1168;1168;874906,51;657428,83;216439,68;749,06;749,06;3064;2,6;14;1,20
".. Outras hérnias";1270;1270;1350860,14;1079798,29;269542,60;1063,67;1063,67;4396;3,5;59;4,65
".. Doença de Crohn e colite ulcerativa";230;230;220799,84;196237,38;24562,46;960,00;960,00;1839;8,0;7;3,04
".. Ileo paralítico e obstrução intestinal s/hérnia";2552;2552;6704630,39;5775486,04;928540,82;2627,21;2627,21;19433;7,6;314;12,30
".. Doença diverticular do intestino";591;591;1031917,07;903825,71;128091,36;1746,05;1746,05;3447;5,8;48;8,12
".. Outras doenças dos intestinos e peritônio";4958;4958;7342501,76;6288529,39;1052415,83;1480,94;1480,94;28113;5,7;346;6,98
".. Doença alcoólica do fígado";936;936;2556986,96;2295519,06;261395,85;2731,82;2731,82;8225;8,8;175;18,70
".. Outras doenças do fígado";2658;2658;10769906,14;9628205,06;1141063,77;4051,88;4051,88;21068;7,9;474;17,83
".. Colelitíase e colecistite";7236;7236;5842061,73;4712964,58;1120142,69;807,36;807,36;38125;5,3;153;2,11
".. Pancreatite aguda e outras doenças do pâncreas";2600;2600;2169622,83;1923477,50;246073,28;834,47;834,47;17113;6,6;127;4,88
