 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:Set/2020
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Neopl malig outr porções e porç não espec útero";390;390;583819,92;473542,15;103937,47;1496,97;1496,97;2074;5,3;62;15,90
".. Outras neopl malignas órgãos genitais femininos";603;603;1084905,41;878956,48;205948,93;1799,18;1799,18;3352;5,6;110;18,24
".. Neoplasia maligna da próstata";1133;1134;1483883,83;1206786,82;277097,01;1308,54;1309,69;6721;5,9;187;16,50
".. Outras neopl malignas órgãos genit masculinos";256;257;252725,74;209891,45;42834,29;983,37;987,21;1345;5,3;22;8,59
".. Neoplasia maligna da bexiga";592;592;900852,05;755176,81;145675,24;1521,71;1521,71;3453;5,8;79;13,34
".. Outras neoplasias malignas do trato urinário";384;384;713566,49;593479,28;120087,21;1858,25;1858,25;2443;6,4;54;14,06
".. Neoplasia maligna dos olhos e anexos";124;124;140729,87;113536,54;27193,33;1134,92;1134,92;312;2,5;2;1,61
".. Neoplasia maligna do encéfalo";938;938;3106552,47;2280551,38;826001,09;3311,89;3311,89;8764;9,3;133;14,18
".. Neopl malig outras partes sistema nerv central";166;166;533913,09;400180,91;133732,18;3216,34;3216,34;1548;9,3;22;13,25
".. Neopl malig outr local mal def secun e não esp";1796;1797;3122540,82;2527824,38;594716,44;1737,64;1738,61;10239;5,7;324;18,04
".. Doença de Hodgkin";234;234;440134,50;385165,74;54968,76;1880,92;1880,92;1398;6,0;13;5,56
".. Linfoma não-Hodgkin";957;957;2113011,46;1879495,42;233516,04;2207,95;2207,95;6845;7,2;94;9,82
".. Leucemia";2009;2009;6129083,06;5550409,66;578673,40;3050,81;3050,81;16484;8,2;138;6,87
".. Outras neopl malig tecidos linfóid hemat e rel";415;415;827680,40;727829,54;99850,86;1994,41;1994,41;3112;7,5;55;13,25
".. Carcinoma in situ de colo do útero";72;72;100861,93;77016,55;23845,38;1400,86;1400,86;126;1,8;1;1,39
".. Neoplasia benigna da pele";109;109;59178,73;45216,42;13962,31;542,92;542,92;147;1,3;-;-
".. Neoplasia benigna da mama";60;60;80965,43;52400,54;28564,89;1349,42;1349,42;23;0,4;-;-
".. Leiomioma do útero";1117;1117;844459,08;583297,58;261022,64;756,01;756,01;3299;3,0;-;-
".. Neoplasia benigna do ovário";42;42;31327,42;22968,74;8358,68;745,89;745,89;120;2,9;1;2,38
".. Neoplasia benigna dos órgãos urinários";20;20;22768,59;18293,15;4475,44;1138,43;1138,43;130;6,5;-;-
".. Neopl benig encéfalo e outr part sist nerv cent";150;150;807828,18;576775,07;231053,11;5385,52;5385,52;1759;11,7;12;8,00
".. Outr neopl in situ benigs e comport incert desc";3138;3139;7295524,69;5581490,48;1714034,21;2324,16;2324,90;21403;6,8;288;9,18
"03 Doenças sangue órgãos hemat e transt imunitár";6858;6858;4832725,70;4304705,71;528019,99;704,68;704,68;38642;5,6;354;5,16
".. Anemia por deficiência de ferro";895;895;372772,96;332701,15;40071,81;416,51;416,51;4195;4,7;46;5,14
".. Outras anemias";4861;4861;3441283,94;3066875,57;374408,37;707,94;707,94;27408;5,6;258;5,31
".. Afecç hemorrág e outr doenç sang e órg hematop";1070;1070;1005870,40;893436,87;112433,53;940,07;940,07;6891;6,4;50;4,67
".. Alguns transtornos envolvendo mecanismo imunit";32;32;12798,40;11692,12;1106,28;399,95;399,95;148;4,6;-;-
"04 Doenças endócrinas nutricionais e metabólicas";14973;14974;12332820,18;10515148,37;1815467,75;823,62;823,67;88945;5,9;998;6,67
".. Transtornos tireoidianos relac deficiência iodo";11;11;10150,53;8024,58;2125,95;922,78;922,78;56;5,1;1;9,09
".. Tireotoxicose";24;24;24456,49;21367,83;3088,66;1019,02;1019,02;166;6,9;-;-
".. Outros transtornos tireoidianos";80;80;64050,22;53323,51;10726,71;800,63;800,63;505;6,3;2;2,50
".. Diabetes mellitus";10029;10029;9001269,79;7689489,63;1309576,10;897,52;897,52;60327;6,0;494;4,93
".. Desnutrição";1858;1859;1710997,69;1436326,71;274670,98;920,39;920,88;13707;7,4;278;14,96
".. Deficiência de vitamina A";3;3;2144,69;2070,14;74,55;714,90;714,90;20;6,7;1;33,33
".. Outras deficiências vitamínicas";4;4;694,02;600,27;93,75;173,50;173,50;10;2,5;-;-
".. Obesidade";23;23;75129,68;52526,39;22603,29;3266,51;3266,51;73;3,2;-;-
".. Depleção de volume";972;972;235712,78;201896,77;33816,01;242,50;242,50;3083;3,2;74;7,61
".. Outros transt endócrinos nutricionais metabólic";1969;1969;1208214,29;1049522,54;158691,75;613,62;613,62;10998;5,6;148;7,52
"05 Transtornos mentais e comportamentais";13905;19296;17454863,22;15369478,10;2085385,12;904,58;1255,29;294966;21,2;65;0,47
".. Demência";127;197;235691,21;215360,25;20330,96;1196,40;1855,84;3622;28,5;10;7,87
".. Transt mentais e comportamentais dev uso álcool";2178;2698;2339458,28;2056090,90;283367,38;867,11;1074,13;38314;17,6;20;0,92
".. Transt ment comport dev uso outr subst psicoat";2330;2860;2241507,77;1969180,53;272327,24;783,74;962,02;37563;16,1;10;0,43
".. Esquizofrenia transt esquizotípicos e delirant";4417;7410;7932333,82;6982630,02;949703,80;1070,49;1795,86;133416;30,2;12;0,27
".. Transtornos de humor [afetivos]";3531;4262;3244847,69;2859708,03;385139,66;761,34;918,96;55825;15,8;6;0,17
".. Transt neurót e relacionados com stress somatof";154;158;45520,46;40688,82;4831,64;288,10;295,59;954;6,2;-;-
".. Retardo mental";228;510;596084,65;524635,74;71448,91;1168,79;2614,41;10811;47,4;-;-
".. Outros transtornos mentais e comportamentais";940;1201;819419,34;721183,81;98235,53;682,28;871,72;14461;15,4;7;0,74
"06 Doenças do sistema nervoso";10770;11174;17323125,43;14545805,14;2777236,68;1550,31;1608,46;90821;8,4;654;6,07
".. Doenças inflamatórias do sistema nervoso centr";687;694;1599607,66;1367529,84;232077,82;2304,91;2328,40;12022;17,5;46;6,70
".... Meningite bacteriana não classif outra parte";201;201;634291,55;563389,12;70902,43;3155,68;3155,68;2657;13,2;18;8,96
".... Mening dev outras causas e causas não especif";7;7;14827,75;12691,56;2136,19;2118,25;2118,25;43;6,1;1;14,29
".... Restante doenças inflamat sist nervoso centr";479;486;950488,36;791449,16;159039,20;1955,74;1984,32;9322;19,5;27;5,64
".. Doença de Parkinson";40;44;41732,04;38283,44;3448,60;948,46;1043,30;389;9,7;1;2,50
".. Doença de Alzheimer";82;89;86201,11;78178,01;8023,10;968,55;1051,23;903;11,0;26;31,71
".. Esclerose múltiplas";170;170;119483,39;105945,17;13538,22;702,84;702,84;792;4,7;1;0,59
".. Epilepsia";3885;3899;2797633,43;2420284,77;377337,10;717,53;720,11;20161;5,2;111;2,86
".. Enxaqueca e outras síndromes de algias cefálic";680;680;322326,62;282731,18;39595,44;474,01;474,01;2510;3,7;3;0,44
".. Acid vascular cerebr isquêm transit e síndr cor";1475;1475;1596519,77;1418270,70;178177,02;1082,39;1082,39;9276;6,3;148;10,03
".. Transtornos dos nervos raízes e plexos nervosos";455;455;398463,50;269800,14;128663,36;875,74;875,74;1094;2,4;12;2,64
".. Paralisia cerebral e outras síndromes paralít";85;139;580689,01;492391,38;88297,63;4177,62;6831,64;2478;29,2;2;2,35
".. Outras doenças do sistema nervoso";3211;3529;9780468,90;8072390,51;1708078,39;2771,46;3045,93;41196;12,8;304;9,47
"07 Doenças do olho e anexos";1175;1175;1934193,33;1464365,42;469827,91;1646,12;1646,12;1822;1,6;1;0,09
".. Inflamação da pálpebra";15;15;2238,94;1631,50;607,44;149,26;149,26;17;1,1;-;-
".. Conjuntivite e outros transtornos da conjuntiva";24;24;11934,77;9619,92;2314,85;497,28;497,28;54;2,3;1;4,17
".. Ceratite e outros transtornos esclerót e córnea";101;101;81550,86;43203,90;38346,96;807,43;807,43;228;2,3;-;-
".. Catarata e outros transtornos do cristalino";90;90;81643,44;63783,17;17860,27;907,15;907,15;26;0,3;-;-
".. Descolamentos e defeitos da retina";356;356;1190128,77;914102,64;276026,13;3343,06;3343,06;121;0,3;-;-
".. Glaucoma";106;106;97447,17;71728,67;25718,50;919,31;919,31;81;0,8;-;-
".. Estrabismo";8;8;5549,96;4989,49;560,47;693,75;693,75;26;3,3;-;-
".. Cegueira e visão subnormal";2;2;2114,21;903,34;1210,87;1057,10;1057,10;1;0,5;-;-
".. Outras doenças do olho e anexos";473;473;461585,21;354402,79;107182,42;975,87;975,87;1268;2,7;-;-
"08 Doenças do ouvido e da apófise mastóide";405;405;569806,46;525364,24;44442,22;1406,93;1406,93;1707;4,2;-;-
".. Otite média e outr transt ouvid médio apóf mast";264;264;110255,53;82829,21;27426,32;417,63;417,63;1272;4,8;-;-
".. Perda de audição";9;9;413359,28;406171,88;7187,40;45928,81;45928,81;18;2,0;-;-
".. Outras doenças do ouvido e da apófise mastóide";132;132;46191,65;36363,15;9828,50;349,94;349,94;417;3,2;-;-
"09 Doenças do aparelho circulatório";70522;70667;182202520,12;154400621,89;27794978,49;2578,33;2583,63;455849;6,5;7595;10,77
".. Febre reumática aguda";99;99;134784,71;115888,35;18896,36;1361,46;1361,46;576;5,8;2;2,02
".. Doença reumática crônica do coração";233;233;2733132,08;1952594,15;780537,93;11730,18;11730,18;2915;12,5;28;12,02
".. Hipertensão essencial (primária)";2950;2964;1098506,66;926676,93;171829,73;370,62;372,38;9239;3,1;48;1,63
".. Outras doenças hipertensivas";1276;1278;884811,83;753609,23;131202,60;692,34;693,43;5333;4,2;57;4,47
".. Infarto agudo do miocárdio";9837;9837;38676936,35;32640405,39;6036394,56;3931,78;3931,78;61821;6,3;979;9,95
".. Outras doenças isquêmicas do coração";7731;7732;32414076,53;25559319,49;6854502,79;4192,20;4192,74;38083;4,9;220;2,85
".. Embolia pulmonar";784;784;1322534,18;1184889,45;137644,73;1686,91;1686,91;6247;8,0;151;19,26
".. Transtornos de condução e arritmias cardíacas";4057;4057;14603431,14;13221534,30;1381896,84;3599,56;3599,56;18003;4,4;777;19,15
".. Insuficiência cardíaca";13184;13184;22955617,45;20842282,12;2112566,64;1741,17;1741,17;94277;7,2;1681;12,75
".. Outras doenças do coração";1872;1876;6976107,88;5669168,20;1306939,68;3718,61;3726,55;16804;9,0;176;9,40
".. Hemorragia intracraniana";2293;2294;10732810,34;8891019,73;1841767,49;4678,64;4680,68;21206;9,2;578;25,21
".. Infarto cerebral";1703;1703;3680697,19;3265901,06;414796,13;2161,30;2161,30;14441;8,5;258;15,15
".. Acid vascular cerebr não espec hemorrág ou isq";12174;12176;18333503,37;16170563,91;2162939,46;1505,71;1505,96;84483;6,9;1958;16,08
".. Outras doenças cerebrovasculares";761;863;3291760,57;2822943,04;468817,53;3814,32;4325,57;10021;13,2;85;11,17
".. Arteroesclerose";1876;1876;4346662,61;3710175,10;636487,51;2316,98;2316,98;12181;6,5;97;5,17
".. Outras doenças vasculares periféricas";1092;1100;2484604,84;2049616,56;434481,24;2258,73;2275,28;8249;7,6;79;7,23
".. Embolia e trombose arteriais";2005;2006;5247499,80;4356949,44;890550,36;2615,90;2617,21;13949;7,0;154;7,68
".. Outras doenças das artérias arteríolas e capil";1986;1986;8800682,47;7331828,53;1468853,94;4431,36;4431,36;12980;6,5;148;7,45
".. Flebite tromboflebite embolia e trombose venosa";3010;3010;2288307,12;2000508,51;287648,41;760,23;760,23;18048;6,0;89;2,96
".. Veias varicosas das extremidades inferiores";644;654;445025,57;314288,41;127205,60;680,47;691,03;3352;5,2;10;1,55
".. Hemorróidas";343;343;128429,91;86048,10;41017,22;374,43;374,43;766;2,2;3;0,87
".. Outras doenças do aparelho circulatório";612;612;622597,52;534411,89;88001,74;1017,32;1017,32;2875;4,7;17;2,78
"10 Doenças do aparelho respiratório";51019;51034;84785486,92;73557409,35;11227288,00;1661,35;1661,84;317232;6,2;6894;13,51
".. Faringite aguda e amigdalite aguda";370;370;132001,79;114497,91;17503,88;356,76;356,76;1094;3,0;2;0,54
".. Laringite e traqueíte agudas";213;213;73977,60;64872,64;9104,96;347,31;347,31;601;2,8;3;1,41
".. Outras infecções agudas das vias aéreas super";823;823;336645,84;294250,64;42395,20;409,05;409,05;2410;2,9;29;3,52
".. Influenza [gripe]";2149;2149;2914246,89;2544297,63;369949,26;1356,09;1356,09;10401;4,8;204;9,49
".. Pneumonia";25503;25504;37867354,52;33123293,93;4743625,13;1484,76;1484,82;165027;6,5;3610;14,16
".. Bronquite aguda e bronquiolite aguda";1277;1277;628587,34;552197,55;76389,79;492,24;492,24;4899;3,8;26;2,04
".. Sinusite crônica";36;36;28810,33;20501,65;8308,68;800,29;800,29;199;5,5;-;-
".. Outras doenças do nariz e dos seios paranasais";108;108;67535,96;44040,27;23495,69;625,33;625,33;280;2,6;2;1,85
".. Doenças crônicas das amígdalas e das adenóides";117;117;52616,88;28466,78;23955,51;449,72;449,72;196;1,7;-;-
".. Outras doenças do trato respiratório superior";483;483;417248,90;347572,33;69676,57;863,87;863,87;2272;4,7;10;2,07
".. Bronquite enfisema e outr doenç pulm obstr crôn";4818;4825;4902562,66;4466061,54;436501,12;1016,08;1017,55;28075;5,8;421;8,74
".. Asma";3773;3773;2521550,98;2343412,71;178037,67;668,31;668,31;11700;3,1;20;0,53
".. Bronquiectasia";43;43;61937,63;55471,01;6466,62;1440,41;1440,41;367;8,5;-;-
".. Pneumoconiose";20;20;32396,26;28711,27;3684,99;1619,81;1619,81;183;9,2;2;10,00
".. Outras doenças do aparelho respiratório";11286;11293;34748013,34;29529761,49;5218192,93;3076,95;3078,86;89528;7,9;2565;22,73
"11 Doenças do aparelho digestivo";52588;52588;63871640,09;53830955,73;10016293,78;1214,57;1214,57;251522;4,8;2880;5,48
".. Cárie dentária";2;2;388,56;169,26;219,30;194,28;194,28;3;1,5;-;-
".. Outros transtornos dentes e estruturas suporte";322;322;191217,76;129588,78;61628,98;593,84;593,84;843;2,6;1;0,31
".. Outr doenç cavidade oral glând saliv e maxilar";351;351;243055,79;179675,24;63380,55;692,47;692,47;1273;3,6;6;1,71
".. Úlcera gástrica e duodenal";774;774;1232385,81;1066114,82;166270,99;1592,23;1592,23;4529;5,9;102;13,18
".. Gastrite e duodenite";1418;1418;389443,47;343151,74;46291,73;274,64;274,64;4276;3,0;14;0,99
".. Outras doenças do esôfago estômago e duodeno";1558;1558;2084033,97;1782250,43;301747,74;1337,63;1337,63;9375;6,0;101;6,48
".. Doenças do apêndice";10262;10262;7093177,34;5105664,76;1987512,58;691,21;691,21;31629;3,1;35;0,34
".. Hérnia inguinal";1971;1971;1398752,80;1033807,91;355945,69;709,67;709,67;4772;2,4;19;0,96
".. Outras hérnias";1787;1787;1685800,16;1327084,61;355504,99;943,37;943,37;5028;2,8;45;2,52
".. Doença de Crohn e colite ulcerativa";268;268;279036,30;245534,08;32975,15;1041,18;1041,18;1747;6,5;9;3,36
".. Ileo paralítico e obstrução intestinal s/hérnia";2585;2585;6305070,15;5433027,18;872042,97;2439,10;2439,10;17591;6,8;307;11,88
".. Doença diverticular do intestino";668;668;1187645,27;1031938,06;155707,21;1777,91;1777,91;3830;5,7;47;7,04
".. Outras doenças dos intestinos e peritônio";5290;5290;7757300,82;6632918,56;1124125,28;1466,41;1466,41;28207;5,3;366;6,92
".. Doença alcoólica do fígado";1068;1068;3405957,26;3053368,09;352589,17;3189,10;3189,10;8192;7,7;208;19,48
".. Outras doenças do fígado";2936;2936;12473777,76;11159305,50;1314400,21;4248,56;4248,56;22254;7,6;549;18,70
".. Colelitíase e colecistite";8929;8929;7265043,50;5759038,49;1498836,80;813,65;813,65;42944;4,8;143;1,60
".. Pancreatite aguda e outras doenças do pâncreas";2829;2829;2289754,12;2034761,21;254872,81;809,39;809,39;17896;6,3;149;5,27
".. Outras doenças do aparelho digestivo";9570;9570;8589799,25;7513557,01;1072241,63;897,58;897,58;47133;4,9;779;8,14
"12 Doenças da pele e do tecido subcutâneo";12347;12403;9578242,29;7698179,76;1864020,35;772,25;775,75;74061;6,0;318;2,58
".. Infecções da pele e do tecido subcutâneo";5542;5542;3178080,91;2673904,59;503861,14;573,45;573,45;31924;5,8;88;1,59
".. Outras doenças da pele e do tecido subcutâneo";6805;6861;6400161,38;5024275,17;1360159,21;932,83;940,51;42137;6,2;230;3,38
"13 Doenças sist osteomuscular e tec conjuntivo";6755;6791;8972104,50;7391090,25;1579556,45;1321,18;1328,22;39535;5,9;102;1,51
".. Artrite reumatóide e outr poliartropatias infl";562;562;308153,62;270043,22;38110,40;548,32;548,32;2859;5,1;1;0,18
".. Artrose";171;174;438952,50;395152,08;42772,70;2522,72;2566,97;898;5,3;-;-
