 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresValor serviços profissionaisValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Lista Morb  CID-10
Caráter atendimento: Urgência
Período:2019
"Lista Morb  CID-10";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Valor_serviços_profissionais";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
".. Septicemia";134547;134551;496430493,16;440966944,27;55455681,47;3689,53;3689,64;1521451;11,3;60340;44,85
".. Outras doenças bacterianas";233822;233836;371530450,87;333265579,55;38258484,68;1588,85;1588,95;1862779;8,0;24125;10,32
".... Leptospirose icterohemorrágica";158;158;423461,71;378458,19;45003,52;2680,14;2680,14;1539;9,7;24;15,19
".... Outras formas de leptospirose";191;191;296360,17;266574,03;29786,14;1551,62;1551,62;1423;7,5;8;4,19
".... Leptospirose não especificada";2205;2205;2379432,99;2101679,84;277753,15;1079,11;1079,11;14922;6,8;104;4,72
".... Restante de outras doenças bacterianas";231268;231282;368431196,00;330518867,49;37905941,87;1593,00;1593,09;1844895;8,0;23989;10,37
".. Sífilis congênita";18031;18031;12785005,23;9096197,88;3688751,55;709,06;709,06;163427;9,1;30;0,17
".. Sífilis precoce";450;450;305055,17;252016,87;53038,30;677,90;677,90;4063;9,0;6;1,33
".. Outras sífilis";1649;1649;1060148,37;832694,51;227453,86;642,90;642,90;16818;10,2;17;1,03
".. Infecção gonocócica";108;108;52779,40;45445,36;7334,04;488,70;488,70;685;6,3;2;1,85
".. Doenças por clamídias transmitidas via sexual";51;51;49348,53;39415,26;9933,27;967,62;967,62;326;6,4;1;1,96
".. Outras infecções com transm predominant sexual";975;975;448475,69;363467,45;85008,24;459,98;459,98;6529;6,7;22;2,26
".. Febres recorrentes";1146;1146;414516,60;354877,03;59639,57;361,71;361,71;4866;4,2;9;0,79
".. Tracoma";6;6;38289,54;30571,52;7718,02;6381,59;6381,59;82;13,7;1;16,67
".. Tifo exantemático";3;3;3896,20;2719,85;1176,35;1298,73;1298,73;9;3,0;-;-
".. Raiva";67;67;225046,84;197066,03;27980,81;3358,91;3358,91;840;12,5;1;1,49
".. Encefalite viral";2332;2332;4530534,10;4080263,96;450198,09;1942,77;1942,77;22871;9,8;118;5,06
".. Febre amarela";59;59;132369,76;118125,24;14244,52;2243,56;2243,56;461;7,8;5;8,47
".. Outras febre p/arbovírus e febr hemorr p/vírus";57218;57218;21185345,55;17473320,48;3711149,62;370,26;370,26;184066;3,2;487;0,85
".... Dengue [dengue clásssico]";50304;50304;18003603,68;14768180,23;3234715,90;357,90;357,90;157430;3,1;299;0,59
".... Febre hemorrágica devida ao vírus da dengue";3842;3842;2265759,15;1931291,53;334299,72;589,73;589,73;15568;4,1;157;4,09
".... Restante outr febr arbovírus febr hemor vírus";3072;3072;915982,72;773848,72;142134,00;298,17;298,17;11068;3,6;31;1,01
".. Infecções pelo vírus do herpes";1427;1427;635565,48;519067,78;116497,70;445,39;445,39;7237;5,1;14;0,98
".. Varicela e herpes zoster";5159;5165;4378704,44;3812166,05;566354,74;847,76;848,75;34468;6,7;378;7,33
".. Sarampo";811;811;304950,99;259283,67;45667,32;376,02;376,02;3163;3,9;1;0,12
".. Rubéola";12;12;2561,83;2143,51;418,32;213,49;213,49;41;3,4;-;-
".. Hepatite aguda B";866;866;995294,32;889235,64;105838,99;1149,30;1149,30;7422;8,6;127;14,67
".. Outras hepatites virais";2997;2997;1961259,89;1724170,70;237089,19;654,41;654,41;18985;6,3;214;7,14
".. Doença pelo vírus da imunodefic humana [HIV]";24519;24875;40443729,35;35918221,08;4525508,27;1625,88;1649,49;402728;16,4;2969;12,11
".. Caxumba [parotidite epidêmica]";558;558;130531,60;109808,82;20722,78;233,93;233,93;2248;4,0;2;0,36
".. Outras doenças virais";18993;18993;12874114,94;10964719,80;1909288,41;677,83;677,83;101244;5,3;242;1,27
".... Meningite viral";2925;2925;3365650,11;3044821,37;320805,62;1150,65;1150,65;20487;7,0;78;2,67
".... Restante de outras doenças virais";16068;16068;9508464,83;7919898,43;1588482,79;591,76;591,76;80757;5,0;164;1,02
".. Micoses";3245;3245;4063619,14;3577666,63;485952,51;1252,27;1252,27;32983;10,2;184;5,67
".. Malária";1788;1788;628817,43;533226,13;95591,30;351,69;351,69;7653;4,3;20;1,12
".... Malária por Plasmodium falciparum";239;239;118438,33;101896,65;16541,68;495,56;495,56;1230;5,1;5;2,09
".... Malária por Plasmodium vivax";1171;1171;387911,35;328151,43;59759,92;331,27;331,27;4821;4,1;15;1,28
".... Malária por Plasmodium malariae";44;44;17744,97;14731,31;3013,66;403,29;403,29;200;4,5;-;-
".... Outras formas malária conf exames parasitológ";18;18;4301,15;3600,25;700,90;238,95;238,95;66;3,7;-;-
".... Malária não especificada";316;316;100421,63;84846,49;15575,14;317,79;317,79;1336;4,2;-;-
".. Leishmaniose";3349;3349;1705247,33;1487956,41;217290,92;509,18;509,18;41476;12,4;105;3,14
".... Leishmaniose visceral";2023;2023;1124921,50;981366,61;143554,89;556,07;556,07;25505;12,6;71;3,51
".... Leishmaniose cutânea";595;595;215465,09;187612,32;27852,77;362,13;362,13;7014;11,8;5;0,84
".... Leishmaniose cutâneo-mucosa";193;193;148984,30;130078,33;18905,97;771,94;771,94;2938;15,2;5;2,59
".... Leishmaniose não especificada";538;538;215876,44;188899,15;26977,29;401,26;401,26;6019;11,2;24;4,46
".. Tripanossomíase";533;533;1379394,24;1212283,01;167111,23;2587,98;2587,98;4037;7,6;68;12,76
".. Esquistossomose";183;183;98784,22;87238,59;11545,63;539,80;539,80;1447;7,9;9;4,92
".. Outras infestações por trematódeos";1;1;237,67;194,49;43,18;237,67;237,67;8;8,0;-;-
".. Equinococose";9;9;7632,77;6768,34;864,43;848,09;848,09;87;9,7;1;11,11
".. Filariose";39;39;14602,04;11668,88;2933,16;374,41;374,41;295;7,6;-;-
".. Ancilostomíase";8;8;1951,84;1603,87;347,97;243,98;243,98;39;4,9;-;-
".. Outras helmintíases";807;807;616908,46;467230,56;149631,66;764,45;764,45;4670;5,8;10;1,24
".. Seqüelas de tuberculose";158;164;817681,48;684230,78;132600,39;4985,86;5175,20;1814;11,5;3;1,90
".. Seqüelas de poliomielite";192;244;353976,94;297997,68;55939,26;1450,73;1843,63;2666;13,9;4;2,08
".. Seqüelas de hanseníase [lepra]";237;311;350087,19;285392,78;64694,41;1125,68;1477,16;4005;16,9;7;2,95
".. Outras doenças infecciosas e parasitárias";22019;22019;12989949,15;11164711,99;1825153,55;589,94;589,94;130774;5,9;538;2,44
"02 Neoplasias (tumores)";397100;397292;681688941,51;561567828,73;120078767,41;1715,84;1716,67;2646990;6,7;58544;14,74
".. Neoplasia maligna do lábio cavid oral e faringe";14396;14416;18698810,05;15649112,20;3049586,01;1297,09;1298,89;94550;6,6;2528;17,56
".. Neoplasia maligna do esôfago";13962;13974;17127697,70;14661969,51;2465372,67;1225,68;1226,74;92085;6,6;2561;18,34
".. Neoplasia maligna do estômago";21067;21077;33765345,10;28858097,42;4907145,52;1602,00;1602,76;134128;6,4;3998;18,98
".. Neoplasia maligna do cólon";31849;31853;61351798,72;51988690,08;9362860,02;1926,09;1926,33;173900;5,5;3425;10,75
".. Neopl malig junção retoss reto ânus canal anal";17664;17671;33359754,69;28263128,88;5096243,23;1887,82;1888,57;106521;6,0;1992;11,28
".. Neopl malig fígado e vias biliares intra-hepát";6663;6675;8713029,07;7520451,80;1192517,22;1305,32;1307,67;45195;6,8;2140;32,12
".. Neoplasia maligna do pâncreas";9113;9114;13855100,39;11781269,14;2073149,00;1520,20;1520,37;70624;7,7;2577;28,28
".. Outras neoplasias malignas de órgãos digestivos";7662;7667;14244630,55;12052196,44;2182228,06;1857,91;1859,13;64398;8,4;1980;25,84
".. Neoplasias malignas de laringe";6718;6724;7995417,55;6407773,86;1587036,52;1189,09;1190,15;41204;6,1;1011;15,05
".. Neoplasia maligna de traquéia brônquios e pulm";19428;19433;21952750,74;18601320,55;3351430,19;1129,66;1129,95;150959;7,8;5970;30,73
".. Outras neopl malig órg respirat e intratorác";2741;2741;5863852,03;4601159,22;1262692,81;2139,31;2139,31;22457;8,2;489;17,84
".. Neoplasia maligna do osso e cartilagem articul";5505;5508;10930337,31;9215025,43;1714450,29;1984,45;1985,53;40276;7,3;436;7,92
".. Neoplasia maligna da pele";2847;2850;3202498,50;2553975,12;648523,38;1123,68;1124,87;14081;4,9;439;15,42
".. Outras neoplasias malignas da pele";7135;7137;7390751,08;5687703,74;1703047,34;1035,55;1035,84;17335;2,4;355;4,98
".. Neopl malig do tecido mesotelial e tec moles";7586;7587;17053927,02;13630308,09;3423618,93;2247,78;2248,08;45256;6,0;795;10,48
".. Neoplasia maligna da mama";25274;25286;29299451,16;22515545,78;6783773,99;1158,72;1159,27;135728;5,4;4661;18,44
".. Neoplasia maligna do colo do útero";12423;12425;14381126,82;12276985,29;2099870,03;1157,43;1157,62;88254;7,1;2043;16,45
".. Neopl malig outr porções e porç não espec útero";4391;4392;6484467,99;5355184,55;1129283,44;1476,43;1476,76;29127;6,6;832;18,95
".. Outras neopl malignas órgãos genitais femininos";7631;7641;13477193,73;10943908,12;2532133,94;1763,80;1766,11;49169;6,4;1262;16,54
".. Neoplasia maligna da próstata";14779;14798;19375080,20;15684490,60;3688331,73;1309,30;1310,99;92083;6,2;2732;18,49
".. Outras neopl malignas órgãos genit masculinos";3170;3170;3274988,05;2746658,35;528329,70;1033,12;1033,12;19493;6,1;288;9,09
".. Neoplasia maligna da bexiga";7167;7172;11238850,97;9444191,64;1794299,19;1567,05;1568,14;48272;6,7;952;13,28
".. Outras neoplasias malignas do trato urinário";4883;4884;7587013,83;6308152,61;1278025,48;1553,44;1553,76;32960;6,7;806;16,51
".. Neoplasia maligna dos olhos e anexos";1048;1048;1051912,18;839395,51;212516,67;1003,73;1003,73;4171;4,0;35;3,34
".. Neoplasia maligna do encéfalo";11772;11785;37606417,61;27717753,99;9888240,00;3191,04;3194,56;118982;10,1;1792;15,22
".. Neopl malig outras partes sistema nerv central";2145;2145;6666709,74;5026230,38;1639738,86;3108,02;3108,02;22539;10,5;320;14,92
".. Neopl malig outr local mal def secun e não esp";22332;22347;36612149,50;29764026,91;6847446,55;1638,35;1639,45;149188;6,7;4168;18,66
".. Doença de Hodgkin";3057;3057;5915570,86;5157043,59;758527,27;1935,09;1935,09;19890;6,5;169;5,53
".. Linfoma não-Hodgkin";11277;11277;20164601,52;18078425,70;2086175,82;1788,12;1788,12;85957;7,6;1204;10,68
".. Leucemia";25184;25190;74035739,05;67130720,41;6905018,64;2939,09;2939,79;226828;9,0;2069;8,22
".. Outras neopl malig tecidos linfóid hemat e rel";6195;6200;16930294,62;14838554,95;2091739,67;2730,69;2732,90;56024;9,0;870;14,04
".. Carcinoma in situ de colo do útero";1155;1155;1316953,18;991582,60;325370,58;1140,22;1140,22;1755;1,5;8;0,69
".. Neoplasia benigna da pele";2107;2108;942641,50;688545,03;254096,47;447,17;447,39;2488;1,2;2;0,09
".. Neoplasia benigna da mama";680;680;779619,79;497622,71;281997,08;1146,50;1146,50;392;0,6;1;0,15
".. Leiomioma do útero";14713;14713;11005298,20;7586540,68;3403860,64;748,00;748,00;45225;3,1;28;0,19
".. Neoplasia benigna do ovário";460;460;378694,27;285179,87;93514,40;823,25;823,25;1719;3,7;2;0,43
".. Neoplasia benigna dos órgãos urinários";115;115;175460,52;144701,49;30044,12;1525,74;1525,74;698;6,1;6;5,22
".. Neopl benig encéfalo e outr part sist nerv cent";2287;2287;10261005,71;7324395,11;2936610,60;4486,67;4486,67;29528;12,9;144;6,30
".. Outr neopl in situ benigs e comport incert desc";38519;38530;77222000,01;58749811,38;18469921,35;2004,20;2004,78;273551;7,1;3454;8,97
"03 Doenças sangue órgãos hemat e transt imunitár";100148;100148;64413270,01;57527686,84;6882132,36;643,18;643,18;571990;5,7;4922;4,91
".. Anemia por deficiência de ferro";10483;10483;4077895,88;3629438,51;448337,27;389,00;389,00;49365;4,7;430;4,10
".. Outras anemias";71735;71735;45536693,10;40737131,92;4796662,32;634,79;634,79;406575;5,7;3726;5,19
".. Afecç hemorrág e outr doenç sang e órg hematop";17232;17232;13729729,79;12248691,46;1480606,48;796,76;796,76;114250;6,6;749;4,35
".. Alguns transtornos envolvendo mecanismo imunit";698;698;1068951,24;912424,95;156526,29;1531,45;1531,45;1800;2,6;17;2,44
"04 Doenças endócrinas nutricionais e metabólicas";211520;211538;155052721,24;131441194,67;23564826,17;732,98;733,04;1273991;6,0;13146;6,22
".. Transtornos tireoidianos relac deficiência iodo";108;108;94250,23;74595,82;19654,41;872,69;872,69;686;6,4;4;3,70
".. Tireotoxicose";385;385;252957,64;213806,66;39150,98;657,03;657,03;3061;8,0;16;4,16
".. Outros transtornos tireoidianos";1329;1329;874324,98;698589,90;175679,28;657,88;657,88;7716;5,8;42;3,16
".. Diabetes mellitus";128976;128977;100515027,81;86180700,35;14288669,25;779,33;779,33;812753;6,3;5612;4,35
".. Desnutrição";31132;31133;24746232,25;20784037,19;3961939,12;794,86;794,88;226415;7,3;4362;14,01
".. Deficiência de vitamina A";16;16;27985,56;24779,21;3206,35;1749,10;1749,10;99;6,2;2;12,50
".. Outras deficiências vitamínicas";88;88;63790,15;54768,03;9022,12;724,89;724,89;655;7,4;5;5,68
".. Seqüelas de desnutrição e de outras defic nutr";14;14;12019,80;10416,83;1602,97;858,56;858,56;135;9,6;2;14,29
".. Obesidade";1417;1424;6591633,39;4499858,59;2091774,80;4628,96;4651,82;5568;3,9;12;0,85
".. Depleção de volume";20792;20801;4203167,33;3611353,80;591813,53;202,07;202,15;66629;3,2;1114;5,36
".. Outros transt endócrinos nutricionais metabólic";27263;27263;17671332,10;15288288,29;2382313,36;648,18;648,18;150274;5,5;1975;7,24
"05 Transtornos mentais e comportamentais";206725;288349;262434773,64;231040772,53;31393626,20;910,13;1269,49;4542569;22,0;966;0,47
".. Demência";2091;2881;3228771,37;2955845,94;272813,59;1120,71;1544,13;46809;22,4;149;7,13
".. Transt mentais e comportamentais dev uso álcool";30852;39381;34121187,46;29980968,01;4140075,35;866,44;1105,96;570733;18,5;251;0,81
".. Transt ment comport dev uso outr subst psicoat";35859;46099;38826141,85;34105529,83;4720612,02;842,23;1082,74;651655;18,2;133;0,37
".. Esquizofrenia transt esquizotípicos e delirant";65355;109249;117448574,31;103385946,38;14062616,37;1075,05;1797,09;2029268;31,0;191;0,29
".. Transtornos de humor [afetivos]";52942;62895;46980545,31;41399163,14;5581310,56;746,97;887,40;829267;15,7;102;0,19
".. Transt neurót e relacionados com stress somatof";2470;2629;1004251,50;882755,32;121496,18;381,99;406,58;19150;7,8;8;0,32
".. Retardo mental";3298;7319;8498582,63;7478880,33;1019702,30;1161,17;2576,89;161846;49,1;16;0,49
".. Outros transtornos mentais e comportamentais";13858;17896;12326719,21;10851683,58;1474999,83;688,80;889,50;233841;16,9;116;0,84
"06 Doenças do sistema nervoso";149105;154061;220936167,45;185783905,33;35150559,93;1434,08;1481,75;1242633;8,3;8227;5,52
".. Doenças inflamatórias do sistema nervoso centr";8293;8360;19759519,83;16862479,22;2896860,71;2363,58;2382,67;112795;13,6;687;8,28
".... Meningite bacteriana não classif outra parte";3946;3946;9437692,18;8419440,70;1018071,58;2391,71;2391,71;42228;10,7;360;9,12
".... Meningite em doenças bacters class outr parte";5;5;4420,43;4045,98;374,45;884,09;884,09;62;12,4;-;-
".... Mening em doenç infec/parasit class outr part";26;26;40429,18;36415,32;4013,86;1554,97;1554,97;432;16,6;4;15,38
".... Mening dev outras causas e causas não especif";247;247;399044,91;338250,13;60794,78;1615,57;1615,57;2065;8,4;20;8,10
".... Restante doenças inflamat sist nervoso centr";4069;4136;9877933,13;8064327,09;1813606,04;2388,28;2427,61;68008;16,7;303;7,45
".. Doença de Parkinson";596;647;1199451,11;1105185,92;94265,19;1853,87;2012,50;6185;10,4;42;7,05
".. Doença de Alzheimer";1316;1457;1496000,71;1356017,12;139983,59;1026,77;1136,78;16156;12,3;310;23,56
".. Esclerose múltiplas";2241;2241;1598745,00;1420853,83;177891,17;713,41;713,41;12207;5,4;43;1,92
".. Epilepsia";51240;51363;32870530,51;28147923,41;4722491,50;639,97;641,50;257083;5,0;1291;2,52
".. Enxaqueca e outras síndromes de algias cefálic";11446;11446;5271322,35;4681173,52;590076,78;460,54;460,54;41041;3,6;71;0,62
".. Acid vascular cerebr isquêm transit e síndr cor";20782;20790;21546014,61;19179724,69;2366266,80;1036,36;1036,76;138398;6,7;1822;8,77
".. Transtornos dos nervos raízes e plexos nervosos";6952;6952;5489988,26;3874201,56;1614737,80;789,70;789,70;21027;3,0;130;1,87
".. Paralisia cerebral e outras síndromes paralít";1676;2269;6806272,98;5891434,28;914838,70;2999,68;4061,02;41664;24,9;57;3,40
".. Outras doenças do sistema nervoso";44563;48536;124898322,09;103264911,78;21633147,69;2573,31;2802,74;596077;13,4;3774;8,47
"07 Doenças do olho e anexos";17860;17860;24074215,64;17393014,13;6681158,91;1347,94;1347,94;36055;2,0;29;0,16
".. Inflamação da pálpebra";179;179;41230,51;33255,24;7975,27;230,34;230,34;573;3,2;-;-
".. Conjuntivite e outros transtornos da conjuntiva";424;424;168639,90;122751,29;45888,61;397,74;397,74;1091;2,6;1;0,24
".. Ceratite e outros transtornos esclerót e córnea";2287;2287;3195981,70;1504938,64;1691043,06;1397,46;1397,46;5023;2,2;4;0,17
".. Catarata e outros transtornos do cristalino";2659;2659;2520477,99;1935818,13;584617,26;947,90;947,90;1209;0,5;-;-
".. Descolamentos e defeitos da retina";3295;3295;10447532,93;7974902,01;2472630,92;3170,72;3170,72;1521;0,5;-;-
".. Glaucoma";1169;1169;1008979,74;739644,92;269334,82;863,11;863,11;916;0,8;-;-
".. Estrabismo";209;209;189557,62;137453,57;52104,05;906,97;906,97;327;1,6;1;0,48
".. Transtornos da refração e da acomodação";17;17;11187,11;8532,50;2654,61;658,07;658,07;11;0,6;-;-
".. Cegueira e visão subnormal";49;49;36329,19;20772,47;15556,72;741,41;741,41;151;3,1;-;-
".. Outras doenças do olho e anexos";7572;7572;6454298,95;4914945,36;1539353,59;852,39;852,39;25233;3,3;23;0,30
"08 Doenças do ouvido e da apófise mastóide";11837;11842;7575006,85;6762657,48;811661,60;639,67;639,94;51281;4,3;35;0,30
".. Otite média e outr transt ouvid médio apóf mast";8721;8721;2925647,66;2326261,17;599075,47;335,47;335,47;39329;4,5;26;0,30
".. Perda de audição";105;105;3707800,95;3647961,27;59839,68;35312,39;35312,39;241;2,3;1;0,95
".. Outras doenças do ouvido e da apófise mastóide";3011;3016;941558,24;788435,04;152746,45;312,19;312,71;11711;3,9;8;0,27
"09 Doenças do aparelho circulatório";959907;962502;2312398707,66;1950562163,91;361783078,11;2402,49;2408,98;6685800;7,0;93450;9,74
".. Febre reumática aguda";1689;1690;1624539,64;1370194,83;254344,81;961,27;961,84;11649;6,9;45;2,66
".. Doença reumática crônica do coração";3748;3753;37743251,14;26770107,49;10973143,65;10056,82;10070,24;47652;12,7;327;8,72
".. Hipertensão essencial (primária)";49313;49679;17003786,13;14309620,32;2694165,81;342,27;344,81;193357;3,9;792;1,61
".. Outras doenças hipertensivas";19755;19780;12248415,25;10174276,48;2073955,12;619,23;620,02;82289;4,2;625;3,16
".. Infarto agudo do miocárdio";119442;119445;442826871,13;372050935,18;70769280,86;3707,37;3707,46;887376;7,4;12352;10,34
".. Outras doenças isquêmicas do coração";118569;118585;477964785,47;372563057,37;105398618,15;4030,57;4031,11;666979;5,6;3228;2,72
".. Embolia pulmonar";9499;9499;17079241,37;15245049,23;1833829,50;1798,00;1798,00;83721;8,8;1669;17,57
".. Transtornos de condução e arritmias cardíacas";56509;56514;201616491,30;182595954,20;19019513,22;3567,55;3567,87;288030;5,1;8066;14,27
".. Insuficiência cardíaca";189726;189726;313249421,12;284203292,92;29035482,34;1651,06;1651,06;1426443;7,5;21959;11,57
".. Outras doenças do coração";28446;28511;100418039,54;80906875,84;19509915,56;3522,08;3530,13;264343;9,3;2631;9,25
".. Hemorragia intracraniana";26588;26612;116841697,61;96341319,11;20500320,70;4390,56;4394,53;268998;10,1;6427;24,17
".. Infarto cerebral";22153;22153;40462407,74;35980398,89;4482008,85;1826,50;1826,50;186284;8,4;3413;15,41
".. Acid vascular cerebr não espec hemorrág ou isq";158687;158739;222830153,95;196022234,92;26804864,78;1403,75;1404,21;1146225;7,2;24098;15,19
".. Outras doenças cerebrovasculares";11101;12613;48463800,12;41976727,37;6486605,39;3842,37;4365,71;156711;14,1;1257;11,32
".. Arteroesclerose";19028;19028;42853729,44;36846934,01;6005406,70;2252,14;2252,14;147511;7,8;812;4,27
".. Outras doenças vasculares periféricas";10735;10877;22429963,43;18485165,83;3940704,33;2062,15;2089,42;83291;7,8;705;6,57
".. Embolia e trombose arteriais";20735;20735;48204218,57;40047087,95;8155456,63;2324,78;2324,78;167542;8,1;1817;8,76
".. Outras doenças das artérias arteríolas e capil";27414;27414;103762640,27;87245651,05;16508985,23;3785,02;3785,02;192841;7,0;1801;6,57
".. Flebite tromboflebite embolia e trombose venosa";42553;42553;28604628,26;24881872,64;3721496,92;672,21;672,21;261968;6,2;1014;2,38
".. Veias varicosas das extremidades inferiores";10509;10878;7673353,83;5641655,27;2028077,10;705,40;730,17;68966;6,6;223;2,12
".. Hemorróidas";4837;4837;1677494,93;1085422,29;585978,19;346,80;346,80;10186;2,1;9;0,19
".. Outras doenças do aparelho circulatório";8871;8881;6819777,42;5818330,72;1000924,27;767,91;768,77;43438;4,9;180;2,03
"10 Doenças do aparelho respiratório";1066425;1066772;1202309981,57;1047249041,26;155037925,36;1127,05;1127,42;6399698;6,0;94545;8,87
".. Faringite aguda e amigdalite aguda";13176;13176;4053151,39;3521513,86;531371,53;307,62;307,62;37794;2,9;14;0,11
".. Laringite e traqueíte agudas";10032;10032;2945659,11;2573288,36;372370,75;293,63;293,63;29896;3,0;30;0,30
".. Outras infecções agudas das vias aéreas super";22208;22208;6331063,14;5518376,69;812459,59;285,08;285,08;67960;3,1;217;0,98
".. Influenza [gripe]";17443;17443;14019767,72;12221170,62;1798597,10;803,75;803,75;72764;4,2;632;3,62
".. Pneumonia";617004;617032;650026258,58;568564139,39;81455118,12;1053,47;1053,52;3857800;6,3;58408;9,47
".. Bronquite aguda e bronquiolite aguda";65614;65614;29353371,31;25487499,00;3865872,31;447,36;447,36;281892;4,3;374;0,57
".. Sinusite crônica";445;445;379653,25;264046,30;115442,33;853,15;853,15;1823;4,1;8;1,80
".. Outras doenças do nariz e dos seios paranasais";1990;1990;1091827,15;704929,92;385436,29;548,66;548,66;3876;1,9;4;0,20
".. Doenças crônicas das amígdalas e das adenóides";3152;3152;1354746,43;739103,49;606704,57;429,81;429,81;4240;1,3;2;0,06
".. Outras doenças do trato respiratório superior";10595;10595;4999625,68;4123326,49;875849,07;471,89;471,89;38239;3,6;106;1,00
".. Bronquite enfisema e outr doenç pulm obstr crôn";104834;105048;99992477,34;91470292,58;8521066,77;951,87;953,82;634105;6,0;8533;8,14
".. Asma";77249;77249;45086894,83;42269398,24;2817395,99;583,66;583,66;246238;3,2;435;0,56
".. Bronquiectasia";1070;1072;1677483,60;1494260,35;183223,25;1564,82;1567,74;9644;9,0;40;3,74
".. Pneumoconiose";624;625;736807,20;651656,96;85038,40;1178,89;1180,78;4824;7,7;94;15,06
".. Outras doenças do aparelho respiratório";120989;121091;340261194,84;287646039,01;52611979,29;2809,96;2812,33;1108603;9,2;25648;21,20
"11 Doenças do aparelho digestivo";715724;715727;788417793,31;662826934,10;125387883,36;1101,56;1101,57;3626990;5,1;36341;5,08
".. Cárie dentária";96;96;41863,67;24873,90;16989,77;436,08;436,08;216;2,3;-;-
".. Outros transtornos dentes e estruturas suporte";4784;4784;2895171,19;2041211,54;853959,65;605,18;605,18;13906;2,9;12;0,25
".. Outr doenç cavidade oral glând saliv e maxilar";5854;5854;3571752,15;2594610,16;977141,99;610,14;610,14;19135;3,3;36;0,61
".. Úlcera gástrica e duodenal";11030;11030;14768142,78;12808715,89;1958549,83;1338,91;1338,91;65773;6,0;1103;10,00
